"id","text","rev","issue","book","date","pageno","readingorder","inscribed","isheader","noadvert","adcontent","adtype","finance","keyword","lang","rnotes","expert_text","fragment1","fragment2","fragment3","fragment4","fragment5","fragment6","fragment7","fragment8","fragment9","fragment10","header_tag"
"915ec1e3-18ea-5742-830b-a406806e232a/t0","Es wird zum Verkauff angetragen:","N",1,11129,1751-01-07,5,1,1,TRUE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/11134_0000/234,1110,1618,182/full/0/default.jpg","","","",,,,,,,"saleoffer"
"915ec1e3-18ea-5742-830b-a406806e232a/t1","1. Essai sur lKlectricite, en 2. Volumes.","N",1,11129,1751-01-07,5,2,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/11134_0000/218,1292,1634,87/full/0/default.jpg","","","",,,,,,,"saleoffer"
"915ec1e3-18ea-5742-830b-a406806e232a/t2","2. Leçons de Physique experimentale, en 4. Volumes, par Mr. labbe Nollet.","N",1,11129,1751-01-07,5,3,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/11134_0000/218,1379,1634,130/full/0/default.jpg","","","",,,,,,,"saleoffer"
"915ec1e3-18ea-5742-830b-a406806e232a/t3","3. Eine Porthie schön weiß geschmöltztes Unschlit, davon man in beliebiger Quantität, um billichen Preis haben, und solches im Berichthaus gratis erfragen kan.","N",1,11129,1751-01-07,5,4,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/11134_0000/218,1509,1634,332/full/0/default.jpg","","","",,,,,,,"saleoffer"
"915ec1e3-18ea-5742-830b-a406806e232a/t4","4. Bey Mr. Johannes Stückelberger dem Metz. ger auf dem Heuberg sind schöne gezogene Kertzen, mit Limmet-Dachten à 25. Rappen, und mit baumwollenen Dachten à 27. und 28 Rapven, item, gegossene dito à 29. und 30. Rap ven das Pfund zu haben.","N",1,11129,1751-01-07,5,5,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/11134_0000/218,1841,1634,457/full/0/default.jpg","","","",,,,,,,"saleoffer"
"915ec1e3-18ea-5742-830b-a406806e232a/t5","Ein guter Weibersitzz unter dem Bogen bey der Cantzel, in der Münster-Kirch; in Ermanglung eines Kaüffers ist solcher zu verleyhen.","N",1,11129,1751-01-07,5,6,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/11134_0000/223,2298,1629,300/full/0/default.jpg","","","",,,,,,,"saleoffer"
"915ec1e3-18ea-5742-830b-a406806e232a/t6","1. Ein Stöcklein Emd und ein dito Heu von letz. term Jahrgang.","N",1,11129,1751-01-07,5,7,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/11134_0000/229,2598,1623,125/full/0/default.jpg","","","",,,,,,,"saleoffer"
"915ec1e3-18ea-5742-830b-a406806e232a/t7","7. Extra gutes schwartz Kirschenwasser, die Maas à 11. Batzen.","N",1,11129,1751-01-07,5,8,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/11134_0000/229,2723,1623,172/full/0/default.jpg","","","",,,,,,,"saleoffer"
"915ec1e3-18ea-5742-830b-a406806e232a/t8","8. Wo schöne Anchois das Pfund à 8. Batzen, Capris das Pfund à 16. kr., und Italjänische Meer-Trauben, das Pfund à 12. kr. zu haben, ist in dem Berichthaus ohne Entgelt zu vernehmen.","N",1,11129,1751-01-07,5,9,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/11134_0000/229,2895,1623,388/full/0/default.jpg","","","",,,,,,,"saleoffer"
"915ec1e3-18ea-5742-830b-a406806e232a/t9","9. Die Behausung zum untern blauen Hammer an dem Kohlinberg, ist um billichen Preis zu verkauffen oder zu verleyhen, und auf nächste Fronfasten zu beziehen; auch solcherwegen bey Herrn Obrist-Lieutenant Hebdenstreit in St. Paul-Hof sich anzumelden.","N",1,11129,1751-01-07,5,10,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/11134_0000/229,3283,1623,456/full/0/default.jpg","","","",,,,,,,"saleoffer"
