"id","text","rev","issue","book","date","pageno","readingorder","inscribed","isheader","noadvert","adcontent","adtype","finance","keyword","lang","rnotes","expert_text","fragment1","fragment2","fragment3","fragment4","fragment5","fragment6","fragment7","fragment8","fragment9","fragment10","header_tag"
"a73dbfdb-d3c6-5ddd-82f0-ac8549b14ba4/t0","WAs Moses Israel ehmahls versprach im Segen: Ich will dir Sonnenschein, sprach GOTT, ich will dir Regen, Ich will dir Landes-Frucht in reichem Uberfluß, Ich will dir Süßigkeit von Oehl, von Korn und Reben, Und einem jeglichen den frölichen Genuß Von allen diesen Gütern geben. Der Krieg soll eurer Grentzen schonen, Es soll ein jeglicher, umringt von sich'rer Ruh, In seines Feigenbaums und Weinstocks Schatten wohnen; Das laß O Basel Leser! dir, der Höchste fliessen zu In diesem Deuen Jahr; Er segne dich aufs Neue, Daß was du thust beglückt sey und gedeye.","N",1,23091,1737-01-01,1,1,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/23092_0000/404,2333,3642,1631/full/0/default.jpg","",,,,,,,,,""
"a73dbfdb-d3c6-5ddd-82f0-ac8549b14ba4/t1","Es wird zum Verkauff angetragen:","N",1,23091,1737-01-01,1,2,"unpaginiert",TRUE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/23092_0000/257,3989,2011,176/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a73dbfdb-d3c6-5ddd-82f0-ac8549b14ba4/t2","1. Wo und bey wehme extra guter neuer Muscateller - und Burgunder-Wein, wie auch andere Frantzösische Weine zu haben seyen, ist im Bericht-Hauß ohne Entgelt zu vernehmen.","N",1,23091,1737-01-01,1,3,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/23092_0000/257,4165,2011,284/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a73dbfdb-d3c6-5ddd-82f0-ac8549b14ba4/t3","2. Bey Herm Emanuel Bruckhner an der Freyenstraß ist zu haben: Excellent guter neuer Malvasier Wein, in Bouteilles oder bey der Maas; Item: Extra guter Holländischer Tabac in Carotten und rappiert; wie auch aller Sorten Eisen-Schrothund, so genannte Kröß-Pareplves, nebst seinen andern ordinarj in Verlag habenden Waaren; um billichen Preiß.","N",1,23091,1737-01-01,1,4,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/23092_0000/257,4449,2011,532/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a73dbfdb-d3c6-5ddd-82f0-ac8549b14ba4/t4","3. Eine Parthey extra guter alter rother Marggräffer-Wein, davon man bey Führlingen haben kan.","N",1,23091,1737-01-01,1,5,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/23092_0000/257,4981,2011,154/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a73dbfdb-d3c6-5ddd-82f0-ac8549b14ba4/t5","4. Eine vortrefflich gute Pendule oder Büffet-Uhr à la Parisienne, welche Stunden und Viertel schlägt und repetiret.","N",1,23091,1737-01-01,1,6,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/23092_0000/257,5135,2011,152/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a73dbfdb-d3c6-5ddd-82f0-ac8549b14ba4/t6","Eine gulde Sack-Uhr um 12. Duplonen.","N",1,23091,1737-01-01,1,7,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/23092_0000/257,5287,2011,80/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a73dbfdb-d3c6-5ddd-82f0-ac8549b14ba4/t7","6. Ein noch gantz neues noch niemal getragenes, sauber und nett ausgemachtes Mannen-Kleyd von Englischem Tuch, für eine lange Persohn, um fl. 40.","N",1,23091,1737-01-01,1,8,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/23092_0000/257,5367,2011,226/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a73dbfdb-d3c6-5ddd-82f0-ac8549b14ba4/t8","7. Eine Parthey kucerner Büchsen-Pulber , das Pfund 2 5. ß. 6. Pf. man gibt aber weniger nicht als 6. biß 10. Pfund. Item: Magsaamen das Pfund à 1. Bl. man muß aber h etliche Pfund mit einander nehmen; und ist im Beicht-Hauß ohne Entgelt zu vernehmen, wo sich deßhalben anzumelden seye.","N",1,23091,1737-01-01,1,9,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/23092_0000/257,5593,2011,448/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a73dbfdb-d3c6-5ddd-82f0-ac8549b14ba4/t9","8. Dictionair Ropal de Pomay,","N",1,23091,1737-01-01,1,10,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/23092_0000/257,6041,2011,74/full/0/default.jpg","",,,,,,,,,"saleoffer"
