"id","text","rev","issue","book","date","pageno","readingorder","inscribed","isheader","noadvert","adcontent","adtype","finance","keyword","lang","rnotes","expert_text","fragment1","fragment2","fragment3","fragment4","fragment5","fragment6","fragment7","fragment8","fragment9","fragment10","header_tag"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t1","Es wird zum Verkauff angetragen:","N",1,14010,1734-01-05,1,1,"unpaginiert",TRUE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/286,4772,1823,158/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t2","Ein, zu verschiedenen Künsten wohl abgerichtetes kleines Hündlein.","N",1,14010,1734-01-05,1,2,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/206,4949,1989,232/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t3","2. Die zu Oberdorff in dem Basel-Gebieth ligende Würthschafft, das Baadhauß genandt, samt darzu gehörigem und an einander ligendem Kraut-und Baumgarten und anderer Gerechtsame , um 4500. Pfund zu verkauffen; oder um billichen Zinß zu verleyhen: worvon bey Meister Heinrich Thommen daselbsten das Mehrere zu vernehmen ist.","N",1,14010,1734-01-05,1,3,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/208,5163,1979,721/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t4","3. Im Berichthauß ist zu haben: BibliothecaHelvetica Doctoris Joh. Jac. Scheuchaeridas ist, Alphabetischef rzehlung aller Eydgnoßischen Scribenten und Büchern, Lit. à. B. Erster Theil in 4to. 1733. um 30. Kreutzer.","N",1,14010,1734-01-05,1,4,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/204,5875,1993,522/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t5","4. Eine Parthey aller Gattung Weine von Ao. 1718. biß 1733. in verschiedenem Preiß, je nach deren Quälität; muß aber allemahl ein Stücklein mit einander gehen.","N",1,14010,1734-01-05,1,5,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/191,6376,1995,433/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t6","Ein sauberer fast neüer braun-tüchener Mantel","N",1,14010,1734-01-05,1,6,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/181,6796,1991,218/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t7","6. Ein Mannensitz hinder der Cantzel im Münster um 12. Pfund.","N",1,14010,1734-01-05,1,7,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/183,6984,1983,234/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t8","17. Zwey Weiberanhencker auch in der Münsterkirch zu verkauffen oder gegen einem Mannensitz oder Anhencker in namlicher Kirch zu vertauschen.","N",1,14010,1734-01-05,1,8,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/162,7202,1995,323/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t9","8. Acht eyserne Reiff zu einem in circa 15. Säumigen Stücklein Faß, in billichem Preiß.","N",1,14010,1734-01-05,1,9,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/158,7504,1999,216/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t10","9. Ein noch fast neues taffetes Regentuch mit schwartzen Strichen.","N",1,14010,1734-01-05,1,10,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/148,7711,1991,216/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t11","10. Eilfffund ein halb Ehlen guter gestrichter Halblein.","N",1,14010,1734-01-05,1,11,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/162,7907,1983,138/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t12","11. Eine ganß Nußbäumerne weiß eingelegte Bethstatt, mit Schrauben, oben und unden Oval.","N",1,14010,1734-01-05,1,12,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/2246,4785,1977,220/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t13","12. Ein neuer Passamenter-Stuhl mit 4- Gängen ist zu haben im Binninger Schloß bey Heran Land- Amman.","N",1,14010,1734-01-05,1,13,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/2244,5003,2005,304/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t14","3. Ein grosser und ein kleiner Stock gutes neues Emdb, überhaupt oder jeden Stock sonderbahr.","N",1,14010,1734-01-05,1,14,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/2241,5298,2005,220/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t15","14. Ein Stock extra gutes Heü.","N",1,14010,1734-01-05,1,15,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/2245,5510,1247,117/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t16",". Eine Kutschen-Berline sambt dem Kutschen-Geschir um raisonnablen Preiß; und ist sich darumb bey Herrn Postmeister Weissen im Neüdorff Hüningen anzumelden.","N",1,14010,1734-01-05,1,16,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/2251,5610,2016,419/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t17","16. Taverniers Orientalische Reisen in Fol.","N",1,14010,1734-01-05,1,17,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/2245,6007,1638,129/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t18","17. Verschiedene gute Flutes Traversieres.","N",1,14010,1734-01-05,1,18,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/2235,6118,1615,113/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t19","18. Eine noch neue Cavaillers-Perrucke von braunen Haaren.","N",1,14010,1734-01-05,1,19,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/2235,6212,2003,220/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t20","19. Drey auf Tuch gemahlte extra schöne Holländische Tapisserien, von dreyerley Historien , für dreyerley ZimMerz und komt die Garniture auf 15. biß 16. Louisdor.","N",1,14010,1734-01-05,1,20,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/2233,6417,1989,273/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t21","20. Ein Eisernes Oefelin von gegossenen Blatten, nebsteiner grossen Blatten in ein Frantzösisches Kamin, davon man das Pfund, fahls man beyde mit einander nehmte, um 1.ß; zertheilt aber um 7. Rappen erlassen will.","N",1,14010,1734-01-05,1,21,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/2225,6674,1999,349/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t22","21. Ein Nußbäumernes, mit Blumwerck sauber eingelegtes ovales Tischlein auf einem Dreyfuß.","N",1,14010,1734-01-05,1,22,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/2205,7001,1999,195/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t23","22. Eine gute grosse eyserne Gelt-Cassa mit 10. Riegle.","N",1,14010,1734-01-05,1,23,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/2215,7177,1995,122/full/0/default.jpg","",,,,,,,,,"saleoffer"
"a70f7af0-fc40-5f56-bee0-e0fd65f1f82b/t24","23. Zwey Spiegel-Gläser zu einer Kutsch.","N",1,14010,1734-01-05,1,24,"unpaginiert",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/14016_0000/2213,7278,1670,123/full/0/default.jpg","",,,,,,,,,"saleoffer"
