"id","text","rev","issue","book","date","pageno","readingorder","inscribed","isheader","noadvert","lang","rnotes","expert_text","fragment1","fragment2","fragment3","fragment4","fragment5","fragment6","fragment7","fragment8","fragment9","fragment10","header_tag"
"a8b05799-5bfb-5488-a56c-04cae43e34d2/t0","Es wird zum Verkauff angetragen:","N",1,24663,1745-01-07,3,1,1,TRUE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/24666_0000/115,4011,1650,135/full/0/default.jpg","","","","",,,,,,"saleoffer"
"a8b05799-5bfb-5488-a56c-04cae43e34d2/t1","1. Eine Behausung an der Rhein-Gasse gegen dem St. Antonier-Hof hinüber von Gelegenheit wie der Augenschein zeigen wird.","N",1,24663,1745-01-07,3,2,1,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/24666_0000/115,4146,1650,270/full/0/default.jpg","","","","",,,,,,"saleoffer"
"a8b05799-5bfb-5488-a56c-04cae43e34d2/t2","2. Ohngefehr 2. Jucharten Reben an der Grentzacher-Straß, samt einem Feld hinten daran stossende, mit einem hohen Häußlein, worin n eine Trodten und Bogten ꝛc. und ist sich darum anzuanzumelden, bey Herrn Hans Georg Wannenwetsch zum Sternen-Eck in Klein-Basel, welcher deme, Alters halben, nicht mehr abwarten kan.","N",1,24663,1745-01-07,3,3,1,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/24666_0000/1813,3978,1666,422/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/24667_0000/303,368,1612,295/full/0/default.jpg","","","",,,,,,"saleoffer"
"63545993-2940-557d-9f73-32d1e7c7d557/t1","3. Eine brave Behausung an der Gerber-Gaß, von Gelegenheit wie der Augenschein zeigen wird ist um billichen Preiß zu verkauffen, oder, in Ermanglung eines Käuffers der Laden samt einer Wohnung von zweyen Stuben und sonst nöthiger Gelegenheit zu verleyhen und auf Fastnacht- Frohnfasten zu beziehen.","N",1,24663,1745-01-07,4,1,2,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/24667_0000/306,666,1652,521/full/0/default.jpg","","","","",,,,,,"saleoffer"
"63545993-2940-557d-9f73-32d1e7c7d557/t2","4. In dem Berichthauß liegt eine besondere Composition Thee und Husten-Täfelein, das Paquet Thee nebst einem Brieflein solcher Täfelein à 9. Batzen; dieses Thee wird wie das ordinari Thee zubereitet, und an statt des Zuckers eines, zwey oder drey Täfelein je nach dem Alter und Stärcke der Patienten, mit besonderm Effect und Würckung in starck anhaltenden Fluß-und Brust- Kranckheiten gebrauchet.","N",1,24663,1745-01-07,4,2,2,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/24667_0000/286,1199,1652,666/full/0/default.jpg","","","","",,,,,,"saleoffer"
"63545993-2940-557d-9f73-32d1e7c7d557/t3","5. Eine Pappier-Muhl, samt Behausung und c. v. Stallungen, einem grossen Krauth- und Gras-Garten, nebst dem Mühlen-Geschirr zu Sennheim in dem Obern Elsaß, welche Samstags den 6ten Hornung nächstkünfftig von dasiger Obrigkeits- wegen, durch die Steigerung verkaufft und dem Meistbietenden überlassen werden solle; Wer nun dazu Lust hat, wolle sich auf besagte Zeit allda einfnden.","N",1,24663,1745-01-07,4,3,2,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/24667_0000/326,1865,1632,676/full/0/default.jpg","","","","",,,,,,"saleoffer"
"63545993-2940-557d-9f73-32d1e7c7d557/t4","Ein Service extra feines Holländisches Damascirtes Tischgezeüg, von einem Tischtuch und 12. Servietten, und ein Service dito etwas geringer, nebst feinem Holländischem Leinwath in differenten Preisen.","N",1,24663,1745-01-07,4,4,2,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/24667_0000/326,2541,1632,366/full/0/default.jpg","","","","",,,,,,"saleoffer"
"63545993-2940-557d-9f73-32d1e7c7d557/t5","7. Einer der besten Kirchensitzen auf dem Orgelen-Lettner in der Münsters-Kirch, allwo man den Herrn Pfarrer gleich vor sich siehet und alle Worte verstehet; und ist sich darum bey Herrn Rudolff Ritter dem Strumpf-Fabricanten in Klein-Basel anzumelden.","N",1,24663,1745-01-07,4,5,2,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/24667_0000/336,2907,1622,447/full/0/default.jpg","","","","",,,,,,"saleoffer"
"63545993-2940-557d-9f73-32d1e7c7d557/t6","3. Ein Sudwerts auch in der Münsters-Kirch gelegener Mannensitz um fl. 12. und ist sich darum in dem Berichthauß anzumelden.","N",1,24663,1745-01-07,4,6,2,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/24667_0000/341,3354,1617,229/full/0/default.jpg","","","","",,,,,,"saleoffer"
"63545993-2940-557d-9f73-32d1e7c7d557/t7","9. Von dem berühmten Flüchtigen Pater aus Rom sind wiederum frische Exemplaria in dem Berichthauß angelangt und zu haben, das Stuck ohngebunden à 4. ß.","N",1,24663,1745-01-07,4,7,2,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/24667_0000/346,3583,1612,279/full/0/default.jpg","","","","",,,,,,"saleoffer"
