"id","text","rev","issue","book","date","pageno","readingorder","inscribed","isheader","noadvert","adcontent","adtype","finance","keyword","lang","rnotes","expert_text","fragment1","fragment2","fragment3","fragment4","fragment5","fragment6","fragment7","fragment8","fragment9","fragment10","header_tag"
"c22818e0-ad9a-55b9-94a7-1e037f8c9c47/t0","Es wird zum Verkauf angetragen:","N",1,27930,1768-01-07,5,1,1,TRUE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/27935_0000/320,1237,1583,173/full/0/default.jpg","","",,,,,,,,"saleoffer"
"c22818e0-ad9a-55b9-94a7-1e037f8c9c47/t1","1. Bey Mstr. Heinrich Gugelman zu St. Alban ist gutes süsses, und dito starkes, von schwarzen Kirsen gebrantes, Kirßwasser die Maas à 14 baz zu haben.","N",1,27930,1768-01-07,5,2,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/27935_0000/320,1410,1583,352/full/0/default.jpg","","",,,,,,,,"saleoffer"
"c22818e0-ad9a-55b9-94a7-1e037f8c9c47/t2","2. Ein Weibersitzz zu St. Leonhardt im dritten Rost, der dritte Stuhl vom Altar gegen der Kanzel über, im Berichthaus zu erfragen.","N",1,27930,1768-01-07,5,3,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/27935_0000/320,1762,1583,267/full/0/default.jpg","","",,,,,,,,"saleoffer"
"c22818e0-ad9a-55b9-94a7-1e037f8c9c47/t3","3. Bey Fr. Wittib Dienast auf dem Fischmarkt, ist extra guter Vacherin-Käß in billigem Preis zu haben.","N",1,27930,1768-01-07,5,4,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/27935_0000/320,2029,1583,262/full/0/default.jpg","","",,,,,,,,"saleoffer"
"c22818e0-ad9a-55b9-94a7-1e037f8c9c47/t4","4. Ungefehr 80 Stuck zschöppige doppelte Bouteillen in billigem Preis, im Berichthaus ohne Entgeldt zu erfragen.","N",1,27930,1768-01-07,5,5,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/27935_0000/320,2291,1583,241/full/0/default.jpg","","",,,,,,,,"saleoffer"
"c22818e0-ad9a-55b9-94a7-1e037f8c9c47/t5","5. Ein W ibersitz in St. Peters-Kirch im Kanzel-Rost zu verleichen oder zu verkaufen, im Berichthaus ohne Entgeldt zu erfragen.","N",1,27930,1768-01-07,5,6,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/27935_0000/320,2532,1583,241/full/0/default.jpg","","",,,,,,,,"saleoffer"
"c22818e0-ad9a-55b9-94a7-1e037f8c9c47/t6","6. Ein einthüriges tannernes Kästlein mit nußbäumern Füllungen in billigem Preis, im Berichthaus zu erfragen.","N",1,27930,1768-01-07,5,7,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/27935_0000/315,2773,1588,246/full/0/default.jpg","","",,,,,,,,"saleoffer"
"c22818e0-ad9a-55b9-94a7-1e037f8c9c47/t7","7. Eine gute, schon gebrauchte Violin in billigem Preis, im Berichthaus zu erfragen.","N",1,27930,1768-01-07,5,8,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/27935_0000/315,3019,1588,163/full/0/default.jpg","","",,,,,,,,"saleoffer"
"c22818e0-ad9a-55b9-94a7-1e037f8c9c47/t8","8. Eine noch gute und brauchbare Zwingtrotten in billigem Preis im Berichthaus ohne Entgeldt zu erfragen.","N",1,27930,1768-01-07,5,9,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/27935_0000/315,3182,1588,231/full/0/default.jpg","","",,,,,,,,"saleoffer"
"c22818e0-ad9a-55b9-94a7-1e037f8c9c47/t9","9. Bey Hrn. Hieronimus de la Chenal allhier in dem Hause zur Sonnen bey der Rheinbrücke, werden verkauft sowohl en gros als en detail, in- und ausser Bley, von allen Gattungen extra feinem und anderm Schnupf-Taback bester Qualität, deßgleichen verschiedene Sorten feine Canaster in Rollen und dito geschnitten, nebst anderm geschnittenen Rauch-Taback, alles in sehr biligen Preisen, und von vorzuglich guter Waare, vor deren Dauer und Haltharkeit man garantiret.","N",1,27930,1768-01-07,5,10,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/27935_0000/291,3413,1585,817/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/27935_0000/1906,1211,1586,199/full/0/default.jpg","",,,,,,,,"saleoffer"
