"id","text","rev","issue","book","date","pageno","readingorder","inscribed","isheader","noadvert","adcontent","adtype","finance","keyword","lang","rnotes","expert_text","fragment1","fragment2","fragment3","fragment4","fragment5","fragment6","fragment7","fragment8","fragment9","fragment10","header_tag"
"16f14af0-8b73-5ee4-b649-932c7b376024/t0","Denen sämtlichen respektiven Abonnenten des hiesigen Wochenblatts wird hierdurch geziemende Anzeige gethan, daß der Preiß des Wochenblatts um 30 Batzen, wie bekannt ist, auch im Laufe dieses Jahrs seyn wird.","N",1,51686,1801-01-01,7,1,"1",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/51693_0000/253,1644,3159,258/full/0/default.jpg","","","","",,,,,,""
"16f14af0-8b73-5ee4-b649-932c7b376024/t1","Es wird zum Verkauf angetragen:","N",1,51686,1801-01-01,7,2,"1",TRUE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/51693_0000/281,1945,1558,233/full/0/default.jpg","","","","",,,,,,"saleoffer"
"16f14af0-8b73-5ee4-b649-932c7b376024/t2","1. Im Berichthaus ist in Commission zu haben: engl.Wachspapier in Lädlein, 100 Stuck enthaltend, dienlich für auf Fontenelle zu legen.","N",1,51686,1801-01-01,7,3,"1",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/51693_0000/281,2178,1558,334/full/0/default.jpg","","","","",,,,,,"saleoffer"
"16f14af0-8b73-5ee4-b649-932c7b376024/t3","2. Ein extra gutes Stück selbstgemachtes Haustuch, 57 Stäbe haltend, der Stab um 17 Batzen, ist im Berichthaus in Commission zu haben.","N",1,51686,1801-01-01,7,4,"1",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/51693_0000/281,2512,1558,334/full/0/default.jpg","","","","",,,,,,"saleoffer"
"16f14af0-8b73-5ee4-b649-932c7b376024/t4","3. Drei à vier Ohmen extra Qualität Languedocker Brandtenwein.","N",1,51686,1801-01-01,7,5,"1",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/51693_0000/281,2846,1558,143/full/0/default.jpg","","","","",,,,,,"saleoffer"
"16f14af0-8b73-5ee4-b649-932c7b376024/t5","4. Le grand Dictionnaire historique & critique, par Bayle, en 4 Tom. 5e édition; le grand Dictionnaire historique de l'histoire sacrée & profane, par Moreri, en 6 Tom. te édition; le Dictionnaire de la langue francaise ancienne & moderne, par Fréd. Rubellet, en 3 Tom. Gründliche Widerlegung des Pabstthums, durch Jac. Heilbrunner; Walperische Gnomonica, Anwei sung zu grossen Sonnen-Uhren, durch Dop. pelmeyer.","N",1,51686,1801-01-01,7,6,"1",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/51693_0000/281,2989,1558,900/full/0/default.jpg","","","","",,,,,,"saleoffer"
"16f14af0-8b73-5ee4-b649-932c7b376024/t6","5. Zween zweithürige Kästen, einer davon mit Schäften, wäre auch dienlich für ein Waarenkasten, 3 Tisch, 2 lange und 1 kleiner; 1 Hahnenhaus, 1 Taubenschlag, 2 langes Bauchbütten, ein Lerchen Käfig, ein Drath- Gitter, eine Parthie Spaawasser Fläschgen, nebst noch andern Kleinigkeiten, alles in gutem Stand und in billigem Preiß, in Commission bei B. Joh. Brefi am Klosterberg No. 887.","N",1,51686,1801-01-01,7,7,"1",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/51693_0000/281,3889,1558,673/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/51693_0000/1855,1940,1552,254/full/0/default.jpg","","","",,,,,,"saleoffer"
"16f14af0-8b73-5ee4-b649-932c7b376024/t8","6. Bei J. Holdenecker in der Utengaß sind zu haben: Gothaischer Hof-Kalender zum Nutzen und Vergnügen, mit 16 feinen Kupf. 1801. fl. 1. 48 kr. Almanac de Gotha pour lannée 1801. fl. 2. Tägliches Taschenbuch für alle Stände, in Saffian geb. fl. 1. 30 kr. Ferner, verschiedene Gattungen, lateinische, französ. und italien. Grammaire von Meidinger und Meynier.","N",1,51686,1801-01-01,7,8,"1",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/51693_0000/1855,2194,1552,731/full/0/default.jpg","","","","",,,,,,"saleoffer"
"16f14af0-8b73-5ee4-b649-932c7b376024/t9","7. In der Serinischen Buchhandlung ist zu haben: Kurte politische Uebersicht der europäischen Stagten, am Ende des 18ten Jahrhunderts, von A. L. Effinger, Bern 1800. 10 kr. Auch sind noch eine Sammlung Komödien, das Stück à 16kr zu haben.","N",1,51686,1801-01-01,7,9,"1",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/51693_0000/1855,2925,1552,482/full/0/default.jpg","","","","",,,,,,"saleoffer"
"16f14af0-8b73-5ee4-b649-932c7b376024/t10","8. In der Schweighauserischen Buchhandlung ist zu haben: Tägliches Taschenbuch für alle Stände, aufs Jahr 1801. worinn zwischen jeden Tag geschrieben werden kann, nebst Kalender und 777 Postrouten durch Deutschland, als Brieftasche brauchbar, in roth Leder gebunden. fl. 1. 40 kr. Gothaischer Hof-Kalender, mit 16 Kupf. geb. fl. 2. Auch kann man daselbst wieder auf die erste Abtheilung des diesjährigen Kantons- Blatts mit 20 Batzen pränumeriren.","N",1,51686,1801-01-01,7,10,"1",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/51693_0000/1855,3407,1552,890/full/0/default.jpg","","","","",,,,,,"saleoffer"
