"id","text","rev","issue","book","date","pageno","readingorder","inscribed","isheader","noadvert","adcontent","adtype","finance","keyword","lang","rnotes","expert_text","fragment1","fragment2","fragment3","fragment4","fragment5","fragment6","fragment7","fragment8","fragment9","fragment10","header_tag"
"98003fb7-d8dd-526b-8495-7f5dbef0b6d7/t0","Es wird zum Verkaufangetragen:","N",1,33908,1782-01-03,7,1,"1",TRUE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/33915_0000/460,1435,1510,170/full/0/default.jpg","","","",,,,,,,"saleoffer"
"98003fb7-d8dd-526b-8495-7f5dbef0b6d7/t1","1. Im Berichthaus ist wieder von dem schon bekannten englischen Zahnpulver, welches die Zähne in kurzer Zeit so weiß als Elfenbein macht; der Gebrauch ist dieser: man macht den Finger naß, tauchet ihn in das Pulver, und reibet die Zähne innund auswendig, Morgens und Abends, so werden sie in kurzer Zeit schön weiß; das Päcklein kostet 20 kr.","N",1,33908,1782-01-03,7,2,"1",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/33915_0000/450,1605,1520,745/full/0/default.jpg","","","",,,,,,,"saleoffer"
"98003fb7-d8dd-526b-8495-7f5dbef0b6d7/t2","2. In der Mägdleinschul auf dem Barfüsserplatz, ist gute schwarze Dinte, die Maaß à 12 bz. nebst geschnitten- und ohngeschnittenen Federn zu haben.","N",1,33908,1782-01-03,7,3,"1",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/33915_0000/450,2350,1520,305/full/0/default.jpg","","","",,,,,,,"saleoffer"
"98003fb7-d8dd-526b-8495-7f5dbef0b6d7/t3","3. Ein Stock dißjähriges Esparcettes Heu und Emd, auf einem nahe bey der Stadt liegenden Guth; auf dem Gut selbst zu verfütern.","N",1,33908,1782-01-03,7,4,"1",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/33915_0000/450,2655,1520,345/full/0/default.jpg","","","",,,,,,,"saleoffer"
"98003fb7-d8dd-526b-8495-7f5dbef0b6d7/t4","4. Bey Mstr. Leonhard Carle an der Schneidergaß, sind extra gute ungemachte wollene Schuh in billigem Preis in Commißion zu haben.","N",1,33908,1782-01-03,7,5,"1",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/33915_0000/445,3000,1525,325/full/0/default.jpg","","","",,,,,,,"saleoffer"
"98003fb7-d8dd-526b-8495-7f5dbef0b6d7/t5","5. Bey Fr. Pfister zu St. Johann, sind schöne junge Federhündlein in billigem Preis zu haben.","N",1,33908,1782-01-03,7,6,"1",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/33915_0000/450,3325,1520,235/full/0/default.jpg","","","",,,,,,,"saleoffer"
"98003fb7-d8dd-526b-8495-7f5dbef0b6d7/t6","6. Im Berichthaus ist ein schön beschlagenes Jonc in billigem Preis in Commißion zu haben.","N",1,33908,1782-01-03,7,7,"1",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/33915_0000/450,3560,1520,240/full/0/default.jpg","","","",,,,,,,"saleoffer"
"98003fb7-d8dd-526b-8495-7f5dbef0b6d7/t7","7. Ein grosser Stock gutes unberegnetes Heu, von der besten Art Futer; in billigem Preis.","N",1,33908,1782-01-03,7,8,"1",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/33915_0000/445,3800,1525,160/full/0/default.jpg","","","",,,,,,,"saleoffer"
"98003fb7-d8dd-526b-8495-7f5dbef0b6d7/t8","8. Bey Hrn. C. A. Serini, Buchhändler allhier, ist zu haben : Geschenk für die Jugend auf das Jahr 1782 12. kr. 30. -Ueber Jesuiten, Freymäurer und dentschen Rosenkreutzer, herausgegeben von dem Er-Jesuit Maier, 8. 1781. kr. 16. -Leß, christliche Religions-Theorie oder Dogmatit, 8. 1781 kr. 48. - Briefe über den Cölibat cathol. Geistlichen, Anhang zu den Briefen über das Mönchswesen, 8. 1781. kr. 16. Neue Briefe für und wider das Mönchswesen, mit unpartheyischer Feder entworfen, 8. 1781. kr. 30. Der Dorfprediger von Wackesield, eine Geschichte, 2te verbesserte Auflage, 8. 1781. kr. 48. - Weiler leichteste Art, alle regelmäßigen und unregelmäßigen Verba der italjänischen Sprache zu fassen, in 2 Tabellen nebst Erläuterung, 8. 1781. kr. 16. . Etwas für Menschen ohne Vorurtheile, 8. 1781. kr. 20. No¬ se, uber die Zuläßigkeit der Ausführungen, besonders durch Brechmittel in hitzigen Krankheiten, 4. 1781. kr. 54.","N",1,33908,1782-01-03,7,9,"1",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/33915_0000/435,3960,1535,260/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/33915_0000/2000,1425,1505,1690/full/0/default.jpg","","",,,,,,,"saleoffer"
"98003fb7-d8dd-526b-8495-7f5dbef0b6d7/t10","9. Bey Hrn. Jakob Vest beym Eselthürmlein, ist wiederum schöne feine graue Niederländer-Rysten in sehr biligem Preis zu haben.","N",1,33908,1782-01-03,7,10,"1",FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/33915_0000/1990,3115,1515,315/full/0/default.jpg","","","",,,,,,,"saleoffer"
