"id","text","rev","issue","book","date","pageno","readingorder","inscribed","isheader","noadvert","adcontent","adtype","finance","keyword","lang","rnotes","expert_text","fragment1","fragment2","fragment3","fragment4","fragment5","fragment6","fragment7","fragment8","fragment9","fragment10","header_tag"
"3cccb0af-3fd4-5e89-95ad-3ca235549a47/t0","Es wird zum Verkauf angetragen","N",1,20144,1785-01-06,5,1,1,TRUE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/20149_0000/312,1510,1500,171/full/0/default.jpg","","",,,,,,,,"saleoffer"
"3cccb0af-3fd4-5e89-95ad-3ca235549a47/t1","1. Allerhand feine und grobe Mannshemder, von Haustuch; frisches Sauerkraut und Rüben, sind bey Frau Roth in Klein Basel, gegen dem rothen Ochsen über, zu haben.","N",1,20144,1785-01-06,5,2,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/20149_0000/312,1681,1500,406/full/0/default.jpg","","",,,,,,,,"saleoffer"
"3cccb0af-3fd4-5e89-95ad-3ca235549a47/t2","2. Eine eiserne Geld-Cassa, samt Fußgestell. 3. Bey Mstr. Emannel Schärer in der Malzgaß, ist ein Stock dißjähriges Heu zu verkauffen.","N",1,20144,1785-01-06,5,3,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/20149_0000/312,2087,1500,311/full/0/default.jpg","","",,,,,,,,"saleoffer"
"3cccb0af-3fd4-5e89-95ad-3ca235549a47/t3","4. Un beau Thelescope de 18 pouces de longeur, excellent, portant à 4 lieues tresdistinctement, au prin de 8 Louisdors; 8 adresser a Huningue chea Mr. de Gorce, à la Ville de Paris, ou on pourra le voir.","N",1,20144,1785-01-06,5,4,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/20149_0000/312,2398,1500,376/full/0/default.jpg","","",,,,,,,,"saleoffer"
"3cccb0af-3fd4-5e89-95ad-3ca235549a47/t4","5. Bey Hrn. Otto in der Kleinen Stadt, sind neue grosse Häring, schöne Zitronen trockene und geweichte Stockfische, Limburger- und alte Emmenthaler käse; feiner Blomthee in Büchsen, und nom bekannten Böhmischen Scheidschützer-Bitterwas ser, und die daraus gezogenen bittern Sallin; alles in billigem Preis.","N",1,20144,1785-01-06,5,5,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/20149_0000/302,2774,1510,632/full/0/default.jpg","","",,,,,,,,"saleoffer"
"3cccb0af-3fd4-5e89-95ad-3ca235549a47/t5","6. Bey Hrn. Johannes Wegner, Perüquenmacher hinter dem Stöcklein, ist das ganze Jahr hindurch, gute wohlriechende harte und weiche Pomade in billigem Preis zu haben.","N",1,20144,1785-01-06,5,6,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/20149_0000/312,3406,1500,391/full/0/default.jpg","","",,,,,,,,"saleoffer"
"3cccb0af-3fd4-5e89-95ad-3ca235549a47/t6","7. Die ächt- und gerechten grauen Heydeggerischen Pülverlein , deren Kraft und Wirkung genugsam bekannt.","N",1,20144,1785-01-06,5,7,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/20149_0000/312,3797,1500,236/full/0/default.jpg","","",,,,,,,,"saleoffer"
"3cccb0af-3fd4-5e89-95ad-3ca235549a47/t7","8. Ein extra guter Strümpfweberstuhl; in sehr biligem Preis.","N",1,20144,1785-01-06,5,8,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/20149_0000/307,4033,1505,206/full/0/default.jpg","","",,,,,,,,"saleoffer"
"3cccb0af-3fd4-5e89-95ad-3ca235549a47/t8","9. Bey Mstr. Heinrich Fischer, dem Küfer hinter Rumlinsmühle, ist guter Drusenbrandtenwein, Kirschwasser mit und ohne Aenis, und guter Weineßig, maaß- und schoppenweis, in billigem Preis zu haben.","N",1,20144,1785-01-06,5,9,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/20149_0000/1842,1495,1511,401/full/0/default.jpg","","",,,,,,,,"saleoffer"
"3cccb0af-3fd4-5e89-95ad-3ca235549a47/t9","10. Bey Hrn. Rudolf Ramsperger zur Linden, ist schöne weisse 3- 4- und 5fache Strickwolle in billigem Preis zu haben.","N",1,20144,1785-01-06,5,10,1,FALSE,FALSE,,,,,"de",,,"https://iiif.avisblatt.freizo.org/image/20149_0000/1842,1896,1511,231/full/0/default.jpg","","",,,,,,,,"saleoffer"
