"id","text","rev","issue","book","date","pageno","readingorder","inscribed","isheader","noadvert","lang","rnotes","expert_text","fragment1","fragment2","fragment3","fragment4","fragment5","fragment6","fragment7","fragment8","fragment9","fragment10","header_tag"
"4cbe8b95-4ab6-58b4-81be-279475b69690/t0","Es wird zum Verkauf angetragen:","N",1,32216,1779-01-07,5,1,1,TRUE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/32221_0000/335,1666,1533,193/full/0/default.jpg","","",,,,,,,,"saleoffer"
"4cbe8b95-4ab6-58b4-81be-279475b69690/t1","1. Im Berichthaus ist in Commißion zu haben: Sammlung der samtlichen Schrifften von Hrn. C. F. Gellert 1765. 8. sauber gebunden, sämtl. Theil in 4 Bänden.","N",1,32216,1779-01-07,5,2,1,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/32221_0000/325,1859,1543,335/full/0/default.jpg","","",,,,,,,,"saleoffer"
"4cbe8b95-4ab6-58b4-81be-279475b69690/t2","2. Ein ganzes Hufschmidts-Geschirr oder Werckzeüg, in billigem Preis, im Berichthaus ohnentgeltlich zu erfragen.","N",1,32216,1779-01-07,5,3,1,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/32221_0000/320,2194,1548,233/full/0/default.jpg","","",,,,,,,,"saleoffer"
"4cbe8b95-4ab6-58b4-81be-279475b69690/t3","3. Ein 6 Viertel breites Stucklein weisses Haußtuch, in billigem Preis, im Berichthaus zu erfragen.","N",1,32216,1779-01-07,5,4,1,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/32221_0000/315,2427,1553,249/full/0/default.jpg","","",,,,,,,,"saleoffer"
"4cbe8b95-4ab6-58b4-81be-279475b69690/t4","4. Ein Wirthshaus in Lauffen, samt Stallung, Scheüer, Kraut- und Gras-Garten, weshalb sich bey Peter Imhof allda anzumelden.","N",1,32216,1779-01-07,5,5,1,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/32221_0000/320,2676,1548,315/full/0/default.jpg","","",,,,,,,,"saleoffer"
"4cbe8b95-4ab6-58b4-81be-279475b69690/t5",". Ein soviel als neuer Renn-Schlitten samt aller Zugehördt, in billigem Preis, bey Hrn. Heinrich David dem Sattler in der Aescher-Vorstadt zu erfragen.","N",1,32216,1779-01-07,5,6,1,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/32221_0000/325,2991,1543,309/full/0/default.jpg","","",,,,,,,,"saleoffer"
"4cbe8b95-4ab6-58b4-81be-279475b69690/t6","6. Eine extra gute, soviel als neue Siegfriedische Waag, um 1 und ein halben Zentner wenigstens darauf zu wägen. Ein neuer Haußschlitten und eine soviel als neue wohlbeschlagene Küsten, welche mit Oelfarb angestrichen, im Berichthaus zu erfragen.","N",1,32216,1779-01-07,5,7,1,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/32221_0000/335,3300,1533,574/full/0/default.jpg","","",,,,,,,,"saleoffer"
"4cbe8b95-4ab6-58b4-81be-279475b69690/t7","7. Frische süsse Holländische Picking und grosse dito Häring, neue Oliven, und frische Brugnoles sind bey Hrn. J. J. Bauler an der untern Freyenstraß zu haben.","N",1,32216,1779-01-07,5,8,1,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/32221_0000/330,3874,1538,315/full/0/default.jpg","","",,,,,,,,"saleoffer"
"4cbe8b95-4ab6-58b4-81be-279475b69690/t8","8. Bey Frau Amtmann Uebelin oben am Spalenberg sind frische, grobe und reine Nudeln und angemachter Seuf in billigem Preis zu haben.","N",1,32216,1779-01-07,5,9,1,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/32221_0000/325,4189,1543,335/full/0/default.jpg","","",,,,,,,,"saleoffer"
"4cbe8b95-4ab6-58b4-81be-279475b69690/t9","9. Eine sammete Coefe mit Pointsd espagne und ein dito Halstuch mit Chenillen besezt, im Berichthaus ohnentgeltlich zu erfragen.","N",1,32216,1779-01-07,5,10,1,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/32221_0000/1899,1671,1537,264/full/0/default.jpg","","",,,,,,,,"saleoffer"
"4cbe8b95-4ab6-58b4-81be-279475b69690/t10","10. Ein Stücklein von 133. Ellen 6 Viertel breites schön reines Haustuch, die Ell à 9. Batzen, wovon nach Belieben zu haben, im Berichthaus ohnentgeltlich zu erfragen.","N",1,32216,1779-01-07,5,11,1,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/32221_0000/1904,1935,1532,396/full/0/default.jpg","","",,,,,,,,"saleoffer"
"4cbe8b95-4ab6-58b4-81be-279475b69690/t11","11. Guter alter weisser Wein, wie auch dito 74ger Idsteiner und 75ger dito, davon nach Belieben zu haben, bey Mstr. Christoff Vonkilch dem Küefer an der Gerbergaß zu erfragen.","N",1,32216,1779-01-07,5,12,1,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/32221_0000/1904,2331,1532,391/full/0/default.jpg","","",,,,,,,,"saleoffer"
"4cbe8b95-4ab6-58b4-81be-279475b69690/t12","12. Bey Hrn. Eüler dem Schneider ist ein weisses feines tuchenes Mannskleid, roth gefüetert, für einen jungen Menschen mittlerer Grösse, in billigem Preis zu haben.","N",1,32216,1779-01-07,5,13,1,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/32221_0000/1899,2722,1537,325/full/0/default.jpg","","",,,,,,,,"saleoffer"
"4cbe8b95-4ab6-58b4-81be-279475b69690/t13","13. Zween schöne moguetene Sessel mit gefüeterten Lehnen, in billigem Preis, im Berichthaus zu erfragen.","N",1,32216,1779-01-07,5,14,1,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/32221_0000/1899,3047,1537,243/full/0/default.jpg","","",,,,,,,,"saleoffer"
