"id","text","rev","issue","book","date","pageno","readingorder","inscribed","isheader","noadvert","lang","rnotes","expert_text","fragment1","fragment2","fragment3","fragment4","fragment5","fragment6","fragment7","fragment8","fragment9","fragment10","header_tag"
"aeeb2ba7-25cb-5dc9-b128-53409d9a9ae2/t0","Es wird zum Verkauff angetragen:","N",1,10534,1749-01-02,5,1,1,TRUE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/10539_0000/78,3370,1617,153/full/0/default.jpg","","","","",,,,,,"saleoffer"
"aeeb2ba7-25cb-5dc9-b128-53409d9a9ae2/t1","1. Extra guter rohter Marckgräfer-Wein, der Saum à fl. 24. Weisser dito von Ao. 1739. und 46., unter einander der Saum à 18. Pfund. Ferners dito noch 2. Saum à 16. Pfund der Saum, davon nach Belieben zu haben.","N",1,10534,1749-01-02,5,2,1,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/10539_0000/92,3534,1593,385/full/0/default.jpg","","","","",,,,,,"saleoffer"
"aeeb2ba7-25cb-5dc9-b128-53409d9a9ae2/t2","2. Zwey gewölbte und zwey viereckete eiserne Gätter, sind bey Herrn Lindenmeyer in dem vordern Hauenstein, um billichen Preiß, zu haben.","N",1,10534,1749-01-02,5,3,1,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/10539_0000/81,3919,1604,308/full/0/default.jpg","","","","",,,,,,"saleoffer"
"aeeb2ba7-25cb-5dc9-b128-53409d9a9ae2/t3","3. Zwey gantz eiserne-sehr wohl conditioniertnütz- und kommliche, Schmöltz-Distillir- und Digellir-Oefen, welche 24. bis 28. Stund lang gleichen Grad und Hitze halten, um raisonablen Preiß.","N",1,10534,1749-01-02,5,4,1,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/10539_0000/87,4227,1598,228/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/10539_0000/1741,3363,1594,267/full/0/default.jpg","","","",,,,,,"saleoffer"
"temp-1749-005-005","4. Ein grosser fruchtbarer Beyfang von zehen Jucharten, vor dem Riehemer-Thor an der Crentzacher Strasse, bestehend aus Feld-Rebund Matt-Werck, mitten darinnen mit einem hohen Haüslein, auch einem Trott-Haüslein darneben samt Trotten und doppelten Herbst- Geschirr, mit allerhand fruchtbaren Obst- Baümen und 20. Nußbaümen in dem Zaun- Haag besetzt; ist Boden-Zins frey und zwo Jucharten Feld davon angeblümt; man thäte einem einem Kaüffer das Capital darauf stehen lassen, oder, in Ermanglung eines Kaüffers, selbigen verleyhen. Item:","N",1,10534,1749-01-02,5,5,1,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/10539_0000/1727,3620,1640,835/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/10540_0000/401,472,1587,228/full/0/default.jpg","","","",,,,,,"saleoffer"
"3c9f1f38-afc9-5259-98e1-5cacc161ec54/t1","5. Ein starcker Viertel Reben, in dem Grentzacher Bahn, an dem Horn-Rain genannt. Item.","N",1,10534,1749-01-02,6,1,2,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/10540_0000/396,700,1592,244/full/0/default.jpg","","","","",,,,,,"saleoffer"
"3c9f1f38-afc9-5259-98e1-5cacc161ec54/t2","6. Eine halb Juchart dito, in besagtem Bahn in der Wannen beide an den besten Orten ligende, auch Boden-Zins frey. Item:","N",1,10534,1749-01-02,6,2,2,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/10540_0000/401,944,1587,218/full/0/default.jpg","","","","",,,,,,"saleoffer"
"3c9f1f38-afc9-5259-98e1-5cacc161ec54/t3","7. Ohngefehr 70. Saum neu und alter weiß und rother Wein; und ist sich um diese 4. Puncten bey Herrn Mattheus Schardt dem Aeltern gegen dem Werck-Hoff hinüber in Klein Basel anzumelden, welcher hohen Alters halben solches verkauffen will, damit er sein übriges Leben in Ruhe beschliessen könne.","N",1,10534,1749-01-02,6,3,2,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/10540_0000/396,1162,1592,527/full/0/default.jpg","","","","",,,,,,"saleoffer"
"3c9f1f38-afc9-5259-98e1-5cacc161ec54/t4","8. Bey Frau Anna Maria Dumbald, an dem Herbrigberg, ist zu haben, weiß und roth gestreifften Schlesinger-Zeüg und Schnupf-Tucher, wie auch schwartzen Caffa, um billichen Preiß.","N",1,10534,1749-01-02,6,4,2,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/10540_0000/401,1689,1587,381/full/0/default.jpg","","","","",,,,,,"saleoffer"
"3c9f1f38-afc9-5259-98e1-5cacc161ec54/t5","9. Bey Herrn Dienast dem Knöpfmacher auf dem Fischmarckt, ist Limmet- oder Dacht-Garn, schöne Waar, der Centner um fl. 18. zu haben.","N",1,10534,1749-01-02,6,5,2,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/10540_0000/401,2070,1587,304/full/0/default.jpg","","","","",,,,,,"saleoffer"
