"id","text","rev","issue","book","date","pageno","readingorder","inscribed","isheader","noadvert","lang","rnotes","expert_text","fragment1","fragment2","fragment3","fragment4","fragment5","fragment6","fragment7","fragment8","fragment9","fragment10","header_tag"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t0","Es werden zum Verkauff offerirt:","N",1,22576,1732-01-01,1,1,,TRUE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/387,3373,1969,138/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t1","In dem Dorff zu Muttentz nachst bey dem Pfarihauß ist eine Behausung, Speicher, ꝛc. mit doppelter Hoffstatt und zweyen Baumgärthen in gantz Faisonnablem Preiß zu verkauffen.","N",1,22576,1732-01-01,1,2,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/387,3511,1969,395/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t2","Eine brave und wohl-gelegene Behausung am Spahlenberg, so das Felerrecht hat, mit einer Werckstatt, zweyen Stuben, einem grossen Sommerhauß, dreyen Kammeren, zweyen Oesterichen, einem Keller und Höfflin, zwüschen Herrn Thurneysen dem Specierer und Herrn Spörlin dem Schneyder, ist umb billichen Preiß zu verkauffen. oder auff anstandige Bedingnüsse zu verleyhen.","N",1,22576,1732-01-01,1,3,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/387,3906,1969,813/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t3","Bey Jungfrau Catharina Iselin in der Mindern Stadt bey Herrn Notario Ludin an der Greyffengaß ist zu haben: Guter weisser Margräffer-Wein von Anno 1729. umb 3. Thaler, dito von Anno 1730. umb 2. Thaler der Saum.","N",1,22576,1732-01-01,1,4,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/387,4719,1969,510/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t4","Eine extra saubere Mangoldische Bibel von schsnem weissem Papier mit verguldtem Schnitt, in schwartz Marguin gebunden.","N",1,22576,1732-01-01,1,5,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/387,5229,1969,303/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t5","Eine gantz neue Tannerne Bethstatt zu einem Lit à Tombeau.","N",1,22576,1732-01-01,1,6,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/387,5532,1969,189/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t6","Zwey Nußbäumerne Gueridons.","N",1,22576,1732-01-01,1,7,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/387,5721,1969,109/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t7","Zwey Tannerne Bethladen.","N",1,22576,1732-01-01,1,8,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/387,5830,1969,103/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t8","Ein Nußbäumener Tisch mit eingelegtem Blatt.","N",1,22576,1732-01-01,1,9,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/387,5933,1969,103/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t9","Ein Tannernes Schragen-Tischlein mit Nußbäumernem Blatt.","N",1,22576,1732-01-01,1,10,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/387,6036,1969,201/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t10","Ein Zwirn-Rädlein zu Poincts - dEspagne.","N",1,22576,1732-01-01,1,11,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/387,6237,1969,103/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t11","Eine underschlagene Muelren sambt dem Stuhl.","N",1,22576,1732-01-01,1,12,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/387,6340,1969,109/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t12","Underschiedliche grosse und kleine Tannerne und Nußbäumene Stühlin und Schämelin.","N",1,22576,1732-01-01,1,13,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/387,6449,1969,194/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t13","Ein Stuhl zum Brodieren.","N",1,22576,1732-01-01,1,14,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/387,6643,1969,116/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t14","Eine Schnür- oder Krönlin-Laden.","N",1,22576,1732-01-01,1,15,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/387,6759,1969,97/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t15","Ein Vogel-Kefich von Eisernem Drath.","N",1,22576,1732-01-01,1,16,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/387,6856,1969,103/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t16","Im Adresse-Contor ist zu haben: Das vom orpore Evangelicorum an Ihro Römis. Käyserl. Najestät abgelassene Vorstellungs-Schreiben, die kvangelischen Saltzburger betreffende; auß zweyn Bogen bestehende, das Exemplar umb 1. Batzen. Item ist allda zu haben : Guter Muscateller oder rontignac, die Boureille umb 9. Batzen.","N",1,22576,1732-01-01,1,17,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/387,6959,1969,705/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t17","Eine wohl-gemachte Pudermühl umb billichen Preiß, und findet man Bescheyd bey Herrn Hauß dn Sirtuderey den Signehm iu ber Pitnherin Stadt.","N",1,22576,1732-01-01,1,18,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/387,7664,1969,248/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/22577_0000/2394,3360,2013,206/full/0/default.jpg",,,,,,,,,"saleoffer"
"temp-1732-001-019","18. Ein noch gantz neues nur ein paar mahl getragenes schwartzes Mannen-kleyd von schönem Holländischem Tuch , in gantz raisonnablem Preiß.","N",1,22576,1732-01-01,1,19,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/2394,3566,2007,292/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t20","19. Ein, mit Drath geflochtener eiwas alter Kasten mit zwo Thüren, zu einem Speißkasten dienlich.","N",1,22576,1732-01-01,1,20,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/2394,3858,2007,200/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t21","20. Ein runder Nußbäumener Tisch.","N",1,22576,1732-01-01,1,21,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/2394,4058,2007,103/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t22","21. Eine Zwirnmühl von 40. Spindlen zu wollenem Strumpff-garn.","N",1,22576,1732-01-01,1,22,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/2394,4161,2007,195/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t23","22. Ein Wäbstuhl, darauff zwey Ellen-breiter Wollener Zeüg gewoben werden kan.","N",1,22576,1732-01-01,1,23,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/2394,4356,2007,218/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t24","23. Ein Zwey-nädliger Eiserner Strumpff-Wäbstuhl, in billichem Preiß. oder Monathlich à 12. Batzen zu verleyhen.","N",1,22576,1732-01-01,1,24,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/2394,4574,2007,298/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t25","24. Ein grosser Spiegel mit einer Künstreichen Rahme von Maser und verguldtem Mößing.","N",1,22576,1732-01-01,1,25,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/2394,4872,2007,200/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t26","25. Ein Paar Feüerhünd mit Mößing garnirt.","N",1,22576,1732-01-01,1,26,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/2394,5072,2007,103/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t27","26. Ein kupfferner Bauchkessel so drey und ein halben Züber haltet.","N",1,22576,1732-01-01,1,27,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/2394,5175,2007,200/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t28","27. Bey Frau Ehneterin auff der Eisengaß kan man haben: Exrra gut The-Bey, à 2. fl. das Pfund.","N",1,22576,1732-01-01,1,28,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/2394,5375,2007,207/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t29","28. Zwey Mößingene Einsatz-Gewicht, jedes von acht Pfunden.","N",1,22576,1732-01-01,1,29,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/2394,5582,2007,194/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t30","29. Ohngefehr 10. Saum extra guter weisser Elsasser-Wein von Anno 1728. in billichem Preiß.","N",1,22576,1732-01-01,1,30,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/2394,5776,2007,206/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t31","30. Eine in der Eschemer-Vorstatt nächst bey dem Thor ligende Gelegenheit, bestehende in zwey sonderbahren Häuseren, zweyen Kelleren, Reben, Baumtrotten und übrigem Platzs entweder gantz oder aber das halbe; und findet man Bescheyd bey dem Besitzern des Hauses. oder bey seinem Sohn im Alten Ziegelhoff in der Mindern Stadt.","N",1,22576,1732-01-01,1,31,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/2394,5982,2007,705/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t32","31. Zwey von dem Krummholtz gantz verfertigt- und wohlgemachte Haußschlitten, in gantz raisonnablem Preiß.","N",1,22576,1732-01-01,1,32,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/2394,6687,2007,314/full/0/default.jpg","",,,,,,,,,"saleoffer"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t33","Hingegen wird zu kauffen begehrt:","N",1,22576,1732-01-01,1,33,,TRUE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/2394,7001,2007,140/full/0/default.jpg","",,,,,,,,,"saledemand"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t34","1. Ein etwas alter, doch noch brauchbarer Redin- Corte für einen Knecht.","N",1,22576,1732-01-01,1,34,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/2394,7141,2007,225/full/0/default.jpg","",,,,,,,,,"saledemand"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t35","2. Eine Spannische Wand von 4. à 5. Tafelen.","N",1,22576,1732-01-01,1,35,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/2394,7366,2007,109/full/0/default.jpg","",,,,,,,,,"saledemand"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t36","3. Ein Zinnerner Brennhafen.","N",1,22576,1732-01-01,1,36,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/2394,7475,2007,97/full/0/default.jpg","",,,,,,,,,"saledemand"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t37","4. Ein stürtzernes Guttern-Küstlein.","N",1,22576,1732-01-01,1,37,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/2394,7572,2007,97/full/0/default.jpg","",,,,,,,,,"saledemand"
"cff2a829-d74a-5304-9223-1cf0b3f7a73f/t38","5. Ravanelli Bibliotheca cum Continuatione,","N",1,22576,1732-01-01,1,38,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22577_0000/2394,7669,2007,109/full/0/default.jpg","",,,,,,,,,"saledemand"
"c6f4b62d-53d8-5728-8222-029a8ad99098/t0","Es wird zum Außleyhen offerirt:","N",1,22576,1732-01-01,2,1,,TRUE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22578_0000/618,249,2012,128/full/0/default.jpg","",,,,,,,,,"lendoffer"
"c6f4b62d-53d8-5728-8222-029a8ad99098/t1","1. Ein Losament auff der Eysengaß bey Herrn Scholer dem Zinngiesser.","N",1,22576,1732-01-01,2,2,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22578_0000/618,377,2012,196/full/0/default.jpg","",,,,,,,,,"lendoffer"
"c6f4b62d-53d8-5728-8222-029a8ad99098/t2","2. Eine Gelegenheit von einer Stube, Kammer und Keller an der Gerbergaß.","N",1,22576,1732-01-01,2,3,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22578_0000/618,573,2012,211/full/0/default.jpg","",,,,,,,,,"lendoffer"
"c6f4b62d-53d8-5728-8222-029a8ad99098/t3","3. Eine brave Bewohnung in Herrn Hauß Ludwig Iselins Hauß in der Eschemer-Vorstatt neben dem Willhelm Thell; kan gleich bezogen werden.","N",1,22576,1732-01-01,2,4,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22578_0000/603,784,2027,287/full/0/default.jpg","",,,,,,,,,"lendoffer"
"c6f4b62d-53d8-5728-8222-029a8ad99098/t4","4. Eine dito von einer Stube allein oder von Stube, Kammer und Kuchin, bey dem Eschemer- Schwingbogen.","N",1,22576,1732-01-01,2,5,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22578_0000/603,1071,2027,304/full/0/default.jpg","",,,,,,,,,"lendoffer"
"c6f4b62d-53d8-5728-8222-029a8ad99098/t5","5. Einer der besten Weiber-sitzen gegen der Cantzel über in St. Peters-Kirch, gegen einem Revers.","N",1,22576,1732-01-01,2,6,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22578_0000/603,1375,2027,200/full/0/default.jpg","",,,,,,,,,"lendoffer"
"c6f4b62d-53d8-5728-8222-029a8ad99098/t6","6. Eine gantze Behausung mit Laden, Laden-stüblin und übrig guter Gelegenheit, sambt einem Höfflin, zwüischen Herrn Andreas Karger und Herrn Johannes Müllers des Knopffmachers seel. Wittib am Spahlenberg.","N",1,22576,1732-01-01,2,7,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22578_0000/603,1575,2027,498/full/0/default.jpg","",,,,,,,,,"lendoffer"
"c6f4b62d-53d8-5728-8222-029a8ad99098/t7","Verlohren- und gefundene Sachen:","N",1,22576,1732-01-01,2,8,,TRUE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22578_0000/603,2073,2028,109/full/0/default.jpg","",,,,,,,,,"lostandfoundheader"
"c6f4b62d-53d8-5728-8222-029a8ad99098/t8","1. Vergangenen Mittwoch ist von dem Bäumlein, die Freyestraas hinunder biß auff den Fischmarckt, Ein Teutscher Kasten-Schlüssel zu einem doppelten Schloß verlohren gegangen, vor dessen Einlüfferung man dem Finder vier und ein halben Batzen geben wird.","N",1,22576,1732-01-01,2,9,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22578_0000/603,2182,2029,419/full/0/default.jpg","",,,,,,,,,"lostandfoundheader"
"c6f4b62d-53d8-5728-8222-029a8ad99098/t9","2. Verwichene Heil. Weyhnacht vor der Morgen- Prediat ist an der Streitgaß ein schwartzes halb-Leinernes Jündtlein gefunden worden; Wo selbiges umbsonst zu haben, kan in dem Adresse-Contor vernommen werden.","N",1,22576,1732-01-01,2,10,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22578_0000/603,2601,2030,322/full/0/default.jpg","",,,,,,,,,"lostandfoundheader"
"c6f4b62d-53d8-5728-8222-029a8ad99098/t10","3. Vergangenen Mittwoch ist zu Ober-Hagenthal verlohren gegangen: Eine Brasselette von seinen Perlen zehenfacht, samdt einem gutdenen Schlößlein; Solte selbiges denen allhiesigen Herren Jubiliereren oder Goldschmieden zu Handen kommen, so belieben sie es bey Herrn Hanß Heinrich Haag im Eptinger-Hof zu St. Martin anzuzeigen, welcher dargegen mit einer anständigen Recompentz an die Hand gehen wird.","N",1,22576,1732-01-01,2,11,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22578_0000/603,2923,2032,558/full/0/default.jpg","",,,,,,,,,"lostandfoundheader"
"c6f4b62d-53d8-5728-8222-029a8ad99098/t11","4. Die in letsterm Ordinari gemeldte Uhren-Kette und Silber-vergüldte Schlößlein ab einem Psalmbuch, ist man von deren generos- und redlichen Finderen annoch erwartenb, ge. gen denen man sich hinwiederumb generos und danckbar einstellen wird.","N",1,22576,1732-01-01,2,12,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22578_0000/603,3481,2033,405/full/0/default.jpg","",,,,,,,,,"lostandfoundheader"
"c6f4b62d-53d8-5728-8222-029a8ad99098/t12","Allerhand Nachrichten:","N",1,22576,1732-01-01,2,13,,TRUE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22578_0000/618,4929,2012,106/full/0/default.jpg","",,,,,,,,,"othernews"
"c6f4b62d-53d8-5728-8222-029a8ad99098/t13","1. Nachdeme Seine Hochfürstliche Durchleücht der Reglerende Hen Margraff zu Baden,Durlach, die in Dero Oberen Landen, als in der Margraff chafft Hochberg und Lundgraffschafft Sausenberg, Herischafft Röteln und Badenweiler, auff den 23. Octobeis 1732. außgehende Saltz-Admodiation, anderwerts Gnädlgst zu veradmodieren intentioniret; Alß wird ein solches dem Publico zu dem Ende zu wüssen gemacht, daß, wo ein oder der andere zu diesen Werck sich befindende Lbhabere erfnden solten, sie auff den 10. Februarii dieses Jahres, sich entweder Schriftlich oder Persöhnlich bey der Fürstl. Cantzley Carlruhe zu melden, so fort weitern Bescheyds allda zu gewärtigen hätten; Wobey aber auch das wüssend gemacht wird , daß derjenige, welcher zu sothaner Admodiation Lust bezeügete, Loco Cautionis, sich zu einem zimblichen Gelt- Vorschuß zu resolvieren, welcher an dem stipulierenden Legati à 5. pro Cento Interesse nach und nach wieder abgezogen werden solte.","N",1,22576,1732-01-01,2,14,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22578_0000/618,5035,2012,1323/full/0/default.jpg","",,,,,,,,,"othernews"
"c6f4b62d-53d8-5728-8222-029a8ad99098/t14","2. Bey allhiesigem Lohn-ambt ist eine Parthey dißjähriges Embd zu verkauffen; wer davon zu kauffen Willens ist, ken sich nächst-könfftigen Freytag Vormittag umd Reün Uhren auff dem Rahthauß einfinden, und so jemand das Embd zu sehen beyehrte, sich unterdessen bey Herrnn Bauschreiber Iselin anmelden, welcher die Gelegenheit darzu verschaffen wird.","N",1,22576,1732-01-01,2,15,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22578_0000/618,6358,2012,480/full/0/default.jpg","",,,,,,,,,"othernews"
"c6f4b62d-53d8-5728-8222-029a8ad99098/t15","3. Dasjenige Subjectum, so sich vor 14. Tagen als Handels-Bedienter offerieret, und dereits bey 16. Jahren in sehr considerablen Conditionen mit Rühm gestanden, ist nur 30. Jahr alt, Evangelischer Religion und Teutscher Nation, hat vornehmlich sehr gute Connoissange in der Handlung nacher Levante, versteht die Italjänische Sprach gleich der Teutschen, und die Frantzösische auch zimblich wohl/ ꝛc. ꝛc. Konte einem hiesigen Hauß verschiedener Ursachen halben gute Dienste leisten.","N",1,22576,1732-01-01,2,16,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22578_0000/618,6838,2012,710/full/0/default.jpg","",,,,,,,,,"othernews"
"c6f4b62d-53d8-5728-8222-029a8ad99098/t16","4. Es scheinet ob hätte das vor acht Tagen beschehene Ansuchen, der in verwichenem Sommer sich erzeigten vielen Ungewitteren halben, welche ein gewüsser Freünd in der Eydanoßschafft, zur Bewunderung der erstaunlichen Wercken GOttes , durch den Druck in einem artigen Trackat bekändt zu machen gedencket, hiesiger Enden schlechten Eingang gefunden, weilen biß dato keine Berichte und Umbstände hierüber eingeloffen, solte aber noch eint- und anderer Freünd sich finden, welcher durch seine Avisen dieses Wercklein wolte befürdern helffen, so geliebe man selbige nur in das allhiesige Addresse - Contor. zu senden, da sie bem Ruthoren desselben richtig überlüffert werden sollen.","N",1,22576,1732-01-01,2,17,,FALSE,FALSE,,,,"https://iiif.avisblatt.freizo.org/image/22578_0000/618,7548,2012,253/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/22578_0000/2652,204,2049,794/full/0/default.jpg",,,,,,,,,"othernews"
