id,rev,issue,book,date,pageno,readingorder,inscribed,isheader,noadvert,adcontent,adtype,finance,keyword,lang,rnotes,text,expert_text,fragment1,fragment2,fragment3,fragment4,fragment5,fragment6,fragment7,fragment8,fragment9,fragment10,header_tag
edd30d5b-e35c-5b42-8f9a-408eabb2378e/t0,N,1,10001,1746-01-06,3,1,1,FALSE,FALSE,,,,,de,,"WEnn alles nun von Glück- und Seegens-Wunsch erschallet, Bey diesem Deuen Jahr: Sollt nur ich schweigen still? Nein Wehrte Patter-Stadtl und sollts nur seyn gelallet; Ich wünsche, daß der Höchst, aus seiner reichen Füll, Dir alles das beschehr, was dich und die so drinnen, An Leib und Seel vergnugt und glücklich machen mag: Daß Er das Deinige dir lasse nicht zerrinnen: Ja Dich und deine Bind auf Seinen Händen trag!",,"https://iiif.avisblatt.freizo.org/image/10004_0000/214,2812,2918,926/full/0/default.jpg","","","","","","","","","",
edd30d5b-e35c-5b42-8f9a-408eabb2378e/t1,N,1,10001,1746-01-06,3,2,1,TRUE,FALSE,,,,,de,,Es wird zum Verkauff angetragen:,,"https://iiif.avisblatt.freizo.org/image/10004_0000/247,3779,1656,147/full/0/default.jpg","","","","","","","","","",saleoffer
edd30d5b-e35c-5b42-8f9a-408eabb2378e/t2,N,1,10001,1746-01-06,3,3,1,FALSE,FALSE,,,,,de,,"1. Ein guldener Ring mit Diamanten, und ein dito Creutz oder Coulant auch mit Diamanten besetzt.",,"https://iiif.avisblatt.freizo.org/image/10004_0000/236,3926,1667,251/full/0/default.jpg","","","","","","","","","",saleoffer
edd30d5b-e35c-5b42-8f9a-408eabb2378e/t3,N,1,10001,1746-01-06,3,4,1,FALSE,FALSE,,,,,de,,2. Ein Englisch zinnerner Färb-Kessel und ein kupferner dito; Item:,,"https://iiif.avisblatt.freizo.org/image/10004_0000/226,4177,1677,262/full/0/default.jpg","","","","","","","","","",saleoffer
edd30d5b-e35c-5b42-8f9a-408eabb2378e/t4,N,1,10001,1746-01-06,3,5,1,FALSE,FALSE,,,,,de,,"3. Eine Parthey Heü, um welche sich anzumelden, bey Herrn Jacob Biermann nächst dem Mannen-Baad.",,"https://iiif.avisblatt.freizo.org/image/10004_0000/1924,3800,1651,236/full/0/default.jpg","","","","","","","","","",saleoffer
edd30d5b-e35c-5b42-8f9a-408eabb2378e/t5,N,1,10001,1746-01-06,3,6,1,FALSE,FALSE,,,,,de,,"2. Eine Parthey extra schönes, grobes, langes Buchen Holtz, so etwann eine Stunde von hier ligt, um billichen Preiß.",,"https://iiif.avisblatt.freizo.org/image/10004_0000/1924,4036,1651,246/full/0/default.jpg","","","","","","","","","",saleoffer
edd30d5b-e35c-5b42-8f9a-408eabb2378e/t6,N,1,10001,1746-01-06,3,7,1,FALSE,FALSE,,,,,de,,"5. Eine vortreflich wohlgelegene Behausung, zu allen Gewerben und Profeßionen dienlich, auf sehr annehmliche Conditionen zu verkauffen oder zu verleyhen.",,"https://iiif.avisblatt.freizo.org/image/10004_0000/1924,4282,1651,215/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/10005_0000/351,392,1614,213/full/0/default.jpg","","","","","","","","",saleoffer
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t1,N,1,10001,1746-01-06,4,1,2,FALSE,FALSE,,,,,de,,"6. Drey Wägen voll gute Maursteine, um billichen Preiß.",,"https://iiif.avisblatt.freizo.org/image/10005_0000/331,605,1634,183/full/0/default.jpg","","","","","","","","","",saleoffer
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t2,N,1,10001,1746-01-06,4,2,2,FALSE,FALSE,,,,,de,,7. Weisser Wein von denen Jahrgängen 1742 1743. und 1744.,,"https://iiif.avisblatt.freizo.org/image/10005_0000/331,788,1634,135/full/0/default.jpg","","","","","","","","","",saleoffer
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t3,N,1,10001,1746-01-06,4,3,2,FALSE,FALSE,,,,,de,,"8. Bey Herrn Martin von Speyer an der Weis sengasse sind folgende Bücher zu verkauffen: Eine Quart-Bibel, Baßler-Edition in Leder gebunden mit Schlossen; Etliche Octav-Biblen auch Baßler-Edition in Leder gebunden, samt Futer ; Ein Neues Testament Baßler-Edition, auf Schreib-Pappier mit Figuren in Leder mit Schlossen; Ein Paradys-Gärtlin mit Kupferen in Leder mit Schlossen; Eine Creutz Schule in Leder mit Schlossen; Ein Schatz- Kästlin in Leder samt Futer: Nebst andern Bücheren mehr, laut Catal. so auch auszuleyhen wären.",,"https://iiif.avisblatt.freizo.org/image/10005_0000/331,929,1634,996/full/0/default.jpg","","","","","","","","","",saleoffer
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t4,N,1,10001,1746-01-06,4,4,2,FALSE,FALSE,,,,,de,,"9. Ein schöner nußbäumerner Kasten, so auf E. E. Zunfft zu Spinnwetteren stehet, und allda zu sehen ist.",,"https://iiif.avisblatt.freizo.org/image/10005_0000/346,1925,1619,218/full/0/default.jpg","","","","","","","","","",saleoffer
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t5,N,1,10001,1746-01-06,4,5,2,FALSE,FALSE,,,,,de,,"10. Ein Weibersitzz samt einem Anhencker vor dem Tauffe-Stuhl, in der Münsterkirch, um billichen Preiß.",,"https://iiif.avisblatt.freizo.org/image/10005_0000/351,2143,1614,229/full/0/default.jpg","","","","","","","","","",saleoffer
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t6,N,1,10001,1746-01-06,4,6,2,FALSE,FALSE,,,,,de,,"11. Zwey extra schöne Tapisseries, in billichem Preiß; der Verkauffer, so sie in Commission hat, ist im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/10005_0000/351,2372,1614,234/full/0/default.jpg","","","","","","","","","",saleoffer
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t7,N,1,10001,1746-01-06,4,7,2,FALSE,FALSE,,,,,de,,"12. Bey Jungfer Schmidt in der neüen Vorstadt, findet man aller Gattung köstliche Liqueurs, und eine Hypoeras-Essenz, womit man zu allen Zeiten sogleich des besten süssen Weins, mit 40. Tropfen eine Maas anmachen kan, das halbe Loth 2. Batzen, und der halbe Schoppen Liqueurs 6. Batzen.",,"https://iiif.avisblatt.freizo.org/image/10005_0000/346,2606,1619,528/full/0/default.jpg","","","","","","","","","",saleoffer
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t8,N,1,10001,1746-01-06,4,8,2,FALSE,FALSE,,,,,de,,"13. Zwey graue Canari-Vogelin, ein Männlein und ein Weiblein, gut zum Paaren.",,"https://iiif.avisblatt.freizo.org/image/10005_0000/346,3134,1619,147/full/0/default.jpg","","","","","","","","","",saleoffer
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t9,N,1,10001,1746-01-06,4,9,2,FALSE,FALSE,,,,,de,,14. Eine extra schöne Spinnethe mit einer kurtzen Octav.,,"https://iiif.avisblatt.freizo.org/image/10005_0000/346,3281,1619,156/full/0/default.jpg","","","","","","","","","",saleoffer
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t10,N,1,10001,1746-01-06,4,10,2,FALSE,FALSE,,,,,de,,"15. Ein Hauffen verwährter c. v. Bau, so beym Schiff ligt.",,"https://iiif.avisblatt.freizo.org/image/10005_0000/346,3437,1619,150/full/0/default.jpg","","","","","","","","","",saleoffer
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t11,N,1,10001,1746-01-06,4,11,2,FALSE,FALSE,,,,,de,,16. Guter alter röhter Wein.,,"https://iiif.avisblatt.freizo.org/image/10005_0000/346,3587,1619,86/full/0/default.jpg","","","","","","","","","",saleoffer
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t12,N,1,10001,1746-01-06,4,12,2,FALSE,FALSE,,,,,de,,"17. Gute neüe Gersten, wäre sonderlich zum Bierbrauen dienlich.",,"https://iiif.avisblatt.freizo.org/image/10005_0000/346,3673,1619,146/full/0/default.jpg","","","","","","","","","",saleoffer
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t13,N,1,10001,1746-01-06,4,13,2,FALSE,FALSE,,,,,de,,"18. Etliche Wägen guter c. v. Bau, so in der Mindern Stadt zum Paradis ligt.",,"https://iiif.avisblatt.freizo.org/image/10005_0000/346,3819,1619,145/full/0/default.jpg","","","","","","","","","",saleoffer
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t14,N,1,10001,1746-01-06,4,14,2,FALSE,FALSE,,,,,de,,"19. Ein Stock Heu, so bey gutem Wetter eingesammlet worden, Item:",,"https://iiif.avisblatt.freizo.org/image/10005_0000/346,3964,1619,152/full/0/default.jpg","","","","","","","","","",saleoffer
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t15,N,1,10001,1746-01-06,4,15,2,FALSE,FALSE,,,,,de,,"20. Sechszehen bis 18. Saum guter alter rohter Wein, beyde im Clingenthal ligenbe.",,"https://iiif.avisblatt.freizo.org/image/10005_0000/346,4116,1619,143/full/0/default.jpg","","","","","","","","","",saleoffer
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t16,N,1,10001,1746-01-06,4,16,2,FALSE,FALSE,,,,,de,,"21. Ein guter Weibersitzz hinter der Cantzel im Münster, in sehr leidenlichem Preiß.",,"https://iiif.avisblatt.freizo.org/image/10005_0000/352,4259,1619,203/full/0/default.jpg","","","","","","","","","",saleoffer
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t17,N,1,10001,1746-01-06,4,17,2,TRUE,FALSE,,,,,de,,Hingegen wird zu kauffen begehrt:,,"https://iiif.avisblatt.freizo.org/image/10005_0000/1971,402,1640,147/full/0/default.jpg","","","","","","","","","",saledemand
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t18,N,1,10001,1746-01-06,4,18,2,FALSE,FALSE,,,,,de,,1. Ein completes Schreiner Werckzeug.,,"https://iiif.avisblatt.freizo.org/image/10005_0000/1962,549,1645,103/full/0/default.jpg","","","","","","","","","",saledemand
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t19,N,1,10001,1746-01-06,4,19,2,FALSE,FALSE,,,,,de,,2. Ein paar Stüfelin für einen 13. jährigen Knaben.,,"https://iiif.avisblatt.freizo.org/image/10005_0000/1964,652,1647,146/full/0/default.jpg","","","","","","","","","",saledemand
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t20,N,1,10001,1746-01-06,4,20,2,FALSE,FALSE,,,,,de,,3. Dictionaire de Duca Italiänisch und Frantzösisch.,,"https://iiif.avisblatt.freizo.org/image/10005_0000/1968,798,1643,152/full/0/default.jpg","","","","","","","","","",saledemand
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t21,N,1,10001,1746-01-06,4,21,2,FALSE,FALSE,,,,,de,,"4. Eine schöne Spinnethe oder Clavier, mit einer langen Octav.",,"https://iiif.avisblatt.freizo.org/image/10005_0000/1968,950,1643,152/full/0/default.jpg","","","","","","","","","",saledemand
15c7d1f9-38ca-5d25-86af-21fa53e9ea6d/t22,N,1,10001,1746-01-06,4,22,2,FALSE,FALSE,,,,,de,,5. Ein kurtzer und ein langer Leidmantel von Creppon.,,"https://iiif.avisblatt.freizo.org/image/10005_0000/1968,1102,1643,185/full/0/default.jpg","","","","","","","","","",saledemand
