id,rev,issue,book,date,pageno,readingorder,inscribed,isheader,noadvert,adcontent,adtype,finance,keyword,lang,rnotes,text,expert_text,fragment1,fragment2,fragment3,fragment4,fragment5,fragment6,fragment7,fragment8,fragment9,fragment10,header_tag
ad3db3fa-6719-526b-814b-613543969f2e/t0,N,1,36019,1789-01-01,5,1,1,TRUE,FALSE,,,,,de,,Es wird zum Verkauf angetragen:,,"https://iiif.avisblatt.freizo.org/image/36024_0000/135,1654,1504,178/full/0/default.jpg","","","","","","","","","",saleoffer
ad3db3fa-6719-526b-814b-613543969f2e/t1,N,1,36019,1789-01-01,5,2,1,FALSE,FALSE,,,,,de,,"1. Bey Frau Stockmeyer, gegen dem Storchen über, sind nun auch verschiedene Gattungen weisse und gedruckte Baumwollentücher, auch schöne Haubenspitzen in billigem Preis zu haben.",,"https://iiif.avisblatt.freizo.org/image/36024_0000/130,1832,1509,422/full/0/default.jpg","","","","","","","","","",saleoffer
ad3db3fa-6719-526b-814b-613543969f2e/t2,N,1,36019,1789-01-01,5,3,1,FALSE,FALSE,,,,,de,,"8. Bey Hrn. Buchbinder Scholer auf der Rheinbruck, und Hrn. Buchbinder Stupanus, nächst dem Fischmarkt, sind zu haben: Neusahrs-Geschenk für Kinder, gebunden à 4 kr.",,"https://iiif.avisblatt.freizo.org/image/36024_0000/120,2254,1519,402/full/0/default.jpg","","","","","","","","","",saleoffer
ad3db3fa-6719-526b-814b-613543969f2e/t3,N,1,36019,1789-01-01,5,4,1,FALSE,FALSE,,,,,de,,"3. Bey Mstr. Jak. Hindenlang, dem Weißbeck zu St. Joh. sind gute Spanferkel zu haben.",,"https://iiif.avisblatt.freizo.org/image/36024_0000/120,2656,1519,165/full/0/default.jpg","","","","","","","","","",saleoffer
ad3db3fa-6719-526b-814b-613543969f2e/t4,N,1,36019,1789-01-01,5,5,1,FALSE,FALSE,,,,,de,,"4. Ein gutes und sicheres Mittel wider die Winterfrist, das Gläslein à 14 kr. in Commißton; bey Mstr. Heinrich Bien; an der Schneidergaß zu haben.",,"https://iiif.avisblatt.freizo.org/image/36024_0000/120,2821,1519,302/full/0/default.jpg","","","","","","","","","",saleoffer
ad3db3fa-6719-526b-814b-613543969f2e/t5,N,1,36019,1789-01-01,5,6,1,FALSE,FALSE,,,,,de,,"5. Ein Stöcklein Heu und Emd, bey gutem Wetter gesammelt, zwischen dem Aeschenund Steinenthor gelegen; und eine leichte Chaise für 1- à 2 Pferd.",,"https://iiif.avisblatt.freizo.org/image/36024_0000/130,3123,1509,313/full/0/default.jpg","","","","","","","","","",saleoffer
ad3db3fa-6719-526b-814b-613543969f2e/t6,N,1,36019,1789-01-01,5,7,1,FALSE,FALSE,,,,,de,,"6. Ein zweyschläfriges und ein einschläfriges Bett, beyde so viel als neu; eine frisch umgearbeitete einschläfrige Madraze; hundert Ellen weiß Haustuch, 1; Ellen breit; eine gute Zwirnmühle, mit 50. Läufen, samt 2000 Spuhlen.",,"https://iiif.avisblatt.freizo.org/image/36024_0000/120,3436,1519,481/full/0/default.jpg","","","","","","","","","",saleoffer
ad3db3fa-6719-526b-814b-613543969f2e/t7,N,1,36019,1789-01-01,5,8,1,FALSE,FALSE,,,,,de,,"7. Ein noch neuer Pelzrock, mit äschfarbem Ueberzug, und ganz mit gutem Veech gefütert; für eine nicht gar grosse Persohn.",,"https://iiif.avisblatt.freizo.org/image/36024_0000/110,3917,1529,244/full/0/default.jpg","","","","","","","","","",saleoffer
ad3db3fa-6719-526b-814b-613543969f2e/t8,N,1,36019,1789-01-01,5,9,1,FALSE,FALSE,,,,,de,,"8. Bey Hrn. Scholer auf der Rheinbruck, ist in Commißion zu haben : Ein unfehlbares Mittel gegen die Winterfrist, auch gegen erfrorne und aufgekläckte Glieder; ja gegen alle Uebel, die von der Frist herkommen; sollten die Glieder auch braun, blau ꝛc. seyn. Die Portion kostet 4l bz. hierbey aber versichert man, daß in zween-höchstens 3 Tagen, das Uebel gänzlich soll gehoben seyn.",,"https://iiif.avisblatt.freizo.org/image/36024_0000/115,4161,1524,273/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/36024_0000/1674,1649,1524,600/full/0/default.jpg","","","","","","","","",saleoffer
ad3db3fa-6719-526b-814b-613543969f2e/t10,N,1,36019,1789-01-01,5,10,1,FALSE,FALSE,,,,,de,,"9. Allerhand Sorten Nenjahrswünsche mit den niedlichsten gemalten Einfassungen, und auserlesenen Poesien, in verschiedenen Preisen. Taschencalender, der neuesten französisch und englischen Moden, auf das Jahr 1789. mit 22 fein illuminirten Modekupfern. Frauenzimmercalender auf das Jahr 1789. mit 12 Modekupfern. Helvetischercalender für das Jahr 1789. mit 6 Schweitzerprospecten gezieret; wie auch die bekannten compendieusen Sack- und Futeralcalenderlein, mit illuminiert und ohn illuminierten Küpferchen, sind bey Hrn. Bolli Buchbinder zu haben.",,"https://iiif.avisblatt.freizo.org/image/36024_0000/1669,2249,1529,1122/full/0/default.jpg","","","","","","","","","",saleoffer
