id,rev,issue,book,date,pageno,readingorder,inscribed,isheader,noadvert,adcontent,adtype,finance,keyword,lang,rnotes,text,expert_text,fragment1,fragment2,fragment3,fragment4,fragment5,fragment6,fragment7,fragment8,fragment9,fragment10,header_tag
59bd5668-31e9-567b-8c04-a886ec070a62/t0,N,1,23559,1741-01-03,1,1,unpaginiert,FALSE,FALSE,,,,,de,,"BIs hieher hat der HErr durch seine Gnad geholffen, Und seine Güte ists, daß wir nicht gar aus seyn; Also wird mancher jezt bey dieser Zeit ausruffen, wenn er betrachten wird, wie mit so mancher Peyn, Gefahren Angst und Noth, das letst-verstrichne Jahr, von Anfang biß zu Emd, vast gantz erfüllet war. Danck sey di Grosser GOTT! daß du noch hast verschonet, Und uns in deinem Grimm nicht gar gerieben auf, Die so viel andere, denen du hast gelohnet, was sie um dich verdient mit ihrer Sunden Hauff; Laß doch, otreuer GOtt! dein grosse Vatter-Treu, In diesem Neuen Jahr nun wieder werden Neu! Breit über Statt und Land auß deine Gnaden-Flügel! Zieh die Regenten an mit Weißheit auß der Höh! und druck auf Ihren Rath in Gnaden selbst das Sigel! Daß unter Ihrer Pfleg der Lehr- und Nehr- Stand blüh; Gib Glück zum Acker-Bau, und segne all Gewerb! vorauß eim Jeden gib, daß er einst selig sterb!",,"https://iiif.avisblatt.freizo.org/image/23560_0000/136,2852,2029,1296/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/23560_0000/2205,2830,1979,1279/full/0/default.jpg","","","","","","","","",
59bd5668-31e9-567b-8c04-a886ec070a62/t2,N,1,23559,1741-01-03,1,2,unpaginiert,TRUE,FALSE,,,,,de,,Es wird zum Verkauff angetragen:,,"https://iiif.avisblatt.freizo.org/image/23560_0000/136,4148,2029,154/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t3,N,1,23559,1741-01-03,1,3,unpaginiert,FALSE,FALSE,,,,,de,,"1. Eine Behausung nächst dem Kornmarckt, sehr dienlich zu einem Hand-Kauff.",,"https://iiif.avisblatt.freizo.org/image/23560_0000/136,4302,2029,147/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t4,N,1,23559,1741-01-03,1,4,unpaginiert,FALSE,FALSE,,,,,de,,"2. Bey Herrn Hugelschoffer an dem Rindermarckt, sind frisch angelangte Balchen zu haben.",,"https://iiif.avisblatt.freizo.org/image/23560_0000/136,4449,2031,159/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t5,N,1,23559,1741-01-03,1,5,unpaginiert,FALSE,FALSE,,,,,de,,3. Ein schwartzer Mantel von Cameelhärenen Camelot durchaus gefuttert und mit Tanet außstaffirt.,,"https://iiif.avisblatt.freizo.org/image/23560_0000/138,4608,2030,139/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t6,N,1,23559,1741-01-03,1,6,unpaginiert,FALSE,FALSE,,,,,de,,4. Ein Weibersitzz in dem Münster auf dem langen Banck unterhalb der Orgel gleich gegen der Cantzel hinüber à 40. Pf.,,"https://iiif.avisblatt.freizo.org/image/23560_0000/134,4751,2029,236/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t7,N,1,23559,1741-01-03,1,7,unpaginiert,FALSE,FALSE,,,,,de,,5. Ein dito an einem der besten Orthen in St. Leonhardts- Kirch.,,"https://iiif.avisblatt.freizo.org/image/23560_0000/134,4984,2029,146/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t8,N,1,23559,1741-01-03,1,8,unpaginiert,FALSE,FALSE,,,,,de,,"6. Das Embd ab 12. Tauen Matten, nebst einem Wagen mit Höw.",,"https://iiif.avisblatt.freizo.org/image/23560_0000/134,5130,2029,150/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t9,N,1,23559,1741-01-03,1,9,unpaginiert,FALSE,FALSE,,,,,de,,. Das grosse Marther-Buch Teutsch. 7,,"https://iiif.avisblatt.freizo.org/image/23560_0000/134,5280,2029,74/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t10,N,1,23559,1741-01-03,1,10,unpaginiert,FALSE,FALSE,,,,,de,,"8. Flavius Josephus, Frantzösisch, 5. Tomes.",,"https://iiif.avisblatt.freizo.org/image/23560_0000/134,5354,2029,79/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t11,N,1,23559,1741-01-03,1,11,unpaginiert,FALSE,FALSE,,,,,de,,"9. Etliche gantz neue saubere dauerhaffte faconirte Bonnetund Haar-Beutel-Perruquen, um billichen Preiß.",,"https://iiif.avisblatt.freizo.org/image/23560_0000/134,5433,2029,149/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t12,N,1,23559,1741-01-03,1,12,unpaginiert,FALSE,FALSE,,,,,de,,10. Ein Stock Höw und Embd ; und ist sich darum bey Herrn Lucas Just nächst dem Spahlen-Thurn anzumelden.,,"https://iiif.avisblatt.freizo.org/image/23560_0000/134,5582,2029,236/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t13,N,1,23559,1741-01-03,1,13,unpaginiert,FALSE,FALSE,,,,,de,,11. Ein Stücklein von ungefehr 10. Saum extra guter alter weisser Margräffer-Wein; in raisonablem Preiß.,,"https://iiif.avisblatt.freizo.org/image/23560_0000/116,5815,2029,141/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t14,N,1,23559,1741-01-03,1,14,unpaginiert,FALSE,FALSE,,,,,de,,"12. Zwey gute Reith-Pferdte, so auch zum Zug können gebraucht werden.",,"https://iiif.avisblatt.freizo.org/image/23560_0000/116,5956,2029,164/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t15,N,1,23559,1741-01-03,1,15,unpaginiert,FALSE,FALSE,,,,,de,,13. Ein Wollweber-Stuhl in raisonablem Preiß.,,"https://iiif.avisblatt.freizo.org/image/23560_0000/116,6120,2029,76/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t16,N,1,23559,1741-01-03,1,16,unpaginiert,FALSE,FALSE,,,,,de,,"14. Eine wohl-conditionirte Citharr, und eine Viole de Gambe.",,"https://iiif.avisblatt.freizo.org/image/23560_0000/116,6196,2029,148/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t17,N,1,23559,1741-01-03,1,17,unpaginiert,FALSE,FALSE,,,,,de,,"15. Sieben Saum weisser Auggemer-Wein von An. 1739. à 10. Pf. der Saum, und 10. Saum rother Wein, auch von An. 1739. à 8. Pf. um beyde lst sich bey Mr. Peter Grimm dem Kübler zu St. Alban anzumelden; man kan nach Belieben haben.",,"https://iiif.avisblatt.freizo.org/image/23560_0000/116,6344,2029,393/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t18,N,1,23559,1741-01-03,1,18,unpaginiert,FALSE,FALSE,,,,,de,,"16. Ein wohl-verwahrter Eiserner Geld-Stock, so anstatt einer Cassa dienen kan, um 10. fl.",,"https://iiif.avisblatt.freizo.org/image/23560_0000/136,6710,2020,170/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t19,N,1,23559,1741-01-03,1,19,unpaginiert,FALSE,FALSE,,,,,de,,"17. Die jüngsthin mit mehrerm gemeldte Geraudlische gelbe Pommade und andere für den Mund und die Zähne, Augen und Gesicht, Ohren und Gehör ꝛc. dienlich und bewährt erfundene Mittel sind in bekandtem Preiß annoch in dem Bericht-Hauß zu haben.",,"https://iiif.avisblatt.freizo.org/image/23560_0000/136,6876,2012,384/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t20,N,1,23559,1741-01-03,1,20,unpaginiert,FALSE,FALSE,,,,,de,,18. Eine perfect gute Qualität Muscateller Wein ist im Bericht-Hauß die Bouteille à 10. Btz. zu haben.,,"https://iiif.avisblatt.freizo.org/image/23560_0000/111,7260,2029,146/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t21,N,1,23559,1741-01-03,1,21,unpaginiert,FALSE,FALSE,,,,,de,,"19. Schöne Poppen oder Bilder mit wächsernen Gesichteren und Händen, und verschiedenen Kleydungen Männ- und Weiblichen Geschlechts, sind im Bericht-Hauß in gantz billichem Preiß zu haben.",,"https://iiif.avisblatt.freizo.org/image/23560_0000/111,7405,2029,286/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/23560_0000/2172,4126,1986,186/full/0/default.jpg","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t23,N,1,23559,1741-01-03,1,22,unpaginiert,FALSE,FALSE,,,,,de,,20. Bey Hrn. Reinhard Schnell an der Hutgaß ist guter alter Land-Honig zu haben.,,"https://iiif.avisblatt.freizo.org/image/23560_0000/2177,4311,1979,161/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t24,N,1,23559,1741-01-03,1,23,unpaginiert,FALSE,FALSE,,,,,de,,"21. Vier Stäb extra feines Holländisches Tuch von einer sehr schönen Farb, den Stab a fl. 6.",,"https://iiif.avisblatt.freizo.org/image/23560_0000/2177,4472,1979,148/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t25,N,1,23559,1741-01-03,1,24,unpaginiert,FALSE,FALSE,,,,,de,,"22. Bey Herrn Johann von der Mühl ist frisch-angelangter schwartzer und allerhand gefarbter Sammet, wie auch tygrirter Velpete-Sammet, in billichem Preiß zu haben.",,"https://iiif.avisblatt.freizo.org/image/23560_0000/2177,4620,1979,305/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t26,N,1,23559,1741-01-03,1,25,unpaginiert,FALSE,FALSE,,,,,de,,"23. Ein grosses nußbäumernes Himmel-Beth, mit eisernen Schrauben.",,"https://iiif.avisblatt.freizo.org/image/23560_0000/2172,4915,1979,161/full/0/default.jpg","","","","","","","","","",saleoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t27,N,1,23559,1741-01-03,1,26,unpaginiert,TRUE,FALSE,,,,,de,,Hingegen wird zu kauffen begehrt:,,"https://iiif.avisblatt.freizo.org/image/23560_0000/2172,5076,1979,91/full/0/default.jpg","","","","","","","","","",saledemand
59bd5668-31e9-567b-8c04-a886ec070a62/t28,N,1,23559,1741-01-03,1,27,unpaginiert,FALSE,FALSE,,,,,de,,1. Ein Stücklein fein weiß reisten Tuch.,,"https://iiif.avisblatt.freizo.org/image/23560_0000/2184,5171,1979,83/full/0/default.jpg","","","","","","","","","",saledemand
59bd5668-31e9-567b-8c04-a886ec070a62/t29,N,1,23559,1741-01-03,1,28,unpaginiert,FALSE,FALSE,,,,,de,,2. Ein tüchenes oder sauber Droguetenes Knaben-Kleyd.,,"https://iiif.avisblatt.freizo.org/image/23560_0000/2184,5254,1979,78/full/0/default.jpg","","","","","","","","","",saledemand
59bd5668-31e9-567b-8c04-a886ec070a62/t30,N,1,23559,1741-01-03,1,29,unpaginiert,FALSE,FALSE,,,,,de,,"3. Ein Wag-Kengel, woran man 4. Centner oder drüber hängen kan.",,"https://iiif.avisblatt.freizo.org/image/23560_0000/2184,5332,1979,153/full/0/default.jpg","","","","","","","","","",saledemand
59bd5668-31e9-567b-8c04-a886ec070a62/t31,N,1,23559,1741-01-03,1,30,unpaginiert,FALSE,FALSE,,,,,de,,4. Eine Parthey Angster oder Heller.,,"https://iiif.avisblatt.freizo.org/image/23560_0000/2184,5485,1979,76/full/0/default.jpg","","","","","","","","","",saledemand
59bd5668-31e9-567b-8c04-a886ec070a62/t32,N,1,23559,1741-01-03,1,31,unpaginiert,FALSE,FALSE,,,,,de,,5. Eine gute eyserne Geld-Cassa mittelmäßiger Grösse.,,"https://iiif.avisblatt.freizo.org/image/23560_0000/2184,5561,1979,72/full/0/default.jpg","","","","","","","","","",saledemand
59bd5668-31e9-567b-8c04-a886ec070a62/t33,N,1,23559,1741-01-03,1,32,unpaginiert,FALSE,FALSE,,,,,de,,"6. Etliche brauchbare Bögten, vier Schuhe hoch, und am Boden, vier und ein halben bis fünff Schuhe weit; leydet aber keinen Verzug.",,"https://iiif.avisblatt.freizo.org/image/23560_0000/2184,5633,1980,229/full/0/default.jpg","","","","","","","","","",saledemand
59bd5668-31e9-567b-8c04-a886ec070a62/t34,N,1,23559,1741-01-03,1,33,unpaginiert,TRUE,FALSE,,,,,de,,Es wird zum Außleyhen anerbotten:,,"https://iiif.avisblatt.freizo.org/image/23560_0000/2185,5862,1980,105/full/0/default.jpg","","","","","","","","","",lendoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t35,N,1,23559,1741-01-03,1,34,unpaginiert,FALSE,FALSE,,,,,de,,"1. Ein Mannensitz in St. Leonhardts Kirch, auf dem Graben-Lettner.",,"https://iiif.avisblatt.freizo.org/image/23560_0000/2179,5974,1979,142/full/0/default.jpg","","","","","","","","","",lendoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t36,N,1,23559,1741-01-03,1,35,unpaginiert,FALSE,FALSE,,,,,de,,"2. Ein Losenment zum Pflug am Spahlenberg, auf nächstkünfftige Faßnacht-Fronfasten zu beziehen.",,"https://iiif.avisblatt.freizo.org/image/23560_0000/2178,6116,1980,158/full/0/default.jpg","","","","","","","","","",lendoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t37,N,1,23559,1741-01-03,1,36,unpaginiert,FALSE,FALSE,,,,,de,,"3. Eine brave und schöne Gelegenheit ohnweit der Rheinbruck in Klein Basel, nemlich, Stube, Nebenkammer- Sommerhauß und Kuchin, alles auf einem Boden, auch noch mehrere Rammeren, je nach Proportion des Zinses.",,"https://iiif.avisblatt.freizo.org/image/23560_0000/2178,6268,1971,320/full/0/default.jpg","","","","","","","","","",lendoffer
59bd5668-31e9-567b-8c04-a886ec070a62/t38,N,1,23559,1741-01-03,1,37,unpaginiert,FALSE,FALSE,,,,,de,,"4. Ein Losament an der Frepenstraß ebenes Fusses, mit einer Stube, 1. oder 2. Kammeren, und sonst erforderliche Gelegenheit, auf Faßnacht-Fronfasten zu beziehen.",,"https://iiif.avisblatt.freizo.org/image/23560_0000/2177,6585,1975,221/full/0/default.jpg","","","","","","","","","",lendoffer
