id,rev,issue,book,date,pageno,readingorder,inscribed,isheader,noadvert,lang,rnotes,text,expert_text,fragment1,fragment2,fragment3,fragment4,fragment5,fragment6,fragment7,fragment8,fragment9,fragment10,header_tag
f2b669c0-6342-59c6-b030-bfc239ea65b6/t0,N,1,22342,1730-01-03,1,1,,FALSE,TRUE,,,"Jeweil diß Blätlein hat der Obern Schutz genossen, und seines Lesers Gunst, stellt es sich danckbar eyn und will nach Moglichkeit noch ferner unverdrossen, Mit allerhand Bericht dem Nächsten nußlich seyn. Drum wünschts dem MacilsJRa T, zu seinen Weisen Schlü Beym Anfang dieses Jahrs, des Himmels Jawort an, Dem alles Unheil wird in Eyle weichen müssen, und das der bleiche Reyd nicht Krafftloß machen kan. Dem Leser müß auch stäts der Wohlfahrt Sonne scheinen, Sein Thun sey so beglückt als ers verlangen mag und wird sich das Gedeyn mit memer Bitt veremen, So lebt er ohne Sorg, und weiß von keiner Plag.",,"https://iiif.avisblatt.freizo.org/image/22343_0000/221,2066,3695,1730/full/0/default.jpg","","","","","","","","","",
f2b669c0-6342-59c6-b030-bfc239ea65b6/t1,N,1,22342,1730-01-03,1,2,,FALSE,FALSE,,,"Anzahl der Verstorbenen, Getauften und Verehelichten in dem verwichenen 1729. Jahr zu Stadt und Land Basel/ Und zwar Erstlichen auß der Stadt: In der Pfari des ünsters seind verstorben 180. Persohnen. 44. und begraben in dem Münster 15. bey St. Martin -- 17. bey St. Alban bey St. Elßbethen auß der Gemeind 57. -—— auß dem Spithal 37. 10. bey den Barfusseren Summa 180. Persohnen. Bey St. Peter seind begraben worden 70. bey den Predigern 21. Summa 93. Persohnen. 2. bey St. Johann Bey St. Leonhardr 76. Bey St. Theodorn 62. ( Summa 6z. 1. Im Clingenthal - Frömbdes Summa aller Verstorbenen in beyden Städten von Einheimischen und Frömbden 412. Persohnen. Anzahl der Getaufften: 141. Kinder. In dem ünster seind getaufft worden KKnäblein 19.à 29. Kinder. Von der Gemeind St. Martin Mägdlein 10. KKnäblein 33.à 1. Von St. Alban ,Mägdlein 18. 5Knäblein 24.à 1. Von St. Elßbethen 7Mägdlein 27. yKnäblein 4.à 16. In dem Spithal Uneheliche IMägdlein 6. Tarunter befinden sich zwey Knäblein, darvon das Einte auff den Spittelmatten, das Anbere aber vor dem Riehemer-Thor gefunden worden. So dann ist auch unter diese Kinder zu zehlen , ein Knäblein, so vergangene Wochen in dem Kreutzgang der Münster-Kirchen gefunden, und erst am Neujahrs-Tag getaufft worden ist. Auß der Pfari zu Lretzweil seind 5Knäblein 15. à 26. Kinder. der getaufften Kindern MMägdlein 11. der Verstorbenen 12. Persohnen. der Verehelichten 9. Paar. Auß der Pfari zu Leufelsingen 5Knäblein 4.à 16. Kinder. der Getauften IMägdlein 12. der Verstorbenen - 17. Persohnen. der Verehelichten 4. Paar. Auß der Pfari zu Langenbruckh KKnäblein 9.à 20. Kinder. der Getaufften MMägdlein 11. der Verstorbenen 14. Persohnen. der Verrhelichten 4. Paar. Auß der Pfar: zu Buberndorff 5Knäblein 30. der Getaufften 60. Kinder. IMägdlein30./ der Verstorbenen 40. Persohnen. der Verehelichten 20. Paar. Zu Rleirn Düningen seind KKnäblein 7. 12. Kinder. der getaufften Kindern IMägdlein 5. der Verstorbenen und Begrabenen 25. Persohnen. der LopuUrten auß der Gemeind 3. Ehen. Zu St. Jacob seind KKnäblein 1. 2. Kinder. der getaufften Kindern MMägdlein 1. 7. Persohnen. der Verstorbenen Weilen die Lista von Aristorff und Kilchburg noch nicht eingelangt, so kan die Anzahl noch nicht zusammen summirt werden, solle aber (geliebts GOtt) mit künfftigem Ordinari nachgebracht werden, wie auch das übrige so dißmahlen der Platz ohnmöglich hat leyden wollen. JKnäblein . zusammen Rinder. Summa der Getaufften auff der Landschafft IMägdlein Persohnen. der Verstorbenen Ehen. der LopuUirten -",,"https://iiif.avisblatt.freizo.org/image/22343_0000/199,3849,4101,3860/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/22346_0000/541,413,4165,3781/full/0/default.jpg","","","","","","","","",
bcd33ef2-0ff0-5669-85c9-6f936e921eaa/t1,N,1,22342,1730-01-03,4,1,,TRUE,FALSE,,,Es werden zum Verkauff offerirt:,,"https://iiif.avisblatt.freizo.org/image/22346_0000/596,4230,2057,131/full/0/default.jpg","","","","","","","","","",saleoffer
bcd33ef2-0ff0-5669-85c9-6f936e921eaa/t2,N,1,22342,1730-01-03,4,2,,FALSE,FALSE,,,"1. Ein schöner Nußbäumener Kasten, in raisonnablem Preiß.",,"https://iiif.avisblatt.freizo.org/image/22346_0000/596,4361,2057,229/full/0/default.jpg","","","","","","","","","",saleoffer
bcd33ef2-0ff0-5669-85c9-6f936e921eaa/t3,N,1,22342,1730-01-03,4,3,,FALSE,FALSE,,,2. Ein Dutzend Nußbäumene Lehnen-stühl.,,"https://iiif.avisblatt.freizo.org/image/22346_0000/596,4590,2057,107/full/0/default.jpg","","","","","","","","","",saleoffer
bcd33ef2-0ff0-5669-85c9-6f936e921eaa/t4,N,1,22342,1730-01-03,4,4,,FALSE,FALSE,,,3. Allerhand gute rothe Weine von underschiedlichen Jahrgängen umb billichen Preiß. Beh Herren Lucas Preißwerck auff der Eysengäß.,,"https://iiif.avisblatt.freizo.org/image/22346_0000/596,4697,2057,306/full/0/default.jpg","","","","","","","","","",saleoffer
bcd33ef2-0ff0-5669-85c9-6f936e921eaa/t5,N,1,22342,1730-01-03,4,5,,FALSE,FALSE,,,"4. Ein Paar gute harte Stiefel, und ein Paar weichsndito, so beyde noch fast neu seind.",,"https://iiif.avisblatt.freizo.org/image/22346_0000/596,5003,2057,205/full/0/default.jpg","","","","","","","","","",saleoffer
bcd33ef2-0ff0-5669-85c9-6f936e921eaa/t6,N,1,22342,1730-01-03,4,6,,FALSE,FALSE,,,5. Stumpffii Schweitzerische Chronieg in Fol. Stertlers dito. Beyde noch wohl conditionirt; in raisonnablem Preiß.,,"https://iiif.avisblatt.freizo.org/image/22346_0000/596,5208,2057,282/full/0/default.jpg","","","","","","","","","",saleoffer
bcd33ef2-0ff0-5669-85c9-6f936e921eaa/t7,N,1,22342,1730-01-03,4,7,,FALSE,FALSE,,,"6. Eine brave und kombliche Behausung, mit einem guten Keller, Höfflin und Garthen, in Mitte der Aeschemer-Vorstatt gelegen , umb billichen Preiß.",,"https://iiif.avisblatt.freizo.org/image/22346_0000/596,5490,2057,428/full/0/default.jpg","","","","","","","","","",saleoffer
bcd33ef2-0ff0-5669-85c9-6f936e921eaa/t8,N,1,22342,1730-01-03,4,8,,FALSE,FALSE,,,"7. Eine schöne Behausung, mit doppeltem Keller und braver Bewohnung, Höfflin, Stallung, doppeltem Garthen und Halden; In der St. Alban-Vorstatt, Herren Haubtmann Socins seel. Erben gehörig , in raisonnablem Preiß zu verkauffen, oder auff gewüsse Jahr zu verleyhen.",,"https://iiif.avisblatt.freizo.org/image/22346_0000/596,5918,2057,705/full/0/default.jpg","","","","","","","","","",saleoffer
