id,rev,issue,book,date,pageno,readingorder,inscribed,isheader,noadvert,lang,rnotes,text,expert_text,fragment1,fragment2,fragment3,fragment4,fragment5,fragment6,fragment7,fragment8,fragment9,fragment10,header_tag
3cb79df6-b1dc-5198-a849-fba0510c88a3/t0,N,1,35472,1788-01-03,7,1,1,TRUE,FALSE,,,Es wird zum Verkauf angetragen:,,"https://iiif.avisblatt.freizo.org/image/35479_0000/274,1416,1500,198/full/0/default.jpg","","","","","","","","","",saleoffer
3cb79df6-b1dc-5198-a849-fba0510c88a3/t1,N,1,35472,1788-01-03,7,2,1,FALSE,FALSE,,,"1. Neue italiänische Feigen, Genueserzitronen, süsse Pomeranzen, grosse Castanien, Anchois, guter Hyppocras, Burgunderwein in Bouteillen, Ursulen-Emmenthaler- und Münsterkäs mit Kümmel, weisse Barbierseiffen, fein Blomthee in Büchsen feiner ; König Krülltaback, No. 1. à 4. drey Mohren. Varinas.Suraens-Londonsbacher-ächter Portorico- und 3 Italiäner-Canaster-Ofener halb Canaster. fein laquierte Rauchtaback in Büchsen, dessen mit Figuren; extrafeine Ulmerstersten, à 25. und 28 Rappen, fein cöllnischen weissen Leim à 56Rappen, beydes zu 10 B. genommen. Und dann ist in Commißion zu verkauffen: ord. roh Tuch, 6 Viertel breit, à 22 Rappen die Ell, Packtuch und Pack. zwilch, à 7. und 9 kr. von 6. und sieben Vierter breit, 6 Viertel breiten Zwilch à 13 kr. ohngefehr 50 ßß Rystengarn, zerschiedene Sorten; floretseidene Manns- und Frauenhandschuh, feine und andere gesponnene Baumwolle, 3- und vierfache Strickwollen, etliche Stück schwar; Hosenzeüg, sämtlich in billigem Preis; bey Gebrudern Otto in der Kleinen Stadt zu haben.",,"https://iiif.avisblatt.freizo.org/image/35479_0000/274,1614,1500,2136/full/0/default.jpg","","","","","","","","","",saleoffer
3cb79df6-b1dc-5198-a849-fba0510c88a3/t2,N,1,35472,1788-01-03,7,3,1,FALSE,FALSE,,,"2. Drey Stuck Rystentuch, 6 Viertel breit; in billigem Preis.",,"https://iiif.avisblatt.freizo.org/image/35479_0000/259,3750,1515,165/full/0/default.jpg","","","","","","","","","",saleoffer
3cb79df6-b1dc-5198-a849-fba0510c88a3/t3,N,1,35472,1788-01-03,7,4,1,FALSE,FALSE,,,3. Ein Clavicordium; in sehr billigem Preis.,,"https://iiif.avisblatt.freizo.org/image/35479_0000/259,3915,1515,91/full/0/default.jpg","","","","","","","","","",saleoffer
3cb79df6-b1dc-5198-a849-fba0510c88a3/t4,N,1,35472,1788-01-03,7,5,1,FALSE,FALSE,,,"4. Bey Hrn. J. J. Grunauer bey der Münz, sind gute Spanferkel zu haben.",,"https://iiif.avisblatt.freizo.org/image/35479_0000/259,4006,1515,156/full/0/default.jpg","","","","","","","","","",saleoffer
3cb79df6-b1dc-5198-a849-fba0510c88a3/t5,N,1,35472,1788-01-03,7,6,1,FALSE,FALSE,,,"5. Im Eckladen hinter der School, sind veritable Maronen, Mandlen in weichen Schaalen, Haselnüsse und feiner Capris in billigem Preis zu haben.",,"https://iiif.avisblatt.freizo.org/image/35479_0000/1808,1426,1505,332/full/0/default.jpg","","","","","","","","","",saleoffer
3cb79df6-b1dc-5198-a849-fba0510c88a3/t6,N,1,35472,1788-01-03,7,7,1,FALSE,FALSE,,,"6. Ein Wagen für ein à 2 Pferd, mit Landern und Diechsel, dreymal aufzumachen; in billigem Preis.",,"https://iiif.avisblatt.freizo.org/image/35479_0000/1808,1758,1505,234/full/0/default.jpg","","","","","","","","","",saleoffer
3cb79df6-b1dc-5198-a849-fba0510c88a3/t7,N,1,35472,1788-01-03,7,8,1,FALSE,FALSE,,,"7. Eine so viel als neue Polonoise von rothem Parakan, durchaus mit Veeh gefütert und verbrämt, für eine lange Persohn; in billigem Preis.",,"https://iiif.avisblatt.freizo.org/image/35479_0000/1803,1992,1510,313/full/0/default.jpg","","","","","","","","","",saleoffer
3cb79df6-b1dc-5198-a849-fba0510c88a3/t8,N,1,35472,1788-01-03,7,9,1,FALSE,FALSE,,,"8. Eine Beckenbehausung,, mit 4 Stuben, 2 Nebenkammern; 2 Estrigen, 2 Kammern, ; Küchen und Gang, Keller, und Höflein mit Schweinstall.",,"https://iiif.avisblatt.freizo.org/image/35479_0000/1803,2305,1510,317/full/0/default.jpg","","","","","","","","","",saleoffer
3cb79df6-b1dc-5198-a849-fba0510c88a3/t9,N,1,35472,1788-01-03,7,10,1,FALSE,FALSE,,,"9. Ein vollkommenes und mit allen gewöhnlichen Registern versehenes gutes und in gutem Stand befindliches Clavecimbel oder sogenannter Flügel, vom alten Brosi; wäre tauglich in einen Saal auf einer Campagne, man würde billige Conditionen machen; aus Mangel Platzes, und weil der Verkauffer noch eine Spinette besitzt.",,"https://iiif.avisblatt.freizo.org/image/35479_0000/1798,2622,1515,636/full/0/default.jpg","","","","","","","","","",saleoffer
