id,rev,issue,book,date,pageno,readingorder,inscribed,isheader,noadvert,adcontent,adtype,finance,keyword,lang,rnotes,text,expert_text,fragment1,fragment2,fragment3,fragment4,fragment5,fragment6,fragment7,fragment8,fragment9,fragment10,header_tag
f6dbb69d-8b23-5b50-b27b-6baf8ed1ccfa/t0,N,1,12897,1761-01-01,5,1,1,TRUE,FALSE,,,,,de,,Es wird zum Verkauf angetragen:,,"https://iiif.avisblatt.freizo.org/image/12902_0000/467,1193,1562,181/full/0/default.jpg","","","","","","","","","",saleoffer
f6dbb69d-8b23-5b50-b27b-6baf8ed1ccfa/t1,N,1,12897,1761-01-01,5,2,1,FALSE,FALSE,,,,,de,,"1. In der Köllnerischen Buchdruckerey in klein Basel ist zu haben: 17 Abbildung und Beschreibung Ihro jetzt regierenden Königl. Preußischen Majestät, 4tò. à 4 kr. D Vorstellung, Aufschrift und Erklärung des sinnreichen Kupfer-Titels, wie auch Vorbericht und allgemeine Vorrede, zu dem Herrlibergerischen Ceremonien-Wert, fol. à 32 kr. 3) Die 22. 23. und 24ten Ausgaben von der Helvetischen Topographie, 4tò. jede Ausgabe à 40 kr. Dieses nemliche Buch, mit französischem Textb, fol. erste Ausgabe, a fl. 1. H Stähelins (Heinr.) Christliche Fest-Betrachtungen über alle Feste des ganzen Jahrs; 2te und verbesserte Aufage, 8. Basel 1760. à 16 kr. 5) Kyburzens Kinder-Bibel, 5ter Theil, mit Kupf. 8. Basel 1758. à fl. 2. 24 kr.",,"https://iiif.avisblatt.freizo.org/image/12902_0000/467,1374,1562,1674/full/0/default.jpg","","","","","","","","","",saleoffer
f6dbb69d-8b23-5b50-b27b-6baf8ed1ccfa/t2,N,1,12897,1761-01-01,5,3,1,FALSE,FALSE,,,,,de,,"2. Wo extra schöne Galetseidene Manns- und Weiber-Strümpf zu haben, wie auch 10. Saum neuen rothen Baselwein, ist im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/12902_0000/462,3048,1567,347/full/0/default.jpg","","","","","","","","","",saleoffer
f6dbb69d-8b23-5b50-b27b-6baf8ed1ccfa/t3,N,1,12897,1761-01-01,5,4,1,FALSE,FALSE,,,,,de,,"3. Ein ganz neuer krauß kreppener schwarzer Mantel, im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/12902_0000/467,3395,1562,177/full/0/default.jpg","","","","","","","","","",saleoffer
f6dbb69d-8b23-5b50-b27b-6baf8ed1ccfa/t4,N,1,12897,1761-01-01,5,5,1,FALSE,FALSE,,,,,de,,"4. Eine Behausung mit allen Kommlichkeiten, wie der Augenschein zeigen wird, am Todtengäßlein zur Kerzen genaunt, Bodenzinsfrey, ausgenommen eiwa 4 à 5 ß. Jährlich für den sogenannten Goldbrunnen zu saübern, wie andere Mit-Eonsorten, und ist sich darum anzumelden bey Mstr. Joh. Jacob Sandreuter Spängler auf dem Kornmarkt.",,"https://iiif.avisblatt.freizo.org/image/12902_0000/467,3572,1562,647/full/0/default.jpg","","","","","","","","","",saleoffer
f6dbb69d-8b23-5b50-b27b-6baf8ed1ccfa/t5,N,1,12897,1761-01-01,5,6,1,FALSE,FALSE,,,,,de,,"5. Ungefehr7 Saum alte weisse 1756. Margräfer-Wein der Saum à 15 Pfund, weil das Stücklein angebrochen, kan man nach Belieben davon haben, im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/12902_0000/2050,1177,1557,342/full/0/default.jpg","","","","","","","","","",saleoffer
f6dbb69d-8b23-5b50-b27b-6baf8ed1ccfa/t6,N,1,12897,1761-01-01,5,7,1,FALSE,FALSE,,,,,de,,"6. Ein schwarzes neues Mannenkleid, ein gefarbtes dito; Ein grüner Calmander-Cassaguin samt Westen; wie auch ein neuer Huth seidene Strümpf und Manns-Hemder, im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/12902_0000/2050,1519,1557,394/full/0/default.jpg","","","","","","","","","",saleoffer
f6dbb69d-8b23-5b50-b27b-6baf8ed1ccfa/t7,N,1,12897,1761-01-01,5,8,1,FALSE,FALSE,,,,,de,,"7. Ein ganz neuer Talar mit scharlachenem Camelot überzogen und mit weissem Syberischen Wolf gefüttert, in billigem Preis, im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/12902_0000/2050,1913,1557,316/full/0/default.jpg","","","","","","","","","",saleoffer
f6dbb69d-8b23-5b50-b27b-6baf8ed1ccfa/t8,N,1,12897,1761-01-01,5,9,1,FALSE,FALSE,,,,,de,,"8. Ein schwar; tüchener Mantel mit Taffent gefütert; Item ein gefarbt Calmanderner Cassaaum in billigem Preis, im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/12902_0000/2050,2229,1557,311/full/0/default.jpg","","","","","","","","","",saleoffer
f6dbb69d-8b23-5b50-b27b-6baf8ed1ccfa/t9,N,1,12897,1761-01-01,5,10,1,FALSE,FALSE,,,,,de,,"9. Zween Weibersitzz neben einander beym Eingang der Staffeln zu denen Herren Haupter- Stuhlen, sind entweder zu verleihen oder zu verkaufen, im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/12902_0000/2050,2540,1557,316/full/0/default.jpg","","","","","","","","","",saleoffer
f6dbb69d-8b23-5b50-b27b-6baf8ed1ccfa/t10,N,1,12897,1761-01-01,5,11,1,FALSE,FALSE,,,,,de,,"10. Bey Hrn. Daniel de Robert Mitz am Rindermarkt sind zu haben : Frische Stock- und Mollifisch, wie auch extra frische Balchen, alles in billigem Preis.",,"https://iiif.avisblatt.freizo.org/image/12902_0000/2050,2856,1557,311/full/0/default.jpg","","","","","","","","","",saleoffer
f6dbb69d-8b23-5b50-b27b-6baf8ed1ccfa/t11,N,1,12897,1761-01-01,5,12,1,FALSE,FALSE,,,,,de,,"11. Eine Chaise auf 2. Räder von der neuesten Mode, auf das kostbarste ausgemacht: man kan damit bedeckt oder offen fahren, nebst 2. Geschier und Zaumen ꝛc. im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/12902_0000/2050,3167,1557,394/full/0/default.jpg","","","","","","","","","",saleoffer
f6dbb69d-8b23-5b50-b27b-6baf8ed1ccfa/t12,N,1,12897,1761-01-01,5,13,1,FALSE,FALSE,,,,,de,,"12. Zwey neue opale, etwas über g Saum jegliches haltende Stücklein Faß; eines Weingrün in Eisen gebunden, und gebrannt gesinnt; das andere ohne Reif und nicht Weingrun, im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/12902_0000/2050,3561,1557,404/full/0/default.jpg","","","","","","","","","",saleoffer
f6dbb69d-8b23-5b50-b27b-6baf8ed1ccfa/t13,N,1,12897,1761-01-01,5,14,1,FALSE,FALSE,,,,,de,,"13. Ein 18saümiges neues Stücklein Faß, in billigem Preis, im Berichthaus ohne Entgeldt zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/12902_0000/2050,3965,1557,248/full/0/default.jpg","","","","","","","","","",saleoffer
f62ac9c7-b69a-5adc-b8f9-9f6c8dfd0084/t0,N,1,12897,1761-01-01,6,1,2,FALSE,FALSE,,,,,de,,"14. Ein neuer Englischer Sattel, und ein so viel als neues Reiß-Coffre mit rothem Sasian überzogen, wie auch Rollen an ein Beth oder Fauteuil, in biligem Preis, im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/12903_0000/473,381,1552,411/full/0/default.jpg","","","","","","","","","",saleoffer
f62ac9c7-b69a-5adc-b8f9-9f6c8dfd0084/t1,N,1,12897,1761-01-01,6,2,2,FALSE,FALSE,,,,,de,,15. Im Berichthaus ist ein emaillirt extra schöne neumodische Tabatiere in billigem Preis zu haben.,,"https://iiif.avisblatt.freizo.org/image/12903_0000/468,792,1557,241/full/0/default.jpg","","","","","","","","","",saleoffer
