id,rev,issue,book,date,pageno,readingorder,inscribed,isheader,noadvert,lang,rnotes,text,expert_text,fragment1,fragment2,fragment3,fragment4,fragment5,fragment6,fragment7,fragment8,fragment9,fragment10,header_tag
b833550a-1da6-57b4-ab07-857e2086c000/t0,N,1,33408,1781-01-04,5,1,1,TRUE,FALSE,,,Es wird zum Verkauf angetragen:,,"https://iiif.avisblatt.freizo.org/image/33413_0000/308,1464,1530,163/full/0/default.jpg","","","","","","","","","",saleoffer
b833550a-1da6-57b4-ab07-857e2086c000/t1,N,1,33408,1781-01-04,5,2,1,FALSE,FALSE,,,"1. Bey Fr. Wittib Ofer, auf dem St. Leonhards Graben, ist schönes Schaub und Stroh in billigem Preis zu haben.",,"https://iiif.avisblatt.freizo.org/image/33413_0000/308,1655,1530,263/full/0/default.jpg","","","","","","","","","",saleoffer
b833550a-1da6-57b4-ab07-857e2086c000/t2,N,1,33408,1781-01-04,5,3,1,FALSE,FALSE,,,2. Ein schöner Stock Heu; im Berichthaus zu erfragen.,,"https://iiif.avisblatt.freizo.org/image/33413_0000/308,1918,1530,154/full/0/default.jpg","","","","","","","","","",saleoffer
b833550a-1da6-57b4-ab07-857e2086c000/t3,N,1,33408,1781-01-04,5,4,1,FALSE,FALSE,,,"3. Eine Behausung am vordern St. Leonhardsberg, zum Rosenberg genannt, mit zwo Stuben, 2 Kammern, 2 Küchen, ablaufendem Wasserstein, dienlich für Leute, die Wasser gebrauchen; ohnentgeldlich zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/33413_0000/303,2072,1535,475/full/0/default.jpg","","","","","","","","","",saleoffer
b833550a-1da6-57b4-ab07-857e2086c000/t4,N,1,33408,1781-01-04,5,5,1,FALSE,FALSE,,,"4. Ein noch sehr guter Kutschen- oder Chaise. Wagen, mit zwo eisernen Achsen, in billigem Preis; bey Hr. Früh, Blumenschmied, zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/33413_0000/308,2547,1530,317/full/0/default.jpg","","","","","","","","","",saleoffer
b833550a-1da6-57b4-ab07-857e2086c000/t5,N,1,33408,1781-01-04,5,6,1,FALSE,FALSE,,,"5. Ein 2thüriger tannener Kasten, mit nußbaumenen Füllungen, ein kupferner und ein eiserner Hafen, ein kupferner Züber samt Gätze, Bethladen, nebst allerhand anderm Hausrath, alles in billigem Preis; bey Mstr. Rudolf Grüninger, Küfer, in der Aeschervorstadt zu haben.",,"https://iiif.avisblatt.freizo.org/image/33413_0000/303,2864,1535,565/full/0/default.jpg","","","","","","","","","",saleoffer
b833550a-1da6-57b4-ab07-857e2086c000/t6,N,1,33408,1781-01-04,5,7,1,FALSE,FALSE,,,"6. Ein wol-conditioniertes Cabriolet, à trois Glaces, fast neu, gelb ausgeschlagen, mit einem Strabontin versehen, und also auch zweysitzend, nebst 2. Pferdgeschirr, Leitseiler, Zaum und Peitsche, in billigem Preis; ist sich darum bey Herrn Jäger-Hauptmann von dem Regiment Ropal-Suedois zu Hüningen in Garnison ligend, anzumelden.",,"https://iiif.avisblatt.freizo.org/image/33413_0000/308,3429,1530,654/full/0/default.jpg","","","","","","","","","",saleoffer
b833550a-1da6-57b4-ab07-857e2086c000/t7,N,1,33408,1781-01-04,5,8,1,FALSE,FALSE,,,"7. Guter rother Baselwein von 1777 in billigem Preis; bey Mstr. Hieronymus Nör-s bel, dem Küfer an der Gerbergaß zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/33413_0000/303,4083,1535,189/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/33413_0000/1853,1472,1516,169/full/0/default.jpg","","","","","","","","",saleoffer
b833550a-1da6-57b4-ab07-857e2086c000/t9,N,1,33408,1781-01-04,5,9,1,FALSE,FALSE,,,"8. Bey Herren Geigy und Bernoulli an der Freyenstraß, ist in billigem Preis zu hahaben: Braunen Zucker-Sprop, dessen man sich an vielen Orten mit Nutzen, statt des Zuckers, im Thee und Caffee bedient, wie auch eine extra gute Qualität frische Feigen und Brugnoles.",,"https://iiif.avisblatt.freizo.org/image/33413_0000/1853,1641,1516,564/full/0/default.jpg","","","","","","","","","",saleoffer
b833550a-1da6-57b4-ab07-857e2086c000/t10,N,1,33408,1781-01-04,5,10,1,FALSE,FALSE,,,"9. Ein grosser runder Tisch von Nußbaum, und ein Milchkänsterlin, so beschlüßig ist.",,"https://iiif.avisblatt.freizo.org/image/33413_0000/1853,2205,1516,159/full/0/default.jpg","","","","","","","","","",saleoffer
b833550a-1da6-57b4-ab07-857e2086c000/t11,N,1,33408,1781-01-04,5,11,1,FALSE,FALSE,,,"10. Bey Hrn. Daniel de Robert Mitz, am Rindermarkt, sind zu haben; frische geweichte Stock, und Mollefisch, grosse holländische Häring, und guter Ursulakas.",,"https://iiif.avisblatt.freizo.org/image/33413_0000/1853,2364,1516,312/full/0/default.jpg","","","","","","","","","",saleoffer
b833550a-1da6-57b4-ab07-857e2086c000/t12,N,1,33408,1781-01-04,5,12,1,FALSE,FALSE,,,"11. Bey Mstr. Mathias Basler, dem Weißbeck in Klein Basel, sind schöne Spanferkel zu haben.",,"https://iiif.avisblatt.freizo.org/image/33413_0000/1853,2676,1516,238/full/0/default.jpg","","","","","","","","","",saleoffer
b833550a-1da6-57b4-ab07-857e2086c000/t13,N,1,33408,1781-01-04,5,13,1,FALSE,FALSE,,,"12. Zwey à drey nußbäumene Wurzelstöcke, samt den Stämmen, zu Fleischbänken oder Fabrikenmödlen dienlich, oder auch für die Schreiner.",,"https://iiif.avisblatt.freizo.org/image/33413_0000/1853,2914,1516,317/full/0/default.jpg","","","","","","","","","",saleoffer
b833550a-1da6-57b4-ab07-857e2086c000/t14,N,1,33408,1781-01-04,5,14,1,FALSE,FALSE,,,"13. Bey Fr. Stähelin an der Spalen, sind wiederum feine Persiennes und lndiennes angelangt, und in billigem Preis zu haben.",,"https://iiif.avisblatt.freizo.org/image/33413_0000/1853,3231,1516,238/full/0/default.jpg","","","","","","","","","",saleoffer
b833550a-1da6-57b4-ab07-857e2086c000/t15,N,1,33408,1781-01-04,5,15,1,FALSE,FALSE,,,14. Ein gutes Forte. Piano; in billigem Preis zu haben bey Mstr. Fraub; Schmidt zu St. Elisabethen.,,"https://iiif.avisblatt.freizo.org/image/33413_0000/1848,3469,1521,238/full/0/default.jpg","","","","","","","","","",saleoffer
