id,rev,issue,book,date,pageno,readingorder,inscribed,isheader,noadvert,lang,rnotes,text,expert_text,fragment1,fragment2,fragment3,fragment4,fragment5,fragment6,fragment7,fragment8,fragment9,fragment10,header_tag
7a30f3ff-bb56-55cd-b748-71650a05b206/t0,N,1,23687,1742-01-03,7,1,1,TRUE,FALSE,,,Es wird zum Verkauff angetragen:,,"https://iiif.avisblatt.freizo.org/image/23694_0000/107,3976,3410,128/full/0/default.jpg","","","","","","","","","",saleoffer
7a30f3ff-bb56-55cd-b748-71650a05b206/t1,N,1,23687,1742-01-03,7,2,1,FALSE,FALSE,,,"SeIne extra gute und sehr schöneJagd-Flinthen, samt einem Vogel-Flinthlein, in billichempreiß Sehso im Bericht-Hauß ohne Entgelt zu erfragen. 2. Ein noch wenig getragener Falt-Rock, bey Hrn. Schäffer dem Schneider am Spahlenberg zu Feiner",,"https://iiif.avisblatt.freizo.org/image/23694_0000/107,4104,3429,293/full/0/default.jpg","","","","","","","","","",saleoffer
2811478e-5f7e-52ac-a390-f3f44c61377f/t0,N,1,23687,1742-01-03,8,1,2,FALSE,FALSE,,,"3. Einer der best- und wohl- gelegensten Weibersitzzen in St. Leonhardts -Kirch, ist im Berichte gen. Hat zu erfrac uf 4",,"https://iiif.avisblatt.freizo.org/image/23695_0000/341,466,3427,152/full/0/default.jpg","","","","","","","","","",saleoffer
2811478e-5f7e-52ac-a390-f3f44c61377f/t1,N,1,23687,1742-01-03,8,2,2,FALSE,FALSE,,,4. Ein noch fast neues sauberes schwartz-gebaitztes Schreib-Pult.,,"https://iiif.avisblatt.freizo.org/image/23695_0000/341,618,3427,96/full/0/default.jpg","","","","","","","","","",saleoffer
2811478e-5f7e-52ac-a390-f3f44c61377f/t2,N,1,23687,1742-01-03,8,3,2,FALSE,FALSE,,,"5. Bey Herrn Johannes Euler dem Buchbinder am Rheinsprung ist zu haben: Erbaulicher Christen- Schatz, oder dreyhundert geistliche Lieder gesammlet aus verschiedenen schönen Gesang-Bucheren zum Gebrauch Heils-begieriger Seelen, zweyte Auflage. Item, der höfliche Schuler, oder Poetische Anweisung, wie sich ein Schuler vor, in, und nach der Schule, zu Hause, in der Kirche, auf den Gassen, bey Besuchungen, und in Gesellschafft anderer, wie auch bey dem Spatzieren-gehen, Fahren und Reiten, gebührend, höflich und geschickt aufzufuhren. Das Stuck um 8. Rappen.",,"https://iiif.avisblatt.freizo.org/image/23695_0000/341,714,3427,448/full/0/default.jpg","","","","","","","","","",saleoffer
2811478e-5f7e-52ac-a390-f3f44c61377f/t3,N,1,23687,1742-01-03,8,4,2,FALSE,FALSE,,,"6. Die Behausung zum Rosenfeld an der Freyenstraß bestehende in underschiedlichen Stuben und Kammeren, zweyen Kelleren, einem guten Zieh-Brunn, Bauchhauß, Garthen, Stallung, mnit einem Ausgang an die weisse Gaß, und anderer Gelegenheit, wie der Augenschein mit mehrerm zeigen wird; um billichen Preiß.",,"https://iiif.avisblatt.freizo.org/image/23695_0000/341,1162,3427,309/full/0/default.jpg","","","","","","","","","",saleoffer
2811478e-5f7e-52ac-a390-f3f44c61377f/t4,N,1,23687,1742-01-03,8,5,2,FALSE,FALSE,,,7. Eine exacke und gute saubere Englische Sack-Uhr um 4. Louis dOr.,,"https://iiif.avisblatt.freizo.org/image/23695_0000/341,1471,3427,74/full/0/default.jpg","","","","","","","","","",saleoffer
2811478e-5f7e-52ac-a390-f3f44c61377f/t5,N,1,23687,1742-01-03,8,6,2,FALSE,FALSE,,,8. Brandmulleri Historisch und Geographisch allgemeines Lexicon.,,"https://iiif.avisblatt.freizo.org/image/23695_0000/341,1545,3427,80/full/0/default.jpg","","","","","","","","","",saleoffer
2811478e-5f7e-52ac-a390-f3f44c61377f/t6,N,1,23687,1742-01-03,8,7,2,FALSE,FALSE,,,9. Vier neue einthürige noch weisse beschlagene Kästen.,,"https://iiif.avisblatt.freizo.org/image/23695_0000/341,1625,3427,71/full/0/default.jpg","","","","","","","","","",saleoffer
2811478e-5f7e-52ac-a390-f3f44c61377f/t7,N,1,23687,1742-01-03,8,8,2,FALSE,FALSE,,,"10. Bey Meister HansCaspar von Gachnang dem Zimmermann ist ein neu- verfertigtes Garthen-Häußlein, wie auch füchtene Garthen-Lättlein, Doppel-Latten, allerhand Flöcklinge und Dillen, alles von füchtenem Holtz um billichen Preiß zu haben.",,"https://iiif.avisblatt.freizo.org/image/23695_0000/341,1696,3427,230/full/0/default.jpg","","","","","","","","","",saleoffer
2811478e-5f7e-52ac-a390-f3f44c61377f/t8,N,1,23687,1742-01-03,8,9,2,FALSE,FALSE,,,"11. Ein 23. Zoll Diametral-Breiter ꝛc. sehr curioser Brennspiegel, durch der Sonnen-Strahlen alle Metalla und Mineralia, besonders das rauhe Antimonium so zu schmöltzen, daß seine caleinirte Aeschen im Gewicht vermehret, an statt solches Mineral durch das gemeine Feuer vermindert wird, auch viele andere Curiosa und Verwunderungs-würdige Dinge darmit zu machen, ein gantz billichem Preiß, conditionaliter zur Sicherheit des Käuffers zu verhandlen, worvon in dem adresse. Confor das mehrere, auch die weitern Eigenschafften dieses Spiegels zu vernehmen.",,"https://iiif.avisblatt.freizo.org/image/23695_0000/337,1926,3431,455/full/0/default.jpg","","","","","","","","","",saleoffer
2811478e-5f7e-52ac-a390-f3f44c61377f/t9,N,1,23687,1742-01-03,8,10,2,FALSE,FALSE,,,12. Zum rothen Fahnen ist frischer Chocolat mit und ohne Geruch von verschiedenen Preisen zu haben.,,"https://iiif.avisblatt.freizo.org/image/23695_0000/325,2377,3430,80/full/0/default.jpg","","","","","","","","","",saleoffer
2811478e-5f7e-52ac-a390-f3f44c61377f/t10,N,1,23687,1742-01-03,8,11,2,FALSE,FALSE,,,"13. Ein zinnerner und ein kupferner Färb-Ressel, beyde in gleicher Grösse, in jedem fünff- biß sechsthalb Dotzet Strümpf zu färben, samt zwey oder drey Handwalckenen, 5. à 6. Wullen-Bücktm oder Bodinge, und anderm zu dem Hosenließmer-Handwerck dienlicher Werckzeug; und ist sich darüm anzumelden, bey Herrn Samuel Schlosser dem Weinmann bey dem Riehemer-Thor.",,"https://iiif.avisblatt.freizo.org/image/23695_0000/328,2457,3440,290/full/0/default.jpg","","","","","","","","","",saleoffer
2811478e-5f7e-52ac-a390-f3f44c61377f/t11,N,1,23687,1742-01-03,8,12,2,FALSE,FALSE,,,"14. Eine Behausung beym hindern Raaben in der Eschemer-Vorstadt, von Bewohnung wie der Augenschein zeigen wird, nebst einem Gemach so entweder für ein Magazin oder für eine Stallung zu ungefehr 12. Pferdten dienen kan. Item:",,"https://iiif.avisblatt.freizo.org/image/23695_0000/335,2747,3433,236/full/0/default.jpg","","","","","","","","","",saleoffer
2811478e-5f7e-52ac-a390-f3f44c61377f/t12,N,1,23687,1742-01-03,8,13,2,FALSE,FALSE,,,"15. Eine dito auch daselbsten, von 4. Stuben, Keller und übriger Zugehörde und Gelegenheit wie der Augenschein zeigen wird; diese beyde sind um billichem Preiß zu verkauffen oder zu verlehnen, und ist sich darum anzumelden, bey Herrn Hans Georg Nodler auf St. Leonhardts-Graben.",,"https://iiif.avisblatt.freizo.org/image/23695_0000/330,2983,3438,230/full/0/default.jpg","","","","","","","","","",saleoffer
2811478e-5f7e-52ac-a390-f3f44c61377f/t13,N,1,23687,1742-01-03,8,14,2,FALSE,FALSE,,,16. Bey Frau Merian zum Fischgrath ist zu haben: guterHlypocras die Maas um 6. Batzen.,,"https://iiif.avisblatt.freizo.org/image/23695_0000/341,3213,3427,71/full/0/default.jpg","","","","","","","","","",saleoffer
2811478e-5f7e-52ac-a390-f3f44c61377f/t14,N,1,23687,1742-01-03,8,15,2,FALSE,FALSE,,,"17. Eine Behausung an der obern Rheingaß in Klein-Basel gegen dem St. Antonier-Hof hinüber, neben Herrn Bieler dem Weißbecken, von 3. Stuben, 3. Küchin, einem schönen Keller, und übriger Gelegenheit wie der Augenschein zeigen wird; man verspricht freyen Kauf. Item:",,"https://iiif.avisblatt.freizo.org/image/23695_0000/341,3284,3427,227/full/0/default.jpg","","","","","","","","","",saleoffer
2811478e-5f7e-52ac-a390-f3f44c61377f/t15,N,1,23687,1742-01-03,8,16,2,FALSE,FALSE,,,"38. Eine schöne Geld-Cassa mit 16. Schlösseren; und ist sich um diese beyde Puneten anzumelden, bey Herrn Johannes Ertzberger dem Pasteten-Beck auf der Eysengaß.",,"https://iiif.avisblatt.freizo.org/image/23695_0000/309,3511,3459,168/full/0/default.jpg","","","","","","","","","",saleoffer
2811478e-5f7e-52ac-a390-f3f44c61377f/t16,N,1,23687,1742-01-03,8,17,2,FALSE,FALSE,,,"19. Ein Stucklein von 18. Saum weisser neuer Grentzacher-Wein und ein Stücklein von 15. Saum rother dito, er muß aber zusammen genommen werden.",,"https://iiif.avisblatt.freizo.org/image/23695_0000/309,3679,3459,145/full/0/default.jpg","","","","","","","","","",saleoffer
2811478e-5f7e-52ac-a390-f3f44c61377f/t17,N,1,23687,1742-01-03,8,18,2,FALSE,FALSE,,,20. Zwey Stücklein guter weisser Weyler-Wein von An. 1739. davon in beliebiger Quantität zu haben bey Meister Johannes Stückelberger dem Küffer.,,"https://iiif.avisblatt.freizo.org/image/23695_0000/309,3824,3459,165/full/0/default.jpg","","","","","","","","","",saleoffer
