id,rev,issue,book,date,pageno,readingorder,inscribed,isheader,noadvert,adcontent,adtype,finance,keyword,lang,rnotes,text,expert_text,fragment1,fragment2,fragment3,fragment4,fragment5,fragment6,fragment7,fragment8,fragment9,fragment10,header_tag
0a8d0097-7b3d-5777-a95f-e120e7fa3c4f/t0,N,1,12578,1759-01-04,5,1,1,TRUE,FALSE,,,,,de,,Es wird zum Verkauf angetragen:,,"https://iiif.avisblatt.freizo.org/image/12583_0000/119,1131,1638,169/full/0/default.jpg","","","","","","","","","",saleoffer
0a8d0097-7b3d-5777-a95f-e120e7fa3c4f/t1,N,1,12578,1759-01-04,5,2,1,FALSE,FALSE,,,,,de,,"1. Im Berichthaus ist in Commißion zu verkaufen: Von dem in China erfundenen, nun aber auch in Europa bekant gewordenen trockenen Tusch der Mignatur-Farben. Es bestehet aus kleinern und grössern Kästlein, darinnen 50. Stück trockene Farben, 1. helfenbeinen Wasser-Büchslein, ein dito Blätlein die Farben zu mischen, 4. dito Schüsselein diel Farben anzumachen, 1. Reißcircul, Winkelhacken, Federmesser, Bleystifft, 6. Pensel, 6. Stänglein Pastel Farben. Es wäre solches für Ingenieurs, Mignatur-Mahlere, auch der Mathematic Beflissenen, und die mit Zeichnen umgehen, sehr nützlich; wie aus dem gedruckten Avertissement und der Waare selbsten zu ersehen.",,"https://iiif.avisblatt.freizo.org/image/12583_0000/113,1326,1649,1237/full/0/default.jpg","","","","","","","","","",saleoffer
0a8d0097-7b3d-5777-a95f-e120e7fa3c4f/t2,N,1,12578,1759-01-04,5,3,1,FALSE,FALSE,,,,,de,,"2. Eine Behausung im Gerbergäßlein, wäre sehr bequem für einen Gerber oder Metzger, mit allen Kommlichkeiten wie der Augenschein mit mehrerm zeigen wird; und ist sich bey Hrn. Samuel Schuler allda anzumelden.",,"https://iiif.avisblatt.freizo.org/image/12583_0000/123,2560,1649,379/full/0/default.jpg","","","","","","","","","",saleoffer
0a8d0097-7b3d-5777-a95f-e120e7fa3c4f/t3,N,1,12578,1759-01-04,5,4,1,FALSE,FALSE,,,,,de,,"3. Circa 200. frisch angelangte extra schöne Ulmer Sparsen-Wurzeln, bey Mstr. Mathias Laubheim dem Gärtner in der Spalen-Vorstadt zus erfragen.",,"https://iiif.avisblatt.freizo.org/image/12583_0000/134,2939,1638,307/full/0/default.jpg","","","","","","","","","",saleoffer
0a8d0097-7b3d-5777-a95f-e120e7fa3c4f/t4,N,1,12578,1759-01-04,5,5,1,FALSE,FALSE,,,,,de,,4. Bey Hrn. Sensal Lucas Lüdin sind schöne eingeweichte Mollifisch in billigem Preis zu haben.,,"https://iiif.avisblatt.freizo.org/image/12583_0000/134,3246,1638,235/full/0/default.jpg","","","","","","","","","",saleoffer
0a8d0097-7b3d-5777-a95f-e120e7fa3c4f/t5,N,1,12578,1759-01-04,5,6,1,FALSE,FALSE,,,,,de,,"5. Bey Hrn. Scholer Buchbinder ist zu haben : Von den 8vo. Sack- und Haußhaltungs-Calendern, wo nur 3. Tag auf einer Seite gedruckt sind, gebunden und ungebunden.",,"https://iiif.avisblatt.freizo.org/image/12583_0000/134,3481,1638,297/full/0/default.jpg","","","","","","","","","",saleoffer
0a8d0097-7b3d-5777-a95f-e120e7fa3c4f/t6,N,1,12578,1759-01-04,5,7,1,FALSE,FALSE,,,,,de,,"6. In dem Wirthshaus zur Blumen, sind drey aus Africa gebrachte sehr schöne Papageyen zu verkaufen, weil aber der Verkaüfer morgenden Freytag schon verreiset, so mußte sich ein Liebhaber hald melden.",,"https://iiif.avisblatt.freizo.org/image/12583_0000/134,3778,1638,384/full/0/default.jpg","","","","","","","","","",saleoffer
0a8d0097-7b3d-5777-a95f-e120e7fa3c4f/t7,N,1,12578,1759-01-04,5,8,1,FALSE,FALSE,,,,,de,,"7. Im Berichthaus sind noch etliche Regentücher von Gros de Tours, auch Vestes de Genes du Velour cisele, in Commißion zu haben.",,"https://iiif.avisblatt.freizo.org/image/12583_0000/134,4162,1638,287/full/0/default.jpg","","","","","","","","","",saleoffer
0a8d0097-7b3d-5777-a95f-e120e7fa3c4f/t8,N,1,12578,1759-01-04,5,9,1,FALSE,FALSE,,,,,de,,8. Ein feiner Castor-Huth in billigem Preis; im Berichthaus zu erfragen.,,"https://iiif.avisblatt.freizo.org/image/12583_0000/1758,1155,1663,163/full/0/default.jpg","","","","","","","","","",saleoffer
0a8d0097-7b3d-5777-a95f-e120e7fa3c4f/t9,N,1,12578,1759-01-04,5,10,1,FALSE,FALSE,,,,,de,,"9. Bey Hrn. Burkhardt Zuckerbeck am Baümlein sind wiederum frische, neue, grosse jtaliänische Feigen und Meextrauben das Pfund um 5. ß. zu haben.",,"https://iiif.avisblatt.freizo.org/image/12583_0000/1763,1323,1671,297/full/0/default.jpg","","","","","","","","","",saleoffer
0a8d0097-7b3d-5777-a95f-e120e7fa3c4f/t10,N,1,12578,1759-01-04,5,11,1,FALSE,FALSE,,,,,de,,"10. Ungefehr 3. Jucharten Reben vor dem Spalenthor am sogenanten Klingelberg, wo unstreitig der beste Baselwein wächst, mit 2. niedern Haüslein, Trotten, Bögten und übrige Zugehörde, samethafft oder zerteilt; bey Herrn Licentiat Müller hinter dem Eschemerthor zu erfragen; er wird biligen Preis machen weil er allzuweit davon entfernt , deßwegen dieselben auch gerne verkaufen thäte, da doch (wie gemeldt) gan; gewiß, daß kein besserer Wein um die Stadt herum wächst, und wers nicht glaubet, kan denselben nach Belieben bey ihme versuchen.",,"https://iiif.avisblatt.freizo.org/image/12583_0000/1773,1630,1659,1004/full/0/default.jpg","","","","","","","","","",saleoffer
0a8d0097-7b3d-5777-a95f-e120e7fa3c4f/t11,N,1,12578,1759-01-04,5,12,1,FALSE,FALSE,,,,,de,,"11. Acht Saum guter alter weisser Margräffer- Wein in billigem Preis, und ist sich bey Hrn. Bischoffs sel. Frau Wittib zum schwarzen Adler in klein Basel anzumelden.",,"https://iiif.avisblatt.freizo.org/image/12583_0000/1773,2637,1648,296/full/0/default.jpg","","","","","","","","","",saleoffer
0a8d0097-7b3d-5777-a95f-e120e7fa3c4f/t12,N,1,12578,1759-01-04,5,13,1,FALSE,FALSE,,,,,de,,"12. Eine soviel als neue Probier-Waag samt dem glasernen Gehaus darüber, in billigem Preis; im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/12583_0000/1773,2933,1648,231/full/0/default.jpg","","","","","","","","","",saleoffer
0a8d0097-7b3d-5777-a95f-e120e7fa3c4f/t13,N,1,12578,1759-01-04,5,14,1,FALSE,FALSE,,,,,de,,"13. Diejenige Person, welche durch dieses Wochen-Blat schon Meldung thun lassen, daß man in dem Gasthof zum Engel weissen Flachs und graue reine Reisten haben kan, thut hiemit zu , wissen, daß er eine Küsten eröffnet und jedermann, in dem schon gemeldten Preis, davon , nach Belieben haben kan.",,"https://iiif.avisblatt.freizo.org/image/12583_0000/1773,3164,1648,542/full/0/default.jpg","","","","","","","","","",saleoffer
