id,rev,issue,book,date,pageno,readingorder,inscribed,isheader,noadvert,lang,rnotes,text,expert_text,fragment1,fragment2,fragment3,fragment4,fragment5,fragment6,fragment7,fragment8,fragment9,fragment10,header_tag
e337882a-5aee-5069-981b-294463c57bc7/t0,N,1,53408,1803-01-06,3,1,"",TRUE,FALSE,,,Es wird zum Verkauf angetragen:,,"https://iiif.avisblatt.freizo.org/image/53411_0000/63,1566,1549,157/full/0/default.jpg","","","","","","","","","",saleoffer
e337882a-5aee-5069-981b-294463c57bc7/t1,N,1,53408,1803-01-06,3,2,"",FALSE,FALSE,,,"1. Ein soviel als neues Kleid Rock, Westen und Hosen von feinem blauen Tuch für eine mittelgroße Person, wie auch ein Schanzenläuffer um billigen Preis.",,"https://iiif.avisblatt.freizo.org/image/53411_0000/63,1723,1549,339/full/0/default.jpg","","","","","","","","","",saleoffer
e337882a-5aee-5069-981b-294463c57bc7/t2,N,1,53408,1803-01-06,3,3,"",FALSE,FALSE,,,"2. Von dem neulich zum Verkauf angebotenen Weyler-Wein von 1800 und 1801, sind noch mehrere Saum um billigen Preis zu haben, auch etlich und zwanzig Saum rothen Basel-Wein von 1802.",,"https://iiif.avisblatt.freizo.org/image/53411_0000/63,2062,1549,396/full/0/default.jpg","","","","","","","","","",saleoffer
e337882a-5aee-5069-981b-294463c57bc7/t3,N,1,53408,1803-01-06,3,4,"",FALSE,FALSE,,,"8. Von den bekandten eisernen Pfannen mit doppelten Böden so nicht färben, sind wieder frischerdings bey Mstr. Andr. Fäsch, Kupferschmidt, in kl. Basel zu haben.",,"https://iiif.avisblatt.freizo.org/image/53411_0000/63,2458,1549,308/full/0/default.jpg","","","","","","","","","",saleoffer
e337882a-5aee-5069-981b-294463c57bc7/t4,N,1,53408,1803-01-06,3,5,"",FALSE,FALSE,,,"4. Zwey Stück schön blau Tuch von 13 /4 Stäb, Stückweis à 70 Batzen und Stabweis à 75. Batzen, im Berichthaus in Commission.",,"https://iiif.avisblatt.freizo.org/image/53411_0000/63,2766,1549,303/full/0/default.jpg","","","","","","","","","",saleoffer
e337882a-5aee-5069-981b-294463c57bc7/t5,N,1,53408,1803-01-06,3,6,"",FALSE,FALSE,,,5. Bey Frau Buser No. 21. in der St. Johannvorstadt ist nebst den bekandten Haustücher von 3 4 bis 9 Batzen die Elle auch schöne lange und kurze Rißten zu 6 4/2 und 4 Btz. das Pf. zu haben.,,"https://iiif.avisblatt.freizo.org/image/53411_0000/63,3069,1549,401/full/0/default.jpg","","","","","","","","","",saleoffer
e337882a-5aee-5069-981b-294463c57bc7/t6,N,1,53408,1803-01-06,3,7,"",FALSE,FALSE,,,"6. Extra schönen weissen engl. 10 Pf. Melis- Zucker, in leichtem Papier, ist Stockweis zu 8. Btz. das Pf. bey Zäßlein Ottendorf zu St. Martin zu haben.",,"https://iiif.avisblatt.freizo.org/image/53411_0000/63,3470,1549,308/full/0/default.jpg","","","","","","","","","",saleoffer
e337882a-5aee-5069-981b-294463c57bc7/t7,N,1,53408,1803-01-06,3,8,"",FALSE,FALSE,,,7. Eine soviel als neue Fleischbütte samt Deckel um billigen Preis.,,"https://iiif.avisblatt.freizo.org/image/53411_0000/63,3778,1549,154/full/0/default.jpg","","","","","","","","","",saleoffer
e337882a-5aee-5069-981b-294463c57bc7/t8,N,1,53408,1803-01-06,3,9,"",FALSE,FALSE,,,"8. Bey Frau Wittwe Mitz am Rindermakt sind frische geweichte und trockene Stockund Mollesisch, große holländische Häring, Senffmehl und angemachter Senff und schöner Maagsamen alles um billigen Preis zu haben.",,"https://iiif.avisblatt.freizo.org/image/53411_0000/63,3932,1549,468/full/0/default.jpg","","","","","","","","","",saleoffer
e337882a-5aee-5069-981b-294463c57bc7/t9,N,1,53408,1803-01-06,3,10,"",FALSE,FALSE,,,"Etliche Wägen ohnberegnet Heu, aus Mangel Platzes um 22 Batzen, beym Sattler Roschet No. 146.",,"https://iiif.avisblatt.freizo.org/image/53411_0000/63,4400,1549,247/full/0/default.jpg","","","","","","","","","",saleoffer
e337882a-5aee-5069-981b-294463c57bc7/t10,N,1,53408,1803-01-06,3,11,"",FALSE,FALSE,,,"0. Ein schön Stück Tuch zu einem Ueberrock, von Caffebrauner Farb um bill. Preis.",,"https://iiif.avisblatt.freizo.org/image/53411_0000/63,4647,1549,164/full/0/default.jpg","","","","","","","","","",saleoffer
