id,rev,issue,book,date,pageno,readingorder,inscribed,isheader,noadvert,lang,rnotes,text,expert_text,fragment1,fragment2,fragment3,fragment4,fragment5,fragment6,fragment7,fragment8,fragment9,fragment10,header_tag
7d1076dd-cbfc-584b-8be9-2c52a881e838/t0,N,1,22748,1733-01-06,1,1,,FALSE,FALSE,,,"Ir haben eines unfrer Jahren - Jetz wiedrum hingelegt; Und drum viel Guts von GOtt erfahren, Das unser Herz bewegt. Tun fangen wir ein Teues an, Unwissend wer es endet. Es wünschet Glück wer wünschen kan; G0 TT gibts der6 Böse wendet. Drum wunscht der Schreiber diser Zeilen, Auch was das Hert vergnügt; Der selbst woll mit dem Jawort eplen, So alles Gute fünt. Verdiente Häupter unsrer Stadtt GOtt laß Euch lang regieren, Und mit Euch den Wohlweisen Raht Den Scepter glücklich führen; Er laß auch allzeit ob Euch walten Der Weißheit Kölen Geist, Und Raht müß euch beymThron erhalten An dem man Stärcke preist. Die Mohlfahrt müsse durch das Band Des süssen Friedes blühen, Wenn eure Sorg von Stadt und Land, All Unglück heist wegziehen. Der Geist Elias müsse schweben ob Zions treüer Wacht, Den Lehrern woll GOtt alles geben, Mas ihr Amt fruchtbar macht. Des Höchsten Ehr, der Seelen Heil Sey ihnen angelegen, Das nöthiger und bessre Theil Sey dafür Lohn und Segen. GO TT laß auch alles wohlgedepen, Das Jederman behagt, Er woll dem Haußstand Gnad verleihen Und wenden was ihn plagt; Er gebe Fried und Einigkeit, Die Arbeit woll Er segnen, Und keine Tahrungs-lose Zeit Uns lassen mehr begegnen. ist jemand was Unliebs geschehen Durch dieses TTachrichts-Blat, Der woll dem Author übersehen Mas ihn verletzet hat; Mit Fleiß hat er es nicht gethan, Deil er nur sucht zu dienen An allen Oertern, wo er Pan; Er will sich nicht erkühnen, zich zu entschuld gen, und nur bitten Um fernre Gunst und Huld, So soll ins künfftig seyn vermitten Domit er sich verschuldt.",,"https://iiif.avisblatt.freizo.org/image/22749_0000/344,2424,2005,2973/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/22749_0000/2457,2435,2015,2973/full/0/default.jpg","","","","","","","","",
7d1076dd-cbfc-584b-8be9-2c52a881e838/t2,N,1,22748,1733-01-06,1,2,,TRUE,FALSE,,,Es wird zum Verkauff angetragen:,,"https://iiif.avisblatt.freizo.org/image/22749_0000/344,5449,2037,162/full/0/default.jpg","","","","","","","","","",saleoffer
7d1076dd-cbfc-584b-8be9-2c52a881e838/t3,N,1,22748,1733-01-06,1,3,,FALSE,FALSE,,,"1. Ein schöner roth-Scharlachener noch fast neuer Tüchener Mantel, in gantz billichem Preiß.",,"https://iiif.avisblatt.freizo.org/image/22749_0000/330,5609,2037,209/full/0/default.jpg","","","","","","","","","",saleoffer
7d1076dd-cbfc-584b-8be9-2c52a881e838/t4,N,1,22748,1733-01-06,1,4,,FALSE,FALSE,,,2. Ein dito von blauem Scharlachenem Tuch.,,"https://iiif.avisblatt.freizo.org/image/22749_0000/330,5818,2037,100/full/0/default.jpg","","","","","","","","","",saleoffer
7d1076dd-cbfc-584b-8be9-2c52a881e838/t5,N,1,22748,1733-01-06,1,5,,FALSE,FALSE,,,"3. Die Behausung und Würthschafft zum Salmen in der Mindern Stadt an der Rheingaß, sambt Bethwerck, Geschir- und anderer zum Wurthen erforderlichen Gerähtschafft.",,"https://iiif.avisblatt.freizo.org/image/22749_0000/330,5918,2037,392/full/0/default.jpg","","","","","","","","","",saleoffer
7d1076dd-cbfc-584b-8be9-2c52a881e838/t6,N,1,22748,1733-01-06,1,6,,FALSE,FALSE,,,"4. Histoire de Charles XII. Roy de Suede, durch den berühmten Mr. de Voltaire beschrieben, in 12mo. Tom. 2. 1731.",,"https://iiif.avisblatt.freizo.org/image/22749_0000/330,6310,2037,323/full/0/default.jpg","","","","","","","","","",saleoffer
7d1076dd-cbfc-584b-8be9-2c52a881e838/t7,N,1,22748,1733-01-06,1,7,,FALSE,FALSE,,,5. 240. Eichene Latten sambt 16. Hag-pfösten.,,"https://iiif.avisblatt.freizo.org/image/22749_0000/330,6633,2037,103/full/0/default.jpg","","","","","","","","","",saleoffer
7d1076dd-cbfc-584b-8be9-2c52a881e838/t8,N,1,22748,1733-01-06,1,8,,FALSE,FALSE,,,"6. Ein noch gantz neuer Ofen sambt dem Hinder- Ofen, Ofenfuß, Steinernen Blatten und Antritten, mit Thürlein und Steinen so darzu gehören; alles in billichem Preiß.",,"https://iiif.avisblatt.freizo.org/image/22749_0000/330,6736,2037,418/full/0/default.jpg","","","","","","","","","",saleoffer
7d1076dd-cbfc-584b-8be9-2c52a881e838/t9,N,1,22748,1733-01-06,1,9,,FALSE,FALSE,,,"7. Bey Herrn Frantz Ehneters seel. Frau Wittib auff der Eisengaß sind etliche Stücklein Faß von 4. biß 10. Saumen, nebst vielen Vierlingen, in billichem Preiß zu haben.",,"https://iiif.avisblatt.freizo.org/image/22749_0000/344,7156,2037,405/full/0/default.jpg","","","","","","","","","",saleoffer
7d1076dd-cbfc-584b-8be9-2c52a881e838/t10,N,1,22748,1733-01-06,1,10,,FALSE,FALSE,,,3. Ein Paar Fültz-stüfel mittelmäßiger Grösse.,,"https://iiif.avisblatt.freizo.org/image/22749_0000/344,7561,2037,99/full/0/default.jpg","","","","","","","","","",saleoffer
7d1076dd-cbfc-584b-8be9-2c52a881e838/t11,N,1,22748,1733-01-06,1,11,,FALSE,FALSE,,,9. Ein fast neues Tüchenes Mannen-kleyd.,,"https://iiif.avisblatt.freizo.org/image/22749_0000/344,7660,2037,110/full/0/default.jpg","","","","","","","","","",saleoffer
7d1076dd-cbfc-584b-8be9-2c52a881e838/t12,N,1,22748,1733-01-06,1,12,,FALSE,FALSE,,,"10. Eine Behausung und Nebenhauß, zwo Stallungen-Hoffstatt, Krauth- und Graß-Garthen, darinnen ein guter Brunn und Garthenhauß, zusamt zweyen Billards, zum Blauen Wind genandt an der Hindern Steinen; und ist sich deßthalben bey der Besitzerin zu melden.",,"https://iiif.avisblatt.freizo.org/image/22749_0000/344,7770,2037,244/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/22749_0000/2420,5466,2096,421/full/0/default.jpg","","","","","","","","",saleoffer
7d1076dd-cbfc-584b-8be9-2c52a881e838/t14,N,1,22748,1733-01-06,1,13,,FALSE,FALSE,,,11. Die jüngst-gemeldte auff Tapezerey-Art mit S afft-farb sauber gemahlte gantz neue Spannische Wand von 6. Flüglen.,,"https://iiif.avisblatt.freizo.org/image/22749_0000/2418,5879,2090,319/full/0/default.jpg","","","","","","","","","",saleoffer
7d1076dd-cbfc-584b-8be9-2c52a881e838/t15,N,1,22748,1733-01-06,1,14,,FALSE,FALSE,,,12. Etliche Tische von verschiedenerGattung un Grösse.,,"https://iiif.avisblatt.freizo.org/image/22749_0000/2418,6178,2091,127/full/0/default.jpg","","","","","","","","","",saleoffer
7d1076dd-cbfc-584b-8be9-2c52a881e838/t16,N,1,22748,1733-01-06,1,15,,FALSE,FALSE,,,"13. Eine in der Mindern Stadt in St. Roppeltzhooff erst vor ungefehr drey Viertel-Jahren erneüerte Eck-behausung, sonderlich mit einem guten Keller zu mehr dann 100. Saum Wein, und übriger komblicher Gelegenheit versehen; wie solches der Augenschein mit mehrerm zeigen wird; und ist sich deßtwegen bey der Frau Besitzerin, Herrn Leonhardt Lindenmeyers seel. Frau Wittib, anzumelden.",,"https://iiif.avisblatt.freizo.org/image/22749_0000/2415,6302,2091,960/full/0/default.jpg","","","","","","","","","",saleoffer
7d1076dd-cbfc-584b-8be9-2c52a881e838/t17,N,1,22748,1733-01-06,1,16,,FALSE,FALSE,,,14. Ein Stuck Guth vor dem St. Johann-Thor von Reb- und Feldwerck in einem Beyfang; und ist sich darumb zu melden dey Herrn Gisendörffer dem Chyrurgo in der Mindern Stadt. Man gibt freyen Kauff.,,"https://iiif.avisblatt.freizo.org/image/22749_0000/2397,7247,2091,533/full/0/default.jpg","","","","","","","","","",saleoffer
7d1076dd-cbfc-584b-8be9-2c52a881e838/t18,N,1,22748,1733-01-06,1,17,,FALSE,FALSE,,,15. Ein Paar halb-nelle Fültzene Winter-Stieffel mittelmäßiger Grösse.,,"https://iiif.avisblatt.freizo.org/image/22749_0000/2395,7747,2091,253/full/0/default.jpg","","","","","","","","","",saleoffer
bc6010e7-1740-5f59-93af-4afe37667da4/t0,N,1,22748,1733-01-06,2,1,,FALSE,FALSE,,,"16. Eine brave, wohlgebauen- und zu allerhand Professionen dienlich- und wohlgelegene Behausung an der Steinen , ohnweit der Ehren-Zunfft zun Weberen und dem Brunnen, an dem Birseckh gelegen; und findt män darüber Bescheyd bey der Kauderischen Frau Wittib zum Wildenmann.",,"https://iiif.avisblatt.freizo.org/image/22750_0000/674,484,2110,602/full/0/default.jpg","","","","","","","","","",saleoffer
bc6010e7-1740-5f59-93af-4afe37667da4/t1,N,1,22748,1733-01-06,2,2,,FALSE,FALSE,,,"17. In dem Adresse-Contor ist zu vernehmen, wo eine Parthey von etlich 100. Bouteilles, extra gut- und mittelmäßiger Qualirät, Burgunder-Wein, überhaubt oder beym Dutzend; die Boureille vom bessern à 6. Batzen und vom geringern à 4F Batzen zu haben seynd.",,"https://iiif.avisblatt.freizo.org/image/22750_0000/691,1088,2110,606/full/0/default.jpg","","","","","","","","","",saleoffer
bc6010e7-1740-5f59-93af-4afe37667da4/t2,N,1,22748,1733-01-06,2,3,,FALSE,FALSE,,,"18. Bey Herrn Engler dem Zuckerbeckh hinder der Metzg, seynd wiedrumb schöne, frische, susse und bittere Pomerantzen und Citronen von allerhand Grösse; wie auch gantz frisch- verfertigter rother und weisser Hypocras, der Erstere umb 6. und der Andere umb 9. Batzen die alte Maaß zu haben.",,"https://iiif.avisblatt.freizo.org/image/22750_0000/678,1692,2110,613/full/0/default.jpg","","","","","","","","","",saleoffer
bc6010e7-1740-5f59-93af-4afe37667da4/t3,N,1,22748,1733-01-06,2,4,,TRUE,FALSE,,,Hingegen wird zu kauffen begehrt:,,"https://iiif.avisblatt.freizo.org/image/22750_0000/691,2307,2110,101/full/0/default.jpg","","","","","","","","","",saledemand
bc6010e7-1740-5f59-93af-4afe37667da4/t4,N,1,22748,1733-01-06,2,5,,FALSE,FALSE,,,1. Etliche ungefaßte Rubin-Saphyr- und Smaragd- Steine; Kan aber nicht langen Verzug leyden.,,"https://iiif.avisblatt.freizo.org/image/22750_0000/678,2408,2110,195/full/0/default.jpg","","","","","","","","","",saledemand
bc6010e7-1740-5f59-93af-4afe37667da4/t5,N,1,22748,1733-01-06,2,6,,FALSE,FALSE,,,2. Ein guer Englischer Dockenhund.,,"https://iiif.avisblatt.freizo.org/image/22750_0000/678,2603,2110,122/full/0/default.jpg","","","","","","","","","",saledemand
bc6010e7-1740-5f59-93af-4afe37667da4/t6,N,1,22748,1733-01-06,2,7,,FALSE,FALSE,,,3. Doct. Werenfelsen oder Doct. Gernlers s. Sonnund Fest-Tägliche Evangelien.,,"https://iiif.avisblatt.freizo.org/image/22750_0000/672,2725,2112,188/full/0/default.jpg","","","","","","","","","",saledemand
