id,rev,issue,book,date,pageno,readingorder,inscribed,isheader,noadvert,adcontent,adtype,finance,keyword,lang,rnotes,text,expert_text,fragment1,fragment2,fragment3,fragment4,fragment5,fragment6,fragment7,fragment8,fragment9,fragment10,header_tag
2a1fde5d-8a5d-5a76-973b-3fb9e59358e9/t0,N,1,34427,1786-01-05,7,1,1,TRUE,FALSE,,,,,de,,Es wird zum Verkauf angetragen:,,"https://iiif.avisblatt.freizo.org/image/34434_0000/316,1430,1519,178/full/0/default.jpg","","","","","","","","","",saleoffer
2a1fde5d-8a5d-5a76-973b-3fb9e59358e9/t1,N,1,34427,1786-01-05,7,2,1,FALSE,FALSE,,,,,de,,"1. Ein Stock schön eingesammeltes Kleefuter, und etliche Wägen des besten Emdes, zeutnerweis auf Begehren fürs Haus geliefert.",,"https://iiif.avisblatt.freizo.org/image/34434_0000/316,1608,1519,256/full/0/default.jpg","","","","","","","","","",saleoffer
2a1fde5d-8a5d-5a76-973b-3fb9e59358e9/t2,N,1,34427,1786-01-05,7,3,1,FALSE,FALSE,,,,,de,,"2. Zwey Stücklein Faß, in Eisen gebunden, eines 6- das andere 11 Saum haltend; aus Mangel Platzes; eine Leiter von 38 Seidel; bey Hrn. L. Ofer, älter.",,"https://iiif.avisblatt.freizo.org/image/34434_0000/316,1864,1519,311/full/0/default.jpg","","","","","","","","","",saleoffer
2a1fde5d-8a5d-5a76-973b-3fb9e59358e9/t3,N,1,34427,1786-01-05,7,4,1,FALSE,FALSE,,,,,de,,"3. Bey Hrn. Jak. Grunauer, bey der Münz, ist ein leichter Rennschlitten samt Geschirr, zu kauffen oder zu entlehnen.",,"https://iiif.avisblatt.freizo.org/image/34434_0000/316,2175,1519,256/full/0/default.jpg","","","","","","","","","",saleoffer
2a1fde5d-8a5d-5a76-973b-3fb9e59358e9/t4,N,1,34427,1786-01-05,7,5,1,FALSE,FALSE,,,,,de,,"4. Ein- und zweythürige tannene Kleiderkästen, mit eingefaßten Häuptern und geschweiften Thuren, und auch mit geraden Thüren; maßiv-nußbäumene Comodes, eingefaßt und glatt; und dito nußbäumene Tische; bey Mstr. J. C. Otto auf dem Heuberg.",,"https://iiif.avisblatt.freizo.org/image/34434_0000/316,2431,1519,558/full/0/default.jpg","","","","","","","","","",saleoffer
2a1fde5d-8a5d-5a76-973b-3fb9e59358e9/t5,N,1,34427,1786-01-05,7,6,1,FALSE,FALSE,,,,,de,,"5. Bey Frau Wittib Rohner am Spahlenberg, ist ein Stücklein schwarzer Halblein, und ein Stuck starkes Haustuch in billigem Preis zu haben.",,"https://iiif.avisblatt.freizo.org/image/34434_0000/316,2989,1519,315/full/0/default.jpg","","","","","","","","","",saleoffer
2a1fde5d-8a5d-5a76-973b-3fb9e59358e9/t6,N,1,34427,1786-01-05,7,7,1,FALSE,FALSE,,,,,de,,"6. Bey Hrn. Daniel de Robert Mitz am Rindermarkt, sind zu haben: frische geweichte und trockene Mollefisch, grosse holländische Häring; dito grosse süsse Pucking, und guter Ursulakäs.",,"https://iiif.avisblatt.freizo.org/image/34434_0000/316,3304,1519,390/full/0/default.jpg","","","","","","","","","",saleoffer
2a1fde5d-8a5d-5a76-973b-3fb9e59358e9/t7,N,1,34427,1786-01-05,7,8,1,FALSE,FALSE,,,,,de,,"7. Ein grosser Schlittkuchen, samt Vorsitzlein zu einem grossen Kasten, wohl beschlagen.",,"https://iiif.avisblatt.freizo.org/image/34434_0000/316,3694,1519,246/full/0/default.jpg","","","","","","","","","",saleoffer
2a1fde5d-8a5d-5a76-973b-3fb9e59358e9/t8,N,1,34427,1786-01-05,7,9,1,FALSE,FALSE,,,,,de,,"8. Bey Hrn. Joh. Conrad Meyer auf dem Barfüsserplatz, seynd wiederum frisch ab der Bleiche zu haben: 5. 6 und 7 Viertel breite extrafeine und ordinaire Haustücher, auch dito halb-gebleichte; feiner und ord. Bethköltsch, aller Sorten Baumwollen zum Stricken, auch extra schöne und weisse halb baumwollene Tücher, für Frauenzimmerkleider; gestrichter Zeüg für Fürtücher, schöne Nastücher, und Faden zum Stricken.",,"https://iiif.avisblatt.freizo.org/image/34434_0000/316,3940,1519,267/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/34434_0000/1875,1426,1504,641/full/0/default.jpg","","","","","","","","",saleoffer
2a1fde5d-8a5d-5a76-973b-3fb9e59358e9/t10,N,1,34427,1786-01-05,7,10,1,FALSE,FALSE,,,,,de,,"9. Bey Hrn. C. A. Serini, Buchhändler allhier, ist zu haben; Aphorisies de Mr. Mesmer, dictes à Passemblee de ses Eleves, & dans lesquels on trouve ses principes, sa thêorie & les moyens de magnetiser, le tout formant un corps de doctrine, developpé en trois an 344 paragraphes, pour faciliter Papplication des Commentaires au Magnetisme animal; 2 Parties, 120 4me Edition augmentee, 1786. xr. 36. Michaelis Mosaisches Recht, 6ter und letzter Theil, 1785. kr. 40. alle 6 Theile werden annoch bis zu Ende des Hornungs à fl. 4. gegeben, hernach kosten solche fl. 6. Hallos glücklicher Abend, zwey Theile, 8. 1785. fl. 1. Wahrsagerspiel, zur Unterhaltung in Gesellschaft, in hundert Blättern mit Futeral, fl. 1.",,"https://iiif.avisblatt.freizo.org/image/34434_0000/1870,2067,1509,1434/full/0/default.jpg","","","","","","","","","",saleoffer
2a1fde5d-8a5d-5a76-973b-3fb9e59358e9/t11,N,1,34427,1786-01-05,7,11,1,FALSE,FALSE,,,,,de,,"10. Bey Hrn. Mathias Dietschy, in der Freyenstrasse, sind nebst andern bereits bekannten Waaren, recht schöner Camelot, wollene Zeug, Halblein, Crepin, türkische Flanel mit und ohne Cranz; aller Sorten Futerslanel, Moulton, schwarzer Baumwollensammet, zu 42 bz. der Stab, Serge de Rome, de Mimes & de Berry, Pru- Prunelle; unterschiedlicher Sorten recht schöner Flachs, darunter eine recht extra schön, zu 27 bz. das B; roher und weisser Futerbaumwoll, Türkengarn, Spinal, Költsch, Biber zu Ueberröcken, in sehr biiligen Preisen zu haben.",,"https://iiif.avisblatt.freizo.org/image/34434_0000/1875,3501,1504,720/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/34435_0000/308,397,1499,480/full/0/default.jpg","","","","","","","","",saleoffer
50e6e3a2-cfe0-5698-aa72-49d40afef2fb/t1,N,1,34427,1786-01-05,8,1,2,FALSE,FALSE,,,,,de,,"11. Eine zu St. Elisabethen neben der Spitthalscheuer gelegene Behausung, nebst einer Matte.",,"https://iiif.avisblatt.freizo.org/image/34435_0000/303,877,1504,238/full/0/default.jpg","","","","","","","","","",saleoffer
50e6e3a2-cfe0-5698-aa72-49d40afef2fb/t2,N,1,34427,1786-01-05,8,2,2,FALSE,FALSE,,,,,de,,"12. Zum Soodeck beym Bäumlein, seynd von den schon bekannten St. Gallerwürsten und Schübling, wie auch frische holländische Häring in billigem Preis zu haben.",,"https://iiif.avisblatt.freizo.org/image/34435_0000/300,1115,1507,313/full/0/default.jpg","","","","","","","","","",saleoffer
50e6e3a2-cfe0-5698-aa72-49d40afef2fb/t3,N,1,34427,1786-01-05,8,3,2,FALSE,FALSE,,,,,de,,"13. Eine an der Reebgaß, gegen dem Werkhoof über gelegene Behausung, so das Feuerrecht hat.",,"https://iiif.avisblatt.freizo.org/image/34435_0000/298,1428,1509,237/full/0/default.jpg","","","","","","","","","",saleoffer
50e6e3a2-cfe0-5698-aa72-49d40afef2fb/t4,N,1,34427,1786-01-05,8,4,2,FALSE,FALSE,,,,,de,,"14. Bey Mstr. Peter Pack in Klein Basel, sind schöne Spanferkel zu haben.",,"https://iiif.avisblatt.freizo.org/image/34435_0000/298,1665,1509,162/full/0/default.jpg","","","","","","","","","",saleoffer
50e6e3a2-cfe0-5698-aa72-49d40afef2fb/t5,N,1,34427,1786-01-05,8,5,2,FALSE,FALSE,,,,,de,,15. Schöne fette Spanferkel; im Kuttelhaus.,,"https://iiif.avisblatt.freizo.org/image/34435_0000/298,1827,1509,151/full/0/default.jpg","","","","","","","","","",saleoffer
50e6e3a2-cfe0-5698-aa72-49d40afef2fb/t6,N,1,34427,1786-01-05,8,6,2,FALSE,FALSE,,,,,de,,"16. Eine Zwirnmühle mit 24 Spuhlen, in gutem Stand; eine so viel als neue atlassene Mantille, und ein Marderstoos für Frauenzimmer.",,"https://iiif.avisblatt.freizo.org/image/34435_0000/296,1978,1511,317/full/0/default.jpg","","","","","","","","","",saleoffer
50e6e3a2-cfe0-5698-aa72-49d40afef2fb/t7,N,1,34427,1786-01-05,8,7,2,FALSE,FALSE,,,,,de,,"17. Bey Hrn. Johannes Dietschy, dem Perrüquenmacher im Spiegelgäßlein, ist eine weiche Aepfelpomade, die wegen ihrem lieblichen Geruch und ihrer Haltbarkeit, sehr beliebt ist, auch extrafeiner Haarpuder zu haben.",,"https://iiif.avisblatt.freizo.org/image/34435_0000/294,2295,1513,469/full/0/default.jpg","","","","","","","","","",saleoffer
50e6e3a2-cfe0-5698-aa72-49d40afef2fb/t8,N,1,34427,1786-01-05,8,8,2,FALSE,FALSE,,,,,de,,18. Eine gute Spinette; zu verkauffen oder zu verleihen.,,"https://iiif.avisblatt.freizo.org/image/34435_0000/294,2764,1513,162/full/0/default.jpg","","","","","","","","","",saleoffer
50e6e3a2-cfe0-5698-aa72-49d40afef2fb/t9,N,1,34427,1786-01-05,8,9,2,FALSE,FALSE,,,,,de,,"19. Ein Stöcklein Heu und Eid, so bey gutem Wetter eingesammelt worden, und in der Stadt liegt.",,"https://iiif.avisblatt.freizo.org/image/34435_0000/294,2926,1513,237/full/0/default.jpg","","","","","","","","","",saleoffer
50e6e3a2-cfe0-5698-aa72-49d40afef2fb/t10,N,1,34427,1786-01-05,8,10,2,FALSE,FALSE,,,,,de,,"29. Bey Hrn. Buchbinder Scholer auf der Rheinbruck, ist zu haben: Betrachtungen und Einfälle über die Bauart der Privatgebäude in Deutschland, mit 6o Kupfertafeln, fol. Augsburg 1779. à fl. 5. Der Einritt Christi in Jerusalem, ein Kupfer von Hrn Thurneisen, à 3 bz.",,"https://iiif.avisblatt.freizo.org/image/34435_0000/293,3163,1514,556/full/0/default.jpg","","","","","","","","","",saleoffer
50e6e3a2-cfe0-5698-aa72-49d40afef2fb/t11,N,1,34427,1786-01-05,8,11,2,FALSE,FALSE,,,,,de,,"21. Michael Wetzel von Brombach, hat einen guten schwarzbraunen hald zjährigen Jagdhund, der wohl dreßiert ist, und stark jagt.",,"https://iiif.avisblatt.freizo.org/image/34435_0000/293,3719,1514,318/full/0/default.jpg","","","","","","","","","",saleoffer
50e6e3a2-cfe0-5698-aa72-49d40afef2fb/t12,N,1,34427,1786-01-05,8,12,2,FALSE,FALSE,,,,,de,,22. Ohngefehr zwey Wägen verwährter Bau; in billigem Preis.,,"https://iiif.avisblatt.freizo.org/image/34435_0000/293,4037,1514,182/full/0/default.jpg","","","","","","","","","",saleoffer
50e6e3a2-cfe0-5698-aa72-49d40afef2fb/t13,N,1,34427,1786-01-05,8,13,2,FALSE,FALSE,,,,,de,,"23. Bey Mstr. Kündig, dem Schreiner, ist ein tannener Kasten mit runden Ecken und mößingenem Beschläg, in billigem Preis zu haben.",,"https://iiif.avisblatt.freizo.org/image/34435_0000/1837,404,1569,312/full/0/default.jpg","","","","","","","","","",saleoffer
50e6e3a2-cfe0-5698-aa72-49d40afef2fb/t14,N,1,34427,1786-01-05,8,14,2,FALSE,FALSE,,,,,de,,"24. Bey Mstr. Heinr. Schwarz, dem Säckler beym Seufzeneck, sind starke büffellederne Sohlen, für Herren- und Frauenzimmer wollene Schuh zu haben.",,"https://iiif.avisblatt.freizo.org/image/34435_0000/1837,716,1569,318/full/0/default.jpg","","","","","","","","","",saleoffer
