id,rev,issue,book,date,pageno,readingorder,inscribed,isheader,noadvert,lang,rnotes,text,expert_text,fragment1,fragment2,fragment3,fragment4,fragment5,fragment6,fragment7,fragment8,fragment9,fragment10,header_tag
a485acf4-2367-5e9b-afa0-1fd7c69fd650/t0,N,1,26160,1762-01-07,3,1,1,TRUE,FALSE,,,Es wird zum Verkauf angetragen:,,"https://iiif.avisblatt.freizo.org/image/26163_0000/277,1141,1543,141/full/0/default.jpg","","","","","","","","","",saleoffer
a485acf4-2367-5e9b-afa0-1fd7c69fd650/t1,N,1,26160,1762-01-07,3,2,1,FALSE,FALSE,,,"1. Die Grüningerische Behausung am Spalenberg ist in billigem Preis zu verkaufen. Bey gemeldtem Mstr. Grüninger sind auch 2 Waagen, eine zu 12 Centner, die andere zu 6 Centner, zu verkaufen.",,"https://iiif.avisblatt.freizo.org/image/26163_0000/277,1282,1543,397/full/0/default.jpg","","","","","","","","","",saleoffer
a485acf4-2367-5e9b-afa0-1fd7c69fd650/t2,N,1,26160,1762-01-07,3,3,1,FALSE,FALSE,,,2. Bey Frau Wittib Dienast auf dem Fischmarkt sind eingeweichte und üneingeweichte Mollifisch in billigem Preis zu haben.,,"https://iiif.avisblatt.freizo.org/image/26163_0000/277,1679,1543,237/full/0/default.jpg","","","","","","","","","",saleoffer
a485acf4-2367-5e9b-afa0-1fd7c69fd650/t3,N,1,26160,1762-01-07,3,4,1,FALSE,FALSE,,,3. Ein Stock unberegnetes Heu bey Frau Wittib Werenfels an der Utengaß zu erfragen.,,"https://iiif.avisblatt.freizo.org/image/26163_0000/277,1916,1543,160/full/0/default.jpg","","","","","","","","","",saleoffer
a485acf4-2367-5e9b-afa0-1fd7c69fd650/t4,N,1,26160,1762-01-07,3,5,1,FALSE,FALSE,,,"4. Ein Mannenstz bey der Kanzel in St. Leonhards Kirch, weshalb sich bey Herrn Hosch dem Huthmacher in klein-Basel anzumelden.",,"https://iiif.avisblatt.freizo.org/image/26163_0000/272,2076,1548,232/full/0/default.jpg","","","","","","","","","",saleoffer
a485acf4-2367-5e9b-afa0-1fd7c69fd650/t5,N,1,26160,1762-01-07,3,6,1,FALSE,FALSE,,,5. Eine neue glatte goldene Huth-Borten a 6 fl.,,"https://iiif.avisblatt.freizo.org/image/26163_0000/277,2308,1543,120/full/0/default.jpg","","","","","","","","","",saleoffer
a485acf4-2367-5e9b-afa0-1fd7c69fd650/t6,N,1,26160,1762-01-07,3,7,1,FALSE,FALSE,,,"30. kr. im Berichthaus zu sehen. 6. Ein ergiebiges-Berain zu Linstorf im Pfirdter- Amt fallend, extragend Jährlich auf Martini Dinkel 10 Vierzel, Haber 5 Vierzel, Hüner 6. Stuck, Erbsen 2 Sester: Bey weme sich ein Liebhaber anzumelden, ist im Berichthaus ohne Entgeldt zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/26163_0000/277,2428,1543,498/full/0/default.jpg","","","","","","","","","",saleoffer
a485acf4-2367-5e9b-afa0-1fd7c69fd650/t7,N,1,26160,1762-01-07,3,8,1,FALSE,FALSE,,,"7. Bey Hrn. Johannes Freyler Buchbinder an der Schneidergaß sind extra feine Schnupf- Taback-Dosen von Dresdner-Porcelain, wie auch ein Marder-Pel; zu einem Frauenzimmer-Stoß, alles in billigem Preis, in Commißion zu haben.",,"https://iiif.avisblatt.freizo.org/image/26163_0000/262,2926,1558,467/full/0/default.jpg","","","","","","","","","",saleoffer
a485acf4-2367-5e9b-afa0-1fd7c69fd650/t8,N,1,26160,1762-01-07,3,9,1,FALSE,FALSE,,,"8. Eim Stücklein weissen Wein von 1760. der Saun à 8. Pfund, wovon man nach Belieben haben kan, im Berichthaus ohne Entgeldt zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/26163_0000/267,3393,1553,322/full/0/default.jpg","","","","","","","","","",saleoffer
a485acf4-2367-5e9b-afa0-1fd7c69fd650/t9,N,1,26160,1762-01-07,3,10,1,FALSE,FALSE,,,"9. Etliche Wägenvoll Gerber-Bau aus Mangel Platzes in billigem Preis, im Berichthaus ohne Entgeldt zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/26163_0000/262,3715,1558,236/full/0/default.jpg","","","","","","","","","",saleoffer
a485acf4-2367-5e9b-afa0-1fd7c69fd650/t10,N,1,26160,1762-01-07,3,11,1,FALSE,FALSE,,,"10. Ein der besten Weibersitzzen und zween dito Mannensitz in St. Leonhards-Kirch, werden gegen dergleichen im Münster zum Vertausch oder Verkauf angetragen, und ist das Mehrere im Berichthaus ohne Entgeldt zu vernehmen.",,"https://iiif.avisblatt.freizo.org/image/26163_0000/272,3951,1548,201/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/26163_0000/1840,1116,1552,242/full/0/default.jpg","","","","","","","","",saleoffer
a485acf4-2367-5e9b-afa0-1fd7c69fd650/t12,N,1,26160,1762-01-07,3,12,1,FALSE,FALSE,,,"11. Ein verguldter Zaum : Ein oder 2 Paar Kutschen Geschirr und ein Haus-Schlitten samt dem Geschirr, alles in billigem Preis, und ist sich darum anzumelden bey Heinrich Tschientschin dem Sattler in klein Basell.",,"https://iiif.avisblatt.freizo.org/image/26163_0000/1840,1358,1552,432/full/0/default.jpg","","","","","","","","","",saleoffer
a485acf4-2367-5e9b-afa0-1fd7c69fd650/t13,N,1,26160,1762-01-07,3,13,1,FALSE,FALSE,,,12. Bey Hrn. Emanuel Wier; im Kaufhaus sind veritable Nancher-Kerzen 6er und der à 10 Sols und Achter um 10ß. Sols zu haben.,,"https://iiif.avisblatt.freizo.org/image/26163_0000/1840,1790,1552,261/full/0/default.jpg","","","","","","","","","",saleoffer
a485acf4-2367-5e9b-afa0-1fd7c69fd650/t14,N,1,26160,1762-01-07,3,14,1,FALSE,FALSE,,,"13. Ein grosser guter Federbräter zu 3. Spiessen, in billigem Preis, im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/26163_0000/1840,2051,1552,252/full/0/default.jpg","","","","","","","","","",saleoffer
a485acf4-2367-5e9b-afa0-1fd7c69fd650/t15,N,1,26160,1762-01-07,3,15,1,FALSE,FALSE,,,14. Bey Frau Wittib Dienast auf dem Fisch- Markt sind zu haben frisch angelangte Lapredon in billigem Preis.,,"https://iiif.avisblatt.freizo.org/image/26163_0000/1840,2303,1552,231/full/0/default.jpg","","","","","","","","","",saleoffer
a485acf4-2367-5e9b-afa0-1fd7c69fd650/t16,N,1,26160,1762-01-07,3,16,1,FALSE,FALSE,,,"15. Eine noch brafe Kutsche samt etwas Pferd- Geschirr: Ein grosser Schlitten zu 6 ars Sitzen: 7 à 8 Säck Roggen: Circa g Säck kleine Sauböhnlein, so zum Mästem dienlich, samt etwas rohe Gersten, im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/26163_0000/1840,2534,1552,472/full/0/default.jpg","","","","","","","","","",saleoffer
a485acf4-2367-5e9b-afa0-1fd7c69fd650/t17,N,1,26160,1762-01-07,3,17,1,FALSE,FALSE,,,"16. Extra guter weisser Margräfer-Wein von 1753. à fl 20. der Saum, im Berichthauszu erfragen.",,"https://iiif.avisblatt.freizo.org/image/26163_0000/1840,3006,1552,252/full/0/default.jpg","","","","","","","","","",saleoffer
a485acf4-2367-5e9b-afa0-1fd7c69fd650/t18,N,1,26160,1762-01-07,3,18,1,FALSE,FALSE,,,"17. Ein commoder fast neu und starker Reyß- Wagen zu 4 Personen, mit schönem neuem grünem Tuch gefüttert mit Venetianischen Gläsern, vornen mit Lanternen, darinnen 2. Kästlein und unten ein Magazin, an den Seiten grosse Taschen, vornen und hinten Platz zum Aufpacken, ein geraumer Sitz für Bediente, darunter eine Pack-Küste, ist grün angestrichen, mit verguldter Einfassung, im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/26163_0000/1840,3258,1552,794/full/0/default.jpg","","","","","","","","","",saleoffer
a485acf4-2367-5e9b-afa0-1fd7c69fd650/t19,N,1,26160,1762-01-07,3,19,1,FALSE,FALSE,,,"18. Guter rother Wein zu Hypocras und andere gute Weine, in billigem Preis, im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/26163_0000/1840,4052,1552,105/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/26164_0000/518,370,1537,163/full/0/default.jpg","","","","","","","","",saleoffer
3e03ffe0-5342-5b1a-9e70-9aeb433a44bb/t1,N,1,26160,1762-01-07,4,1,2,FALSE,FALSE,,,"19. Ein eisern Getter über ein Thor 5 Schuh, lang, wie auch ein Leiter-Wägelein für junge Knaben, im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/26164_0000/518,533,1537,268/full/0/default.jpg","","","","","","","","","",saleoffer
3e03ffe0-5342-5b1a-9e70-9aeb433a44bb/t2,N,1,26160,1762-01-07,4,2,2,TRUE,FALSE,,,Hingegen wird zu kaufen begehrt:,,"https://iiif.avisblatt.freizo.org/image/26164_0000/518,801,1537,162/full/0/default.jpg","","","","","","","","","",saledemand
3e03ffe0-5342-5b1a-9e70-9aeb433a44bb/t3,N,1,26160,1762-01-07,4,3,2,FALSE,FALSE,,,"1. Es sucht jemand ein schwar; Drap de Dames Weiberkleid, Junten, Tschopen und Fürtuch Stablang, eine Banioletten, ein Halstuch, und ein Paar Pelz-Handschuh, alles zum Leid, lleidet aber nicht Verzug; der Liebhaber ist im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/26164_0000/518,963,1537,477/full/0/default.jpg","","","","","","","","","",saledemand
3e03ffe0-5342-5b1a-9e70-9aeb433a44bb/t4,N,1,26160,1762-01-07,4,4,2,FALSE,FALSE,,,"2. Es begehrt jemand 2 brauchbare Ofen samt Füssen, und Getäfel in ene Stuben , der Liebhaber ist im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/26164_0000/513,1440,1542,238/full/0/default.jpg","","","","","","","","","",saledemand
3e03ffe0-5342-5b1a-9e70-9aeb433a44bb/t5,N,1,26160,1762-01-07,4,5,2,FALSE,FALSE,,,"3. Es sucht jemand ein noch sauberes tüchenes, schwarzes Mannenkleid zu kaufen, der Liebhaber ist im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/26164_0000/518,1678,1537,238/full/0/default.jpg","","","","","","","","","",saledemand
3e03ffe0-5342-5b1a-9e70-9aeb433a44bb/t6,N,1,26160,1762-01-07,4,6,2,FALSE,FALSE,,,"4. Es verlangt jemand einen noch saubern Kinder-Schlitten auf Kuchen, daß 1 oder 2 Kinder wohl darin sitzen können, der Liebhaber ist im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/26164_0000/518,1916,1537,314/full/0/default.jpg","","","","","","","","","",saledemand
3e03ffe0-5342-5b1a-9e70-9aeb433a44bb/t7,N,1,26160,1762-01-07,4,7,2,FALSE,FALSE,,,"5. Man begehrt eine nicht gar grosse Geldt-Cassa zu kaufen, der Liebhaber ist im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/26164_0000/518,2230,1537,234/full/0/default.jpg","","","","","","","","","",saledemand
3e03ffe0-5342-5b1a-9e70-9aeb433a44bb/t8,N,1,26160,1762-01-07,4,8,2,FALSE,FALSE,,,"6. Wer ein beschlagenes brauchbares und beschlüßiges Coffre zu verkaufen hat, kan im Berichthaus einen Liebhaber erfragen.",,"https://iiif.avisblatt.freizo.org/image/26164_0000/518,2464,1537,233/full/0/default.jpg","","","","","","","","","",saledemand
3e03ffe0-5342-5b1a-9e70-9aeb433a44bb/t9,N,1,26160,1762-01-07,4,9,2,FALSE,FALSE,,,"7. Es wird eine gute eiserne Geld-Cassa mittelmäßiger Grösse zu kaufen begehrt, der Liebhaber ist im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/26164_0000/518,2697,1537,233/full/0/default.jpg","","","","","","","","","",saledemand
3e03ffe0-5342-5b1a-9e70-9aeb433a44bb/t10,N,1,26160,1762-01-07,4,10,2,FALSE,FALSE,,,"8. Man sucht eine silberne viereckigte Taback- Dosen inwendig gut verguldt, circa 6 Loth schwer, der Liebhaber ist im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/26164_0000/518,2930,1537,314/full/0/default.jpg","","","","","","","","","",saledemand
3e03ffe0-5342-5b1a-9e70-9aeb433a44bb/t11,N,1,26160,1762-01-07,4,11,2,FALSE,FALSE,,,"9. Man begehrt einen Bändel-Haspel, so das unterschiedliche Stuck-Mäß haltet, wie auch ein Bändel-Brettlein die Floreth-Band zu knüpfen, zu kaufen, der Liebhaber ist im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/26164_0000/518,3244,1537,400/full/0/default.jpg","","","","","","","","","",saledemand
3e03ffe0-5342-5b1a-9e70-9aeb433a44bb/t12,N,1,26160,1762-01-07,4,12,2,FALSE,FALSE,,,"10. Man begehrt das Neue und Alte Testament mit Merianischen Kupfern, es seye Deutsch oder Französisch, wo möglich ungebunden.",,"https://iiif.avisblatt.freizo.org/image/26164_0000/518,3644,1537,244/full/0/default.jpg","","","","","","","","","",saledemand
3e03ffe0-5342-5b1a-9e70-9aeb433a44bb/t13,N,1,26160,1762-01-07,4,13,2,TRUE,FALSE,,,Es wird zum Ausleihen offeriert:,,"https://iiif.avisblatt.freizo.org/image/26164_0000/518,3888,1537,208/full/0/default.jpg","","","","","","","","","",lendoffer
3e03ffe0-5342-5b1a-9e70-9aeb433a44bb/t14,N,1,26160,1762-01-07,4,14,2,FALSE,FALSE,,,"1. Drey Losamenter in der Steinen-Vorstadt, wobey ein Garten, wo schöne Reben und Früh- Gewächse zu pflanzen, weshalb sich bey Hrn. Bernard an der Gerbergaß anzumelden.",,"https://iiif.avisblatt.freizo.org/image/26164_0000/518,4096,1537,111/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/26164_0000/2081,355,1552,238/full/0/default.jpg","","","","","","","","",lendoffer
