id,rev,issue,book,date,pageno,readingorder,inscribed,isheader,noadvert,lang,rnotes,text,expert_text,fragment1,fragment2,fragment3,fragment4,fragment5,fragment6,fragment7,fragment8,fragment9,fragment10,header_tag
3cf04af6-866b-5d0b-b388-64e006814c1b/t0,N,1,30812,1777-01-02,5,1,1,TRUE,FALSE,,,Es wird zum Verkauf angetragen:,,"https://iiif.avisblatt.freizo.org/image/30817_0000/274,1539,1524,188/full/0/default.jpg","","","","","","","","","",saleoffer
3cf04af6-866b-5d0b-b388-64e006814c1b/t1,N,1,30812,1777-01-02,5,2,1,FALSE,FALSE,,,"1. Ein Stöcklein Emdt, nächst dem Aescher- Thor, in billichem Preis, im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/30817_0000/269,1727,1529,264/full/0/default.jpg","","","","","","","","","",saleoffer
3cf04af6-866b-5d0b-b388-64e006814c1b/t2,N,1,30812,1777-01-02,5,3,1,FALSE,FALSE,,,"2. Ein spannischer, weiß, schwar; und gelb tygrirter, jähriger Hünerhund, von der besten Art, mit doppelter Nase, männlicher Art, in Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/30817_0000/274,1991,1524,312/full/0/default.jpg","","","","","","","","","",saleoffer
3cf04af6-866b-5d0b-b388-64e006814c1b/t3,N,1,30812,1777-01-02,5,4,1,FALSE,FALSE,,,"Ungefehr 9. Klaffter theils Heü, theils Eindt, in billichem Preis, weshalb sich bey Herrn Amtman zu Inzlingen anzumelden ist.",,"https://iiif.avisblatt.freizo.org/image/30817_0000/274,2303,1524,323/full/0/default.jpg","","","","","","","","","",saleoffer
3cf04af6-866b-5d0b-b388-64e006814c1b/t4,N,1,30812,1777-01-02,5,5,1,FALSE,FALSE,,,"4. Vier grosse Tafelen mit Biblischen Historien, ein grosser viereckichter nußbäumerner Tisch, ein dito runder zum herunterlassen, ein dito viereckichter mit einer Zifferblatten, ein dito tannerner, etliche schöne nußbäumerne Bethladen, ein schöner nußbäumerner Kasten, 2. dito tannerne, 6. altvätterische blaue moquetene Sessel, 2. grosse grüne dito, 6. nußbäumerne Lehnenstühl, ein grosser Spiegel mit einer schwarzen Rahmen, samt drey oder vier Stucklein Faß in Eisen gebunden, alles in billichem Preis, im Berichthaus ohnentgeltlich zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/30817_0000/264,2626,1534,1101/full/0/default.jpg","","","","","","","","","",saleoffer
3cf04af6-866b-5d0b-b388-64e006814c1b/t5,N,1,30812,1777-01-02,5,6,1,FALSE,FALSE,,,5. Bey Jungfer Stückelberger auf dem Heüberg sind gute Spanferckel zu haben.,,"https://iiif.avisblatt.freizo.org/image/30817_0000/284,3727,1514,159/full/0/default.jpg","","","","","","","","","",saleoffer
3cf04af6-866b-5d0b-b388-64e006814c1b/t6,N,1,30812,1777-01-02,5,7,1,FALSE,FALSE,,,"6. Bey Frau Ronus am Schlüsselberg seynd nebst Ihren schon bekanten Moden-Waaren, extra feine Englisch Wollene Mannsstrümpf, Frauenzimmer-Schlupfer von ganz neuem Goust, mit Gold und Silber und auf filochen gestickte Strick-Seckel und Geld-Beutel, Atlassene Schlupfer für Herren, Frauenzimmer und Kinder, von denen so beliebten abgestäpten mit Linon garnirten Nachthauben, Atlassene und brodirte Vesten und Hosen, Puder-Quasten von Flaum, reich eingebundene Errennes Mignones, und andere zu Neuiahrs-Geschencken dienliche Sachen mehr, in billichen Preisen zu haben.",,"https://iiif.avisblatt.freizo.org/image/30817_0000/289,3886,1509,422/full/0/default.jpg","https://iiif.avisblatt.freizo.org/image/30817_0000/1833,1544,1510,729/full/0/default.jpg","","","","","","","","",saleoffer
3cf04af6-866b-5d0b-b388-64e006814c1b/t8,N,1,30812,1777-01-02,5,8,1,FALSE,FALSE,,,"7. In dem Pfarrhaus zu Mutten; liegen etlich 20. Säck guter Habern, in billichem Preis zu haben.",,"https://iiif.avisblatt.freizo.org/image/30817_0000/1823,2273,1520,244/full/0/default.jpg","","","","","","","","","",saleoffer
3cf04af6-866b-5d0b-b388-64e006814c1b/t9,N,1,30812,1777-01-02,5,9,1,FALSE,FALSE,,,"8. Acht Stucklein Faß mit Eisen gebunden von 10. à 12. Saum, in billichem Preis, bey Mstr. Rudolf Müller dem Küefer in der Weissengaß zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/30817_0000/1823,2517,1520,317/full/0/default.jpg","","","","","","","","","",saleoffer
3cf04af6-866b-5d0b-b388-64e006814c1b/t10,N,1,30812,1777-01-02,5,10,1,FALSE,FALSE,,,"9. Ein schöner nußbäumerner geschweifter einthüriger Kasten, in billichem Preis, im Berichthaus zu erfragen.",,"https://iiif.avisblatt.freizo.org/image/30817_0000/1828,2834,1515,238/full/0/default.jpg","","","","","","","","","",saleoffer
